id,user,date,source,retweets,text,followers,statuses,listed,friends,source_cleaned,tweettopic
1300,camacaron,Fri  01 Mar 2013 20:16:50 +0000,Echofon for Android PRO,0,@Yviebot @steamedmantou @radiFloon GDI android autocorrect .... I meant engie,14,8830,0,20,Android,Android
1323,ChrissytiTaylor,Fri  01 Mar 2013 18:48:19 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  Facebook! This game is amazing!http://t.co/g8F4owTgQP #Android #AndroidGames #GameInsight,70,1251,1,250,Android,Android
1324,mellyir,Fri  01 Mar 2013 19:25:52 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  Storing Goods! This game is amazing!http://t.co/2XcQemU92P #Android #AndroidGames #GameInsight,38,268,0,61,Android,Android
1325,prettypothead8,Fri  01 Mar 2013 21:42:57 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  House for the Prince! This game is amazing!http://t.co/zi6HkXPH6t #Android #AndroidGames #GameInsi,307,311,0,540,Android,Android
1326,prettypothead8,Fri  01 Mar 2013 21:44:13 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  The Agronomist's Departure! This game is amazing!http://t.co/zi6HkXPH6t #Android #AndroidGames #Ga,307,312,0,540,Android,Android
1327,Resa_Finda,Fri  01 Mar 2013 23:26:03 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  Housing for the Beast! This game is amazing!http://t.co/YfMuBsvX4S #Android #AndroidGames #GameIns,159,561,0,290,Android,Android
1328,highdaily420,Fri  01 Mar 2013 23:40:37 +0000,Enchanted Realm for Android,0,Let's celebrate! I've completed a quest  Ah  how romantic!! This game is amazing!http://t.co/70J91oYu5Y #Android #AndroidGames #GameInsight,176,910,0,804,Android,Android
1454,aliborhani1,Fri  01 Mar 2013 20:01:53 +0000,Falcon for Android,0,#flipboard widget for #android is AWFUL :|,95,2413,1,180,Android,Android
1455,romainguy,Fri  01 Mar 2013 19:09:14 +0000,Falcon Pro,0,@c_pruett and I hope to see it on Android to play it :),16987,5371,1213,158,Android,Android
1456,paulcusentino,Fri  01 Mar 2013 19:12:31 +0000,Falcon Pro,0,@falcon_android Do Twitter tokens count every user or is it number of devices using the app? New phone in March  want Falcon on it. Thanks.,97,5729,0,148,Android,Android
1457,Butler_Speaks,Fri  01 Mar 2013 19:15:39 +0000,Falcon Pro,0,@carbonrom RT @androidcentral Android 4.2.2 code now pushing to Android Open Source Project http://t.co/YQCuY86FVh #android,214,48157,3,324,Android,Android
1458,stephansmolek,Fri  01 Mar 2013 19:31:29 +0000,Falcon Pro,0,Hm. N4? RT @AndroidPolice Google Completes Android 4.2.2 Rollout - Nexus 4 And Nexus 7 3G Now Fully Supported By AOSP http://t.co/alhZp4z2Cl,21,274,0,99,Android,Android
1459,IsaacjonesM,Fri  01 Mar 2013 19:52:44 +0000,Falcon Pro,0,@NdemicCreations still looking for the android release...,7,101,0,21,Android,Android
1460,tallyhochaps,Fri  01 Mar 2013 19:57:14 +0000,Falcon Pro,0,@TheLadeesMan I do wonder. Google are taking design seriously now  Android doing great  Glass by the end of the year. Can apple counter it?,93,5679,3,114,Android,Android
1461,AnalysisAndroid,Fri  01 Mar 2013 20:02:22 +0000,Falcon Pro,0,@Spotify Should add a #DashClock extension to their Android app,58,1395,1,303,Android,Android
1462,f1vefour,Fri  01 Mar 2013 20:28:22 +0000,Falcon Pro,0,@expertontech your on vacation and still thinking about Android...that's dedication,196,3906,18,87,Android,Android
1463,expertontech,Fri  01 Mar 2013 20:34:35 +0000,Falcon Pro,0,@f1vefour haha yea I can still enjoy my vacation and keep up to date in the android world.,535,5773,30,570,Android,Android
1464,nExSoftware,Fri  01 Mar 2013 20:44:45 +0000,Falcon Pro,0,Is the Android backup system (BackupManager) terribly unreliable or am I doing something wrong?,470,4742,49,81,Android,Android
1467,hinds2009,Fri  01 Mar 2013 21:13:16 +0000,Falcon Pro,0,This is my power usage filled day! #Snapdragonbatteryguru is the best! #android http://t.co/VnA1fuEfIj,64,5106,1,49,Android,Android
1468,MixedChicXo1228,Fri  01 Mar 2013 21:15:20 +0000,Falcon Pro,0,Android products lmaoo #WeakFor,528,4467,1,1399,Android,Android
1469,MrViZZiATO,Fri  01 Mar 2013 21:29:08 +0000,Falcon Pro,0,@dot1ne I totally agree #Android ask the way,238,24836,6,476,Android,Android
1471,MrViZZiATO,Fri  01 Mar 2013 22:09:38 +0000,Falcon Pro,0,@Brol1kTheGreat So are you excited about any of the new @Android phones coming out soon?,238,24838,6,476,Android,Android
1472,DJ8218521,Fri  01 Mar 2013 22:12:36 +0000,Falcon Pro,0,RT @androidcentral Apple vs. Samsung: Damages cut by $450 Million  new trial ordered http://t.co/DmeoFxHLz3 #android,314,15188,7,268,Android,Android
1474,woonaval,Fri  01 Mar 2013 22:16:00 +0000,Falcon Pro,0,Memedroid Image - http://t.co/iwSATsVwrA Shared with Memedroid for Android,84,2850,1,131,Android,Android
1476,datchetdasher,Fri  01 Mar 2013 22:46:13 +0000,Falcon Pro,0,Falcon Pro #Twitter mention notifications seem to be about 5 mins behind Plume #Android #Getalife,129,2603,5,166,Android,Android
1477,MohammadAG,Fri  01 Mar 2013 23:07:56 +0000,Falcon Pro,0,@falcon_android awesome app! Just one small request  can you override the back button when using the in app browser so it backs the browser?,1192,3617,38,507,Android,Android
1482,melksa21514,Fri  01 Mar 2013 21:29:26 +0000,FalconPro,0,@falcon_android it does still work! Sorry,66,11083,0,61,Android,Android
1483,InvektivDNB,Fri  01 Mar 2013 21:39:00 +0000,FalconPro,0,Listening to Cursed by Chelsea Grin - Sent from PlayerPro@Android,120,301,0,365,Android,Android
1484,InvektivDNB,Fri  01 Mar 2013 21:42:52 +0000,FalconPro,0,Listening to Behind A Veil Of Lies by Chelsea Grin - Sent from PlayerPro@Android,120,303,0,365,Android,Android
1486,Will3942,Fri  01 Mar 2013 23:16:31 +0000,FalconPro,0,@Dexwell_ y u no android,19413,28023,31,370,Android,Android
1639,dundas212121,Fri  01 Mar 2013 18:45:12 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/DQL7lheA8i #Android #AndroidGames #gameinsight #drimmi http://t.co/C1ftrApZoy,4,1163,2,78,Android,Android
1640,King60solo,Fri  01 Mar 2013 19:21:07 +0000,Gone Fishing mobile game,0,Wow! I have caught this Volga Zander just now! http://t.co/93KSoHyDlH #Android #AndroidGames #gameinsight #drimmi http://t.co/83eW6xHeRg,0,244,0,6,Android,Android
1641,King60solo,Fri  01 Mar 2013 19:21:51 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/93KSoHyDlH #Android #AndroidGames #gameinsight #drimmi http://t.co/R3Xl3To9J1,0,245,0,6,Android,Android
1642,King60solo,Fri  01 Mar 2013 19:22:28 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/93KSoHyDlH #Android #AndroidGames #gameinsight #drimmi http://t.co/3NQWa5481n,0,247,0,6,Android,Android
1643,King60solo,Fri  01 Mar 2013 19:22:40 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/93KSoHyDlH #Android #AndroidGames #gameinsight #drimmi http://t.co/3NQWa5481n,0,247,0,6,Android,Android
1644,ShayansaMitchel,Fri  01 Mar 2013 19:29:37 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/8j8QXZAm6M,0,105,0,0,Android,Android
1645,Gargamel244,Fri  01 Mar 2013 19:33:23 +0000,Gone Fishing mobile game,0,Wow! I have caught this Blue Bream just now! http://t.co/NTcuPGmrcv #Android #AndroidGames #gameinsight #drimmi http://t.co/2R6N3Z6SKG,3,92,0,1,Android,Android
1646,Gargamel244,Fri  01 Mar 2013 19:34:23 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/NTcuPGmrcv #Android #AndroidGames #gameinsight #drimmi http://t.co/Xhils5bisg,3,94,0,1,Android,Android
1647,Gargamel244,Fri  01 Mar 2013 19:34:36 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/NTcuPGmrcv #Android #AndroidGames #gameinsight #drimmi http://t.co/aVzhGAA9LW,3,94,0,1,Android,Android
1648,ShayansaMitchel,Fri  01 Mar 2013 19:34:36 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/DZxz8oIKd3,0,107,0,0,Android,Android
1649,ShayansaMitchel,Fri  01 Mar 2013 19:52:37 +0000,Gone Fishing mobile game,0,Wow! I have caught this Globefish just now! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/SrY8PTFHpa,0,111,0,0,Android,Android
1650,emgeth,Fri  01 Mar 2013 20:07:49 +0000,Gone Fishing mobile game,0,Wow! I have caught this Ide just now! http://t.co/OWlQ78p3Y8 #Android #AndroidGames #gameinsight #drimmi http://t.co/m97rwGp5qC,4,32,0,0,Android,Android
1651,ShayansaMitchel,Fri  01 Mar 2013 20:08:15 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/NLWgAQ9MUB,0,112,0,0,Android,Android
1652,ShayansaMitchel,Fri  01 Mar 2013 20:09:31 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/w8Ys22xMtZ,0,113,0,0,Android,Android
1653,ShayansaMitchel,Fri  01 Mar 2013 20:37:47 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/TbKvggOJgG,0,116,0,0,Android,Android
1654,ShayansaMitchel,Fri  01 Mar 2013 20:41:36 +0000,Gone Fishing mobile game,0,Wow! I have caught this Pike just now! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/OhcQ4zr3U3,0,117,0,0,Android,Android
1655,JosDeMuis,Fri  01 Mar 2013 20:45:26 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/JjD7WapTSb #Android #AndroidGames #gameinsight #drimmi http://t.co/CLa8Nv6knI,3,811,0,1,Android,Android
1656,JosDeMuis,Fri  01 Mar 2013 20:45:29 +0000,Gone Fishing mobile game,0,Wow! I have caught this Amur Catfish just now! http://t.co/JjD7WapTSb #Android #AndroidGames #gameinsight #drimmi http://t.co/CLa8Nv6knI,3,811,0,1,Android,Android
1657,ShayansaMitchel,Fri  01 Mar 2013 20:46:49 +0000,Gone Fishing mobile game,0,Wow! I have caught this Ruler-fish just now! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/wX6OY1Rh1D,0,118,0,0,Android,Android
1658,ShayansaMitchel,Fri  01 Mar 2013 20:47:45 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/9b8uE8MEhY,0,119,0,0,Android,Android
1659,ShayansaMitchel,Fri  01 Mar 2013 20:55:24 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/tur1cHgNLe,0,120,0,0,Android,Android
1660,emgeth,Fri  01 Mar 2013 21:02:26 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/OWlQ78p3Y8 #Android #AndroidGames #gameinsight #drimmi http://t.co/gMr0SNQW9R,4,33,0,0,Android,Android
1661,ShayansaMitchel,Fri  01 Mar 2013 21:39:36 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/DfqcFJYc9j #Android #AndroidGames #gameinsight #drimmi http://t.co/rupreH6lzm,0,123,0,0,Android,Android
1662,perch22031988,Fri  01 Mar 2013 21:46:34 +0000,Gone Fishing mobile game,0,Wow! I have caught this Flat Bream just now! http://t.co/OuA0aTFEjM #Android #AndroidGames #gameinsight #drimmi http://t.co/yLmEI7EzwS,2,184,0,0,Android,Android
1663,perch22031988,Fri  01 Mar 2013 21:47:43 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/OuA0aTFEjM #Android #AndroidGames #gameinsight #drimmi http://t.co/ynQFxTyZEU,2,185,0,0,Android,Android
1664,coletrain3AL,Fri  01 Mar 2013 21:58:57 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/Gd3QJlPNXY #Android #AndroidGames #gameinsight #drimmi http://t.co/lS1PIn6xJi,12,57,0,9,Android,Android
1665,perch22031988,Fri  01 Mar 2013 23:01:25 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/OuA0aTFEjM #Android #AndroidGames #gameinsight #drimmi http://t.co/WHpLGUtRdG,2,186,0,0,Android,Android
1666,perch22031988,Fri  01 Mar 2013 23:01:54 +0000,Gone Fishing mobile game,0,Wow! I have caught this Flat Bream just now! http://t.co/OuA0aTFEjM #Android #AndroidGames #gameinsight #drimmi http://t.co/zfEXV5fbY6,2,187,0,0,Android,Android
1667,stagno_joseph,Fri  01 Mar 2013 23:09:23 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/Esg3IcoHPf #Android #AndroidGames #gameinsight #drimmi http://t.co/q8OaGWi5Z7,0,8,0,0,Android,Android
1668,stagno_joseph,Fri  01 Mar 2013 23:09:47 +0000,Gone Fishing mobile game,0,Look what I have caught! http://t.co/Esg3IcoHPf #Android #AndroidGames #gameinsight #drimmi http://t.co/VLa6dJS0a8,0,10,0,0,Android,Android
1669,stagno_joseph,Fri  01 Mar 2013 23:10:04 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/Esg3IcoHPf #Android #AndroidGames #gameinsight #drimmi http://t.co/SOHtQlb2vc,0,10,0,0,Android,Android
1670,stagno_joseph,Fri  01 Mar 2013 23:11:03 +0000,Gone Fishing mobile game,0,Wow! I have caught this Cisco just now! http://t.co/Esg3IcoHPf #Android #AndroidGames #gameinsight #drimmi http://t.co/Rb9RihYVui,0,11,0,0,Android,Android
1671,JosDeMuis,Fri  01 Mar 2013 23:15:30 +0000,Gone Fishing mobile game,0,Wow! I have caught this Grayling just now! http://t.co/JjD7WapTSb #Android #AndroidGames #gameinsight #drimmi http://t.co/2YT7uMCpk6,3,813,0,1,Android,Android
1672,gopyr8s,Fri  01 Mar 2013 23:22:52 +0000,Gone Fishing mobile game,0,Wow! I have caught this Bleak just now! http://t.co/zAR9A0UjVQ #Android #AndroidGames #gameinsight #drimmi http://t.co/6NJejUE9nM,9,51,2,11,Android,Android
1673,gopyr8s,Fri  01 Mar 2013 23:35:35 +0000,Gone Fishing mobile game,0,Finally  I have got it! http://t.co/zAR9A0UjVQ #Android #AndroidGames #gameinsight #drimmi http://t.co/gevTp5SVfs,9,53,2,11,Android,Android
2656,TwitJihadist,Fri  01 Mar 2013 22:37:11 +0000,HundredPushups for Android,0,Today I did a total of 130 pushups thanks to the Hundred Pushups Android app. (Week 4  Day 3  Level 2) #100Pushups,9,686,0,37,Android,Android
3432,rvlevy,Fri  01 Mar 2013 22:04:26 +0000,My Railway for Android,0,I opened the new region 7 in My Railway! Download the game for free on #Android! http://t.co/pvHVCOoa9F #androidgames #gameinsight,64,451,0,84,Android,Android
3433,Bananaman53,Fri  01 Mar 2013 22:06:56 +0000,My Railway for Android,0,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/nLVtMKo7xm,3,212,0,10,Android,Android
3434,Bananaman53,Fri  01 Mar 2013 22:08:30 +0000,My Railway for Android,0,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/FniArBrE2n,3,213,0,10,Android,Android
3435,Bananaman53,Fri  01 Mar 2013 22:11:06 +0000,My Railway for Android,0,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/CkgJh82ztY,3,214,0,10,Android,Android
3436,Bananaman53,Fri  01 Mar 2013 22:13:12 +0000,My Railway for Android,0,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/JZf8G3QGBL,3,216,0,10,Android,Android
3437,Bananaman53,Fri  01 Mar 2013 22:14:40 +0000,My Railway for Android,0,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/b2tTbYmMTX,3,217,0,10,Android,Android
