X,date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
4137,Fri  01 Mar 2013 21:33:00 +0000,336,280,2,neutral,0,QuickPull,BlackBerry,9554,Blackberry,GABOtskywinky,@QuickPull muna on my BlackBerry. Saglit lang po!
4138,Fri  01 Mar 2013 21:34:03 +0000,170,170,0,neutral,0,QuickPull,BlackBerry,125,Blackberry,dennydwi,Running a @QuickPull on my #BlackBerry. Brb!
4139,Fri  01 Mar 2013 21:34:08 +0000,76,28,0,neutral,0,QuickPull,BlackBerry,688,Blackberry,JosephGotico,Running a @QuickPull on my BlackBerry. Brb!
4140,Fri  01 Mar 2013 21:34:35 +0000,456,760,7,neutral,0,QuickPull,BlackBerry,2631,Blackberry,meugelly,Running a @QuickPull on my BlackBerry. Brb!
4141,Fri  01 Mar 2013 21:36:51 +0000,742,252,3,neutral,0,QuickPull,BlackBerry,10950,Blackberry,afrildjoe,Running a @QuickPull on my BlackBerry. Brb!
4142,Fri  01 Mar 2013 21:38:52 +0000,936,557,15,neutral,0,QuickPull,BlackBerry,72792,Blackberry,ablr062684,Running a @QuickPull on my @BlackBerry brb!
4143,Fri  01 Mar 2013 21:39:32 +0000,108,254,1,neutral,0,QuickPull,BlackBerry,1616,Blackberry,Cindyvaness1987,Running a @QuickPull on my BlackBerry. Brb!
4144,Fri  01 Mar 2013 21:40:12 +0000,181,300,0,neutral,0,QuickPull,BlackBerry,5543,Blackberry,IsaBzm,Running a @QuickPull on my BlackBerry. Brb!
4145,Fri  01 Mar 2013 21:40:54 +0000,314,1993,0,neutral,0,QuickPull,BlackBerry,156,Blackberry,Trebor_men,Running a @QuickPull on my BlackBerry. Brb!
4146,Fri  01 Mar 2013 21:48:25 +0000,1,3,0,neutral,0,QuickPull,BlackBerry,16,Blackberry,M_Taufiq_R,Running a @QuickPull on my BlackBerry. Brb!
4147,Fri  01 Mar 2013 21:50:22 +0000,68,302,0,neutral,0,QuickPull,BlackBerry,25167,Blackberry,agnesanggraini,Running a @QuickPull on my #BlackBerry. Brb!
4148,Fri  01 Mar 2013 21:52:09 +0000,379,189,0,neutral,0,QuickPull,BlackBerry,12277,Blackberry,whitsuarez,Running a @QuickPull on my BlackBerry.
4149,Fri  01 Mar 2013 21:52:38 +0000,0,6,0,neutral,0,QuickPull,BlackBerry,90,Blackberry,jigem_ivan,Running a @QuickPull on my BlackBerry. Brb!
4150,Fri  01 Mar 2013 21:55:12 +0000,196,273,2,neutral,0,QuickPull,BlackBerry,4410,Blackberry,iazdiaz,Running a @QuickPull on my BlackBerry. Brb!
4151,Fri  01 Mar 2013 21:55:47 +0000,6,20,0,neutral,0,QuickPull,BlackBerry,43,Blackberry,rizkykhaer,Running a @QuickPull on my BlackBerry. Brb!
4152,Fri  01 Mar 2013 21:56:51 +0000,2,5,0,neutral,0,QuickPull,BlackBerry,5,Blackberry,ristasoetikno,Running a @QuickPull on my BlackBerry. Brb!
4153,Fri  01 Mar 2013 21:58:23 +0000,368,312,1,positive,0,QuickPull,BlackBerry,2495,Blackberry,vinotwobis,Woles we da keur Running a @QuickPull on my BlackBerry. Brb!
4154,Fri  01 Mar 2013 21:59:31 +0000,4,23,0,neutral,0,QuickPull,BlackBerry,11,Blackberry,nota_toxica,Running a @QuickPull on my BlackBerry. Brb!
4155,Fri  01 Mar 2013 22:00:15 +0000,0,0,0,neutral,0,QuickPull,BlackBerry,609,Blackberry,ryan_kenrick,Running a @QuickPull on my BlackBerry. Brb!
4156,Fri  01 Mar 2013 22:01:49 +0000,2,10,0,neutral,0,QuickPull,BlackBerry,14,Blackberry,eliarj,Running a @QuickPull on my BlackBerry. Brb!
4157,Fri  01 Mar 2013 22:03:46 +0000,71,196,0,neutral,0,QuickPull,BlackBerry,475,Blackberry,rhodge_ad,Running a @QuickPull on my BlackBerry. Brb!
4158,Fri  01 Mar 2013 22:05:38 +0000,18,86,0,neutral,0,QuickPull,BlackBerry,12,Blackberry,SugiartaNgurah,Running a @QuickPull on my BlackBerry. Brb!
4159,Fri  01 Mar 2013 22:13:21 +0000,12,10,0,neutral,0,QuickPull,BlackBerry,14,Blackberry,nugrohoesha,Running a @QuickPull on my BlackBerry. Brb!
4160,Fri  01 Mar 2013 22:13:51 +0000,68,102,0,neutral,0,QuickPull,BlackBerry,187,Blackberry,rubyemerald16,Running a @QuickPull on my BlackBerry. Brb!
4161,Fri  01 Mar 2013 22:14:29 +0000,3,24,0,neutral,0,QuickPull,BlackBerry,15,Blackberry,drstvadscent,Running a @QuickPull on my BlackBerry. Brb!
4162,Fri  01 Mar 2013 22:15:29 +0000,75,167,0,neutral,0,QuickPull,BlackBerry,3180,Blackberry,lovelessjamie,Running a @QuickPull on my BlackBerry. Brb!
4163,Fri  01 Mar 2013 22:15:48 +0000,2,20,0,neutral,0,QuickPull,BlackBerry,53,Blackberry,azuraabdulzubir,Running a @QuickPull on my BlackBerry. Brb!
4164,Fri  01 Mar 2013 22:15:55 +0000,27,219,2,neutral,0,QuickPull,BlackBerry,56,Blackberry,stefcan25,Running a @QuickPull on my BlackBerry. Brb!
4165,Fri  01 Mar 2013 22:16:42 +0000,450,394,9,neutral,0,QuickPull,BlackBerry,14286,Blackberry,wizardxp,Running a @QuickPull on my BlackBerry. Brb!
4166,Fri  01 Mar 2013 22:17:07 +0000,375,1966,0,neutral,0,QuickPull,BlackBerry,1326,Blackberry,HerysGomez,Running a @QuickPull on my BlackBerry. Brb!
4167,Fri  01 Mar 2013 22:18:08 +0000,1612,1841,0,neutral,0,QuickPull,BlackBerry,550,Blackberry,RennyValles,Running a @QuickPull on my BlackBerry. Brb!
4168,Fri  01 Mar 2013 22:18:16 +0000,1,6,0,neutral,0,QuickPull,BlackBerry,26,Blackberry,alvvanrose,Running a @QuickPull on my BlackBerry. Brb!
4169,Fri  01 Mar 2013 22:18:19 +0000,2,10,0,neutral,0,QuickPull,BlackBerry,62,Blackberry,joskinjk2,Running a @QuickPull on my BlackBerry. Brb!
4170,Fri  01 Mar 2013 22:20:48 +0000,203,535,1,neutral,0,QuickPull,BlackBerry,1616,Blackberry,han_S_Youn9,Running a @QuickPull on my BlackBerry. Brb!
4171,Fri  01 Mar 2013 22:21:04 +0000,139,750,0,neutral,0,QuickPull,BlackBerry,1007,Blackberry,ummiakmal,Running a @QuickPull on my BlackBerry. Brb!
4172,Fri  01 Mar 2013 22:23:26 +0000,3,19,0,neutral,0,QuickPull,BlackBerry,29,Blackberry,Creslyrics,Running a @QuickPull on my BlackBerry. Brb!
4173,Fri  01 Mar 2013 22:23:26 +0000,481,271,1,neutral,0,QuickPull,BlackBerry,4808,Blackberry,RerheNanha,Running a @QuickPull on my BlackBerry. Brb!
4174,Fri  01 Mar 2013 22:24:12 +0000,473,436,0,neutral,0,QuickPull,BlackBerry,9484,Blackberry,imBOCHILZ,Running a @QuickPull on my BlackBerry. Brb!
4175,Fri  01 Mar 2013 22:25:10 +0000,56,190,0,neutral,0,QuickPull,BlackBerry,314,Blackberry,hery_hemav,Running a @QuickPull on my BlackBerry. Brb!
4176,Fri  01 Mar 2013 22:25:17 +0000,94,137,0,neutral,0,QuickPull,BlackBerry,3286,Blackberry,Rezhas,Running a @QuickPull on my BlackBerry. 32ee94e7
4177,Fri  01 Mar 2013 22:26:12 +0000,46,78,0,neutral,0,QuickPull,BlackBerry,178,Blackberry,putri_viollow,Running a @QuickPull on my BlackBerry. Brb!
4178,Fri  01 Mar 2013 22:28:20 +0000,464,215,0,neutral,0,QuickPull,BlackBerry,32062,Blackberry,ARiehendRA,Running a @QuickPull on my BlackBerry. Brb!
4179,Fri  01 Mar 2013 22:28:21 +0000,346,482,15,neutral,0,QuickPull,BlackBerry,337,Blackberry,BrianShifman,Running a @QuickPull on my BlackBerry. Brb!
4180,Fri  01 Mar 2013 22:29:13 +0000,389,280,0,neutral,0,QuickPull,BlackBerry,24135,Blackberry,DiiLotho,Running a @QuickPull on my BlackBerry. Brb!
4181,Fri  01 Mar 2013 22:30:45 +0000,80,162,2,neutral,0,QuickPull,BlackBerry,2893,Blackberry,iambrennygan,Running a @QuickPull on my BlackBerry. Brb!
4182,Fri  01 Mar 2013 22:30:57 +0000,41,47,0,neutral,0,QuickPull,BlackBerry,313,Blackberry,tha_estell,Running a @QuickPull on my BlackBerry. Brb!
4183,Fri  01 Mar 2013 22:31:25 +0000,3,7,0,neutral,0,QuickPull,BlackBerry,49,Blackberry,randragon,Running a @QuickPull on my BlackBerry. Brb!
4184,Fri  01 Mar 2013 22:31:31 +0000,6,35,0,neutral,0,QuickPull,BlackBerry,28,Blackberry,ChrisCjmichaels,Running a @QuickPull on my BlackBerry. Brb!
4185,Fri  01 Mar 2013 22:32:15 +0000,12,21,0,neutral,0,QuickPull,BlackBerry,404,Blackberry,SadSacrifice,Running a @QuickPull on my BlackBerry. Brb!
4186,Fri  01 Mar 2013 22:33:06 +0000,19,178,0,neutral,0,QuickPull,BlackBerry,19,Blackberry,gerardolugo501,Running a @QuickPull on my BlackBerry. Brb!
4187,Fri  01 Mar 2013 22:33:18 +0000,30,63,0,neutral,0,QuickPull,BlackBerry,82,Blackberry,sulaimanMAA8642,Running a @QuickPull on my BlackBerry. Brb!
4188,Fri  01 Mar 2013 22:33:24 +0000,130,212,0,neutral,0,QuickPull,BlackBerry,3673,Blackberry,EPortorreal,Running a @QuickPull on my BlackBerry. Brb!
4189,Fri  01 Mar 2013 22:33:41 +0000,156,416,0,neutral,0,QuickPull,BlackBerry,2457,Blackberry,NoeR3Mu4CH,Running a @QuickPull on my BlackBerry. Brb!
4190,Fri  01 Mar 2013 22:34:09 +0000,0,0,0,neutral,0,QuickPull,BlackBerry,69,Blackberry,mamatmazz,Running a @QuickPull on my #BlackBerry. Brb!
4191,Fri  01 Mar 2013 22:34:25 +0000,70,110,0,neutral,0,QuickPull,BlackBerry,262,Blackberry,Just_SoekarnodP,Running a @QuickPull on my BlackBerry. Brb!
4192,Fri  01 Mar 2013 22:35:32 +0000,163,291,0,neutral,0,QuickPull,BlackBerry,1464,Blackberry,HalizaID,Running a @QuickPull on my BlackBerry. Brb!
4193,Fri  01 Mar 2013 22:36:05 +0000,47,73,0,neutral,0,QuickPull,BlackBerry,671,Blackberry,adhitya_yanuar,Running a @QuickPull on my BlackBerry. Brb!
4194,Fri  01 Mar 2013 22:36:44 +0000,157,182,0,neutral,0,QuickPull,BlackBerry,1176,Blackberry,kakakemal,Running a @QuickPull on my BlackBerry Mahal
4195,Fri  01 Mar 2013 22:36:57 +0000,146,177,1,neutral,0,QuickPull,BlackBerry,13477,Blackberry,ley0323,Running a @QuickPull on my BlackBerry. Brb!
4196,Fri  01 Mar 2013 22:37:09 +0000,350,162,0,neutral,0,QuickPull,BlackBerry,26078,Blackberry,Rizkyayud,Running a @QuickPull on my BlackBerry. Brb!
4197,Fri  01 Mar 2013 22:37:17 +0000,14,19,0,neutral,0,QuickPull,BlackBerry,20,Blackberry,UtieTati,Running a @QuickPull on my BlackBerry. Brb!
4198,Fri  01 Mar 2013 22:37:53 +0000,40,111,0,neutral,0,QuickPull,BlackBerry,177,Blackberry,DamaLahh,Running a @QuickPull on my BlackBerry. Brb!
4199,Fri  01 Mar 2013 22:38:41 +0000,289,319,1,neutral,0,QuickPull,BlackBerry,740,Blackberry,yhumelynda,Running a @QuickPull on my BlackBerry. Brb!
4200,Fri  01 Mar 2013 22:39:38 +0000,333,305,2,neutral,0,QuickPull,BlackBerry,16391,Blackberry,mayaprincessa,Running a @QuickPull on my BlackBerry. Brb!
4201,Fri  01 Mar 2013 22:43:30 +0000,13,33,0,neutral,0,QuickPull,BlackBerry,10,Blackberry,OnnaTan,Running a @QuickPull on my BlackBerry. Brb!
4202,Fri  01 Mar 2013 22:44:09 +0000,173,741,1,neutral,0,QuickPull,BlackBerry,4786,Blackberry,JAPBELNEGRO,Running a @QuickPull on my BlackBerry. Brb!
4203,Fri  01 Mar 2013 22:44:16 +0000,157,149,0,neutral,0,QuickPull,BlackBerry,7208,Blackberry,MeelFly,Running a @QuickPull on my Blackberry.
4204,Fri  01 Mar 2013 22:44:17 +0000,0,0,0,neutral,0,QuickPull,BlackBerry,25,Blackberry,hidayahsetiani,Running a @QuickPull on my BlackBerry. Brb!
4205,Fri  01 Mar 2013 22:44:21 +0000,67,296,1,neutral,0,QuickPull,BlackBerry,862,Blackberry,rayeea,Running a @QuickPull on my BlackBerry. Brb!
4206,Fri  01 Mar 2013 22:44:51 +0000,79,50,4,neutral,0,QuickPull,BlackBerry,138,Blackberry,adji_vet,Running a @QuickPull on my BlackBerry. Brb!
4207,Fri  01 Mar 2013 22:45:06 +0000,2,1,0,neutral,0,QuickPull,BlackBerry,34,Blackberry,paulliong,Running a @QuickPull on my BlackBerry. Brb!
4208,Fri  01 Mar 2013 22:45:26 +0000,6,35,0,neutral,0,QuickPull,BlackBerry,65,Blackberry,ihwan_TasLaptop,Running a @QuickPull on my BlackBerry. Brb!
4209,Fri  01 Mar 2013 22:45:56 +0000,166,213,3,neutral,0,QuickPull,BlackBerry,7128,Blackberry,buudiii,Running a @QuickPull on my BlackBerry. Brb!
4210,Fri  01 Mar 2013 22:46:00 +0000,1,9,0,neutral,0,QuickPull,BlackBerry,38,Blackberry,bbcurran56,Running a @QuickPull on my BlackBerry. Brb!
4211,Fri  01 Mar 2013 22:46:20 +0000,219,231,0,neutral,0,QuickPull,BlackBerry,4513,Blackberry,agungkasmari,Running a @QuickPull on my BlackBerry. Brb!
4212,Fri  01 Mar 2013 22:48:34 +0000,292,263,0,positive,0,QuickPull,BlackBerry,16303,Blackberry,okebahkalakau,bermain punai with  @QuickPull on my BlackBerry. Brb!
4213,Fri  01 Mar 2013 22:49:06 +0000,311,313,0,neutral,0,QuickPull,BlackBerry,8620,Blackberry,iemkelsey,Running a @QuickPull on my BlackBerry. Brb!
4214,Fri  01 Mar 2013 22:49:34 +0000,121,335,0,neutral,0,QuickPull,BlackBerry,402,Blackberry,andreas_paino,Running a @QuickPull on my BlackBerry. Brb!
4215,Fri  01 Mar 2013 22:50:25 +0000,52,148,0,neutral,0,QuickPull,BlackBerry,333,Blackberry,DanPlew,Running a @QuickPull on my BlackBerry. Brb!
4216,Fri  01 Mar 2013 22:50:36 +0000,35,103,1,neutral,0,QuickPull,BlackBerry,210,Blackberry,Speed_ZR,Running a @QuickPull on my BlackBerry. Brb!
4217,Fri  01 Mar 2013 22:50:52 +0000,228,238,0,neutral,0,QuickPull,BlackBerry,5563,Blackberry,Indriindri16,Running a @QuickPull on my BlackBerry. Brb!
4218,Fri  01 Mar 2013 22:51:11 +0000,25,58,0,neutral,0,QuickPull,BlackBerry,2,Blackberry,Zurayma2010,Running a @QuickPull on my BlackBerry. Brb!
4219,Fri  01 Mar 2013 22:52:55 +0000,44,133,0,neutral,0,QuickPull,BlackBerry,182,Blackberry,turon_ron,Running a @QuickPull on my BlackBerry. Brb!
4220,Fri  01 Mar 2013 22:53:39 +0000,104,117,2,neutral,0,QuickPull,BlackBerry,899,Blackberry,wu_indra,Running a @QuickPull on my BlackBerry. Brb!
4221,Fri  01 Mar 2013 22:54:04 +0000,214,289,1,neutral,0,QuickPull,BlackBerry,7257,Blackberry,PermanaEgha,Running a @QuickPull on my BlackBerry. Brb!
4222,Fri  01 Mar 2013 22:54:16 +0000,29,22,0,neutral,0,QuickPull,BlackBerry,225,Blackberry,afridacs,Running a @QuickPull on my BlackBerry. Brb!
4223,Fri  01 Mar 2013 22:54:19 +0000,38,96,0,neutral,0,QuickPull,BlackBerry,638,Blackberry,DanceCoholic,Running a @QuickPull on my BlackBerry. Brb!
4224,Fri  01 Mar 2013 22:55:47 +0000,44,57,1,neutral,0,QuickPull,BlackBerry,260,Blackberry,dheandrie,Running a @QuickPull on my BlackBerry. Brb!
4225,Fri  01 Mar 2013 22:58:20 +0000,118,183,0,neutral,0,QuickPull,BlackBerry,1433,Blackberry,ChindyNailofar,Running a @QuickPull on my BlackBerry. Brb!
4226,Fri  01 Mar 2013 23:00:06 +0000,166,169,0,neutral,0,QuickPull,BlackBerry,7877,Blackberry,cyn_cyns,Running a @QuickPull on my BlackBerry. Brb!
4227,Fri  01 Mar 2013 23:00:35 +0000,7,43,0,neutral,0,QuickPull,BlackBerry,179,Blackberry,ansarbone1,Running a @QuickPull on my BlackBerry. Brb!
4228,Fri  01 Mar 2013 23:01:37 +0000,5,7,0,neutral,0,QuickPull,BlackBerry,67,Blackberry,pache_leste,Running a @QuickPull on my BlackBerry. Brb!
4229,Fri  01 Mar 2013 23:01:56 +0000,25,301,0,neutral,0,QuickPull,BlackBerry,44,Blackberry,victorlista,Running a @QuickPull on my BlackBerry. Brb!
4230,Fri  01 Mar 2013 23:02:45 +0000,123,114,0,neutral,0,QuickPull,BlackBerry,618,Blackberry,Nisak_K,iRunning a @QuickPull on my #BlackBerry. Brb!
4231,Fri  01 Mar 2013 23:03:23 +0000,366,520,0,neutral,0,QuickPull,BlackBerry,20132,Blackberry,adRIaN_aRdIaN,Running a @QuickPull on my BlackBerry. I'll Be Right Back :-)
4232,Fri  01 Mar 2013 23:03:35 +0000,286,213,0,neutral,0,QuickPull,BlackBerry,43249,Blackberry,dhanuuu03,Running a @QuickPull on my BlackBerry. Brb!
4233,Fri  01 Mar 2013 23:04:16 +0000,0,8,0,neutral,0,QuickPull,BlackBerry,38,Blackberry,gibs74,Running a @QuickPull on my BlackBerry. Brb!
4234,Fri  01 Mar 2013 23:04:18 +0000,115,612,0,neutral,0,QuickPull,BlackBerry,3047,Blackberry,xanderchristian,Running a @QuickPull on my BlackBerry. Brb!
4235,Fri  01 Mar 2013 23:04:52 +0000,24,31,0,neutral,0,QuickPull,BlackBerry,300,Blackberry,anasnenas,Running a @QuickPull on my BlackBerry. Brb!
4236,Fri  01 Mar 2013 23:04:58 +0000,172,218,0,neutral,0,QuickPull,BlackBerry,2176,Blackberry,lia_dhelia,Running a @QuickPull on my BlackBerry. Brb!
4237,Fri  01 Mar 2013 23:05:19 +0000,90,129,0,neutral,0,QuickPull,BlackBerry,2564,Blackberry,radit_11,Running a @QuickPull on my BlackBerry. Brb!
4238,Fri  01 Mar 2013 23:05:42 +0000,38,33,0,neutral,0,QuickPull,BlackBerry,142,Blackberry,ardeeanandee,Running a @QuickPull on my BlackBerry. Brb!
4239,Fri  01 Mar 2013 23:05:47 +0000,168,398,0,neutral,0,QuickPull,BlackBerry,8857,Blackberry,RyanSamia,Running a @QuickPull on my BlackBerry. Brb!
4240,Fri  01 Mar 2013 23:05:52 +0000,124,153,0,neutral,0,QuickPull,BlackBerry,5214,Blackberry,pat_reck,Running a @QuickPull on my BlackBerry. Brb!
4241,Fri  01 Mar 2013 23:06:04 +0000,129,279,0,neutral,0,QuickPull,BlackBerry,3448,Blackberry,fabii357,Running a @QuickPull on my BlackBerry. Brb!
4242,Fri  01 Mar 2013 23:06:12 +0000,288,288,1,neutral,0,QuickPull,BlackBerry,13481,Blackberry,SaucoG,Running a @QuickPull on my BlackBerry. Brb!
4243,Fri  01 Mar 2013 23:06:53 +0000,246,125,0,neutral,0,QuickPull,BlackBerry,27504,Blackberry,azrulhaqim,Running a @QuickPull on my BlackBerry. Brb!
4244,Fri  01 Mar 2013 23:07:31 +0000,1,3,0,neutral,0,QuickPull,BlackBerry,2,Blackberry,Audreydiazz,Running a @QuickPull on my BlackBerry. Brb!
4245,Fri  01 Mar 2013 23:07:51 +0000,17,27,0,neutral,0,QuickPull,BlackBerry,26,Blackberry,Apriliasiskaaa,Running a @QuickPull on my BlackBerry. Brb!
4246,Fri  01 Mar 2013 23:08:09 +0000,255,222,1,neutral,0,QuickPull,BlackBerry,13403,Blackberry,pujifauziah89,Running a @QuickPull on my BlackBerry. Brb!
4247,Fri  01 Mar 2013 23:09:07 +0000,102,77,0,neutral,0,QuickPull,BlackBerry,1516,Blackberry,_mpanjiw_,Running a @QuickPull on my BlackBerry. Brb!
4248,Fri  01 Mar 2013 23:10:15 +0000,68,337,0,neutral,0,QuickPull,BlackBerry,902,Blackberry,CLubis89,Running a @QuickPull on my BlackBerry. Brb!
4249,Fri  01 Mar 2013 23:11:11 +0000,112,903,0,neutral,0,QuickPull,BlackBerry,2305,Blackberry,ebitempur,Running a @QuickPull on my BlackBerry. Brb!
4250,Fri  01 Mar 2013 23:11:17 +0000,147,142,0,neutral,0,QuickPull,BlackBerry,35365,Blackberry,faReeeeeeeezwaN,Running a @QuickPull on my BlackBerry. Brb!
4251,Fri  01 Mar 2013 23:11:30 +0000,29,84,0,neutral,0,QuickPull,BlackBerry,1016,Blackberry,curse2885,Running a @QuickPull on my BlackBerry. Brb!
4252,Fri  01 Mar 2013 23:12:03 +0000,276,139,2,neutral,0,QuickPull,BlackBerry,5396,Blackberry,jeyarsanmiguel,Running a @QuickPull on my BlackBerry. Brb!
4253,Fri  01 Mar 2013 23:13:02 +0000,145,148,1,neutral,0,QuickPull,BlackBerry,4457,Blackberry,Rikisaputra90,Running a @QuickPull on my BlackBerry. Brb!
4254,Fri  01 Mar 2013 23:13:03 +0000,22,21,0,neutral,0,QuickPull,BlackBerry,171,Blackberry,imhackiesarao,Running a @QuickPull on my BlackBerry. Brb!
4255,Fri  01 Mar 2013 23:13:14 +0000,250,236,0,neutral,0,QuickPull,BlackBerry,5078,Blackberry,aiiueo861015,Running a @QuickPull on my BlackBerry. Brb!
4256,Fri  01 Mar 2013 23:13:24 +0000,502,120,4,neutral,0,QuickPull,BlackBerry,28363,Blackberry,RY_risma,Running a @QuickPull on my BlackBerry. Brb!
4257,Fri  01 Mar 2013 23:14:57 +0000,43,143,0,neutral,0,QuickPull,BlackBerry,1083,Blackberry,rocioteranv,Running a @QuickPull on my BlackBerry. Brb!
4258,Fri  01 Mar 2013 23:14:58 +0000,45,125,0,neutral,0,QuickPull,BlackBerry,196,Blackberry,dian_tarra,Running a @QuickPull on my BlackBerry. Brb!
4259,Fri  01 Mar 2013 23:15:19 +0000,568,545,1,neutral,0,QuickPull,BlackBerry,13413,Blackberry,NurulNahdirah,Running a @QuickPull on my BlackBerry. Brb!
4260,Fri  01 Mar 2013 23:15:43 +0000,57,117,0,neutral,0,QuickPull,BlackBerry,556,Blackberry,marmieungu,Running a @QuickPull on my BlackBerry. Brb!
4261,Fri  01 Mar 2013 23:15:51 +0000,397,362,2,neutral,0,QuickPull,BlackBerry,16330,Blackberry,alfalifeline,Running a @QuickPull on my BlackBerry. Brb!
4262,Fri  01 Mar 2013 23:15:58 +0000,262,253,2,neutral,0,QuickPull,BlackBerry,16718,Blackberry,hana_zaini,Running a @QuickPull on my BlackBerry. Brb!
4263,Fri  01 Mar 2013 23:16:02 +0000,91,137,0,neutral,0,QuickPull,BlackBerry,1526,Blackberry,Danz078,Running a @QuickPull on my BlackBerry. Brb!
4264,Fri  01 Mar 2013 23:18:34 +0000,16,45,0,neutral,0,QuickPull,BlackBerry,195,Blackberry,elminuscula,Running a @QuickPull on my BlackBerry. Brb!
4265,Fri  01 Mar 2013 23:18:37 +0000,584,207,0,neutral,0,QuickPull,BlackBerry,25537,Blackberry,mitaaaiueo,Running a @QuickPull on my BlackBerry. Brb!
4266,Fri  01 Mar 2013 23:19:07 +0000,143,141,0,neutral,0,QuickPull,BlackBerry,1288,Blackberry,raiswr,Running a @QuickPull on my BlackBerry. Brb!
4267,Fri  01 Mar 2013 23:20:41 +0000,246,185,1,neutral,0,QuickPull,BlackBerry,11960,Blackberry,xidlauigan,Running a @QuickPull on my BlackBerry. Brb!
4268,Fri  01 Mar 2013 23:21:20 +0000,48,87,0,neutral,0,QuickPull,BlackBerry,370,Blackberry,faskalina,Running a @QuickPull on my BlackBerry. Brb!
4269,Fri  01 Mar 2013 23:22:03 +0000,3,19,0,neutral,0,QuickPull,BlackBerry,11,Blackberry,claudidcastillo,Running a @QuickPull on my BlackBerry. Brb!
4270,Fri  01 Mar 2013 23:22:27 +0000,620,700,9,neutral,0,QuickPull,BlackBerry,20177,Blackberry,zizuzan,Running a @QuickPull on my BlackBerry. Brb!
