tweettopic,class
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,positive
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,positive
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,negative
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,negative
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,positive
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,neutral
Blackberry,negative
iOS,neutral
iOS,positive
iOS,positive
iOS,positive
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,positive
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,negative
iOS,negative
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,negative
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,positive
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,negative
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS,neutral
iOS,neutral
iOS,neutral
iOS,positive
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,positive
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,positive
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,positive
iOS_BB,positive
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,positive
iOS_BB,neutral
iOS_BB,positive
iOS_BB,positive
iOS_BB,negative
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,negative
iOS_BB,neutral
iOS_BB,positive
iOS_BB,negative
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,positive
iOS_BB,negative
iOS_BB,neutral
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,positive
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
iOS_BB,neutral
WindowsPhone,neutral
WindowsPhone,positive
WindowsPhone,neutral
