id,tweet,class
1135,@Duli_Ultimate hay man iOS 6.2 out not now check that.some bugs are fixed.,positive
1165,Real Racing 3 Review: Free-to-play or not  Real Racing 3 is a fantastic game that no iOS gamer should be witho... http://t.co/IoXLi8Za8P,neutral
1206,iOS UI Control Allowing You To Easily Create A Draggable Front View http://t.co/De0bCFmTmb,positive
1208,"Check out this image from imgur!

Sent via imgurApp for the iOS http://t.co/SibvkrePH9 http://t.co/8Qvw0rG5Q7",neutral
1229,iOS 6.1.2 updated on iPad   iPod touch and now downloading for iPhone 4s #awesome,neutral
1257,"RT @IndonesiApple: Ex-Zynga Boston team starts new iOS studio:

Zynga closed its Boston studio late last year  and some of it...",neutral
1308,I won best supporting actress for my role in Riders at Six! (Playing #Stardom on iOS) http://t.co/Y1DiRyCzJ5,neutral
1331,You should try Falldown Escape for iOS! It's so addictive! https://t.co/F8UKG9zkhQ,neutral
1362,Me likely the gmail app for iOS. Much better than using a mobile browser or the default mail client,positive
1387,My iOS #homescreen with my apps &amp; wallpaper of London Eye. @draftsapp @dayoneapp @tweetbot http://t.co/3YlQmNQYfe http://t.co/GuMHBVa5CX,neutral
1392,Or should I wait for iOS 6.1.3,neutral
1393,@_maryambee @bashaa Amazing'! V tempted. IOS compatible lol. 1200 is a bit cray though.,neutral
1396,Check out my new makeover with the Makeup iOS app. http://t.co/DnaLlP5lDR,neutral
1397,Check out Eye Colorizer for iOS - change your eye color with this app!,neutral
1399,Funny BitBook post in Tiny Tower for iOS!  http://t.co/z1xYNuV0Y4 http://t.co/Ok2MH6glSQ,neutral
1437,I just travelled 75 meters playing the Jetpack Challenge on #StormTheTrain for iOS. http://t.co/KlpDqo6AZV,neutral
1474,@Garf_Richards getting delivered this morning. Yep  im been bored of iOS &amp; looking forward to the change.,negative
1496,@theiBlog @jamesbrobinson excluding the Google ones I?€?ve not come across one that?€?s even close to iOS standards?€? yet.,neutral
1497,I prefer the previous Twitter for iOS. This interface looks boring,negative
1520,"What's the problem with Maps app. in #IOS? I got ""Directions Not Available"" message! Help me please!
#Apple #iPhone http://t.co/NGg7Li40jv",negative
1548,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/PE2flFGtz4,neutral
1570,iOS seriously needs to get home screen widgets,negative
1614,Yuhuuuu..... Full appz and Download IOS success... ????????????????,neutral
1615,I just travelled 44 meters into the frantic mines of @RailRush on iOS! Can you top it?  http://t.co/EWb7juEArn,neutral
1756,@NiiLomo @kwamayze You can see it because u are reading the tweet from OS X or iOS. Try from a windows PC and u won't be able to see it.,positive
1781,Finished Walking Dead episode 2 on iOS. My phone is overheating.,neutral
1850,Funny BitBook post in Tiny Tower for iOS! I need a life  http://t.co/hHgLUlxT4v http://t.co/9DDBveU5Mq,neutral
2030,I'm playing Fish Heroes easy and fun 3D iOS physics puzzle game where you can see around the obstacles: http://t.co/N7Mk0JXXX5,neutral
2116,I am playing #Dog Sweetie#!Join me! Ios Version:http://t.co/8QZbKhRUAt  My ID is:1361067 http://t.co/YeTd0iKTD3,neutral
2143,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1105230660&gt;,neutral
2267,Loving being able to personalize accounts.m @BNZBank: users on iOS  a shiny new update is waiting for you#YouMoney http://t.co/Ioz3YGnxc4?€?,neutral
2268,"Pretty nice iOS update from @spotify  too bad ""go to album"" is so buried  I use it 100x more than share or add to playlist.",neutral
2307,"iOS Real Racing 3 is out in now and I cannot believe it is FREE.

http://t.co/jP00t0JZhb",neutral
2361,I am using Bone Counter on iOS to add my Dominoes!,neutral
2365,I am using Bone Counter on iOS to add my Dominoes! Check it out here,neutral
2497,Check out my new makeover with the Makeup iOS app. http://t.co/biPSaB0a4d,neutral
2499,@joeldev agreed. I still have not found a decent analytics engine for iOS. Know any?,positive
2519,Successfully updated all my apps except the iOS 6.1.2 ==,neutral
2522,Hello from Lely at the iOS Development Workshop,neutral
2570,If the iOS 6.1.2 update doesn't sort my battery issues out I'm going to go on a murder spree of Apple employees #AppleYouHaveBeenWarned,negative
2586,Wish the official @twitter app for #IOS let you open links in @googlechrome rather than Safari. #browserwars,negative
2587,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/m7rmXDyYWS,neutral
2588,"Tweet Tweet Tweet
I am learning to code using Twitter Framework from iOS :)
Just ignore this",neutral
2632,"@Cabel That?€?s just messed up!
It must be a bug in iOS then or something. 

Are you using the iPad mini or 4th generation?",neutral
2655,Hello from Jakarta-testing message from iOS simulator @iBox TC Menteng,neutral
2677,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/tzKM6DYo25,neutral
2700,I just got 12970 Points in Monstropolis Rooftops 1 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/r4EdHdf0AP,neutral
2742,Newcastle weather has never been cooler. Solar for iOS. http://t.co/9Y2e8e0OYW http://t.co/wAbQMgKcnH,neutral
2767,Carrot To Do List for iOS with an attitude,neutral
2768,I'm playing @acerider_game for iOS. Join me! http://t.co/GVs7cEQyv3,neutral
2770,Hah well @dayoneapp has just been update on iOS and it mentions tags are coming soon to OSX version so question answered,positive
2850,I really like the iOS twitter integration. It's really easy to quickly get a tweet out. This may lead to many impulse tweets...hmm...,positive
2880,@ovan how did you get these invites? I'm on there for a while now  but only login with iOS app...,neutral
2931,I'm listening to Jay-Z &amp; Kanye West Ft Frank Ocean on Last.fm's Scrobbler for iOS. http://t.co/jE8EqYzxDq http://t.co/quu0kKWVcr,neutral
2969,In @cnn iOS app  there is a section for Justice and none for Sports. How weird is that.,neutral
3087,So fast uh iOS 6.1.2 available,positive
3116,@GhostBirdSoft Hey guys  app launches and just crashes instantly. Wat do? Last version on iphone 5 iOS 6.1,neutral
3119,Hey iOS user! Have you checked http://t.co/FeNMjNWCuO? If you haven?t  then check it now! They got schedule for all the lineups #JJF2013 :D,neutral
3143,Finally  my #iOS has been upgraded to the latest 6.1.2 from 5.1.1. Works great and no issue so far :),neutral
3144,BTC Mouse &amp; Touchpad is slightly unstable for iOS 6.1. Some issues on 3rd level/layer tasking. @mringwal,neutral
3145,My twitter iOS app is still bugged on iPhone 5  I've not received notifications in ages... :/,neutral
3164,F*ck you iOS 6! Thought you might have changed but you're still a worthless piece of crap. Took the plunge &amp; updated my OS. Wish I hadn't.,neutral
3167,Did iOS change its default search engine to @yahoo? http://t.co/yQuOduO78V,neutral
3195,#FNB iOS app great for quick transfers whilst standing at till. But typing my P@sSw0Rd takes forever. Can?t app use a pin rather? @Rbjacobs,neutral
3216,@wyshynski Your links aren't working on iOS. Keeps bringing me to the yahoo sports mobile site.,positive
3219,Looking for a job in programming (frontend/backend/iOS)? Interested in living in the wonderful city of Berlin? Tip: http://t.co/BNhlNMsCzQ,neutral
3244,Testing iOS application,neutral
3246,I am using MyScript Calculator for iOS. Try it out  it's amazing! http://t.co/W52RRLnuso #HWRbwankers http://t.co/Lk3iKydztv,neutral
3249,I am using MyScript Calculator for iOS. Try it out  it's amazing! http://t.co/W52RRLnuso #HWR I'm sick at maths http://t.co/7SmdsrUMIb,neutral
3297,@WhatTheBit incentive of time pressure. iOS freaked out Samsung in 2007 as they were on the way to become the featured phone leader.,negative
3329,I'm listening to On the Radio by Tyson on Last.fm's Scrobbler for iOS. http://t.co/VyG6gVjikh http://t.co/52Rn2QUQGv,neutral
3354,@PlayStation when is the playstation app coming for iOS,positive
3355,I just scored 170 593 points playing #StormTheTrain for iOS. http://t.co/xN0T1rTvNI,neutral
3376,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps ?????? http://t.co/GRxx6Epoex,neutral
3378,is iOS 6.1.2 good? should I update my iphone4 and ipad mini?  lots of news about it being crap...,neutral
3472,I'm listening to Soliloquy by Fear of Tigres on Last.fm's Scrobbler for iOS. http://t.co/Gl8KrdPBjJ http://t.co/A1WxBF3phM,neutral
3513,Funny BitBook post in Tiny Tower for iOS!  http://t.co/KkmVSJL1pA http://t.co/ZtV0PWttsF,neutral
3516,New new peeve: no interrobang on the iOS keyboard.,neutral
3542,@dayoneapp The new iOS update has fixed the large journal Dropbox sync issues. At last I can use this on my iOS devices  thanks!,neutral
3616,Now playing ?Let The Music Play feat. Yeo Hee? with the Wall Of Sound iOS application. https://t.co/JYfIp3nqDr http://t.co/3j5AVY28WZ,neutral
3687,"Listening to the radio ""KEWL"" on Radionomy for iOS. http://t.co/0BG1nganYx http://t.co/UZSrgZZ0aS",neutral
3759,100 Educational iOS Apps http://t.co/KCICXw2kLe via @zite@ChambersJohanna,positive
3760,Destroyed Speaker in Disassembly 3D for iOS! http://t.co/8wbrfCbvCz,neutral
3761,Watch Spongebob and Sandy- Everytime we touch on McTube - YouTube Client &amp; Cache &amp; MP3 on iOS https://t.co/TSY2UduC1T,neutral
3805,TIL: Good Guy YouTube app for iOS opens links in chrome automatically.,neutral
3828,Yes finally Real Racing 3 is available on the iOS App Store! So happy :) #iOS #App #iPhone #iPad #EA #Apple #AppStore @EA,neutral
3831,Updated iOS to the latest(making sure I'll do that often) ewww. ._. The play button http://t.co/snwqQIOLCC,neutral
3833,@SeeMeGetFit The popular iOS fitness app - 'See Me Get Fit'. You'll see how you get fit! http://t.co/qzepttNCSC http://t.co/XtOQFLLTrd,positive
3834,Funny BitBook post in Tiny Tower for iOS!  http://t.co/SR9Rhikzgs http://t.co/IoNMIgXtYY,neutral
3865,Destroyed Sidetable in Disassembly 3D for iOS! http://t.co/PB3d8JS81L,neutral
3954,Also  we know its not #Pok??Monday but you can currently download the Pokedex iOS app for 69p  and the pokedex upgrades are discounted too.,neutral
3955,ever since I updated to iOS 6.1.2 my phone froze 3 times -___- #fucku,neutral
4058,100 Educational iOS Apps http://t.co/KlrKYHHM0d via @zite,positive
4059,@ifesdjeen @simontcousins doesn't look quite good on iOS browser :-/ #noooooooooooooooo #nooo,positive
4108,Real racing 3 now available for iOS,neutral
4110,Google Maps app for iOS is brilliant  works like a breeze in UAE  updated and current  traffic info is also accurate? love it!,neutral
4133,The new @spotify iOS design is pretty slick indeed!,neutral
4192,iOS developers - where you at? We need you!,neutral
4193,Made with Fingerpaint Magic iOS app. I see you lol http://t.co/GO08MONGrO,neutral
4213,Finally downloaded the ios update #datbetterbatterylife,neutral
4281,Awsome new experience and interaction with your digital devices; iOs  Windows  Console  Multimedia etc.: https://t.co/tYubFtkxuE - from MYO,neutral
4305,@pedroh96 when will quasar arrive to iOS 6 Plz answer i want to know the timeline,positive
4356,Controversial Freemium Game Real Racing 3 Hits the U.S. App Store [iOS Blog] http://t.co/3wLbtFhhCP,neutral
4359,Anyone with an iOS device  download Real Racing 3 today. It's free  incredible looking and addictive!,neutral
4400,Check out my pieces of flair in Sky Burger for iOS!#### http://t.co/jJygck3mVj,neutral
4401,iOS 6.1.2 is now available!  #iPhone5,positive
4477,I just got 1013 Points in Endless Mode in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/01YFX3vt5M,neutral
4480,Ooh  the Audible app is quite snazzy on iOS now.,neutral
4504,Is it just me or is the battery life of iPad running iOS 6.1.2 fast to drain?,neutral
4505,Tiny iOS 7 feature request: the ability to toggle iTunes Match ?Show All Music? setting from within the iPod app.,neutral
4585,@dannyuncanny I?m going to use iOS?s Safari dev mode when I get home to troubleshoot further :s,neutral
4641,Just updated my phone to iOS 6. something  not quite sure what the difference is,neutral
4664,What I'm #Playing - Mech Pilot $0.99 -&gt; FREE,neutral
4665,"#photography #ios shopping today @PIM got it !Not just Comfort ""Hush Puppies"" brand comfort V-back Bikkini *wink http://t.co/eFOlQAPCDa",neutral
4667,What I'm #Playing - AVP: Evolution by @angrymobgames $4.99,neutral
4668,Tweeting from iOS 5 By Tutorials! :) http://t.co/Uctqs4jAIj http://t.co/xwTEwZfiav,neutral
4669,#tangledfx I've created this using Tangled FX for iOS http://t.co/iiRce9bOod,neutral
4713,Tweeting from iOS 5 By Tutorials! :) http://t.co/9Kf2uPiRMP http://t.co/iJhVAUKPsc,neutral
4732,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1216555128&gt;,neutral
4734,What I'm #Playing - Flight Unlimited Las Vegas $0.99 -&gt; FREE,neutral
4757,What I'm #Playing - Plight of the Zombie $2.99 -&gt; FREE https://t.co/3y03RrpnHQ http://t.co/x1RzPy1p4G #iOS #iPhone #iPad,neutral
4827,Twitter is removing Mobypicture uploads from its iOS app  are other video services to follow? http://t.co/yazjPZ2AeQ,neutral
4853,#RR3 free in the AppStore for iOS now,neutral
4854,I just stacked a $18.53 Meat Ship in Sky Burger for iOS! http://t.co/X0l51Hnkzz,neutral
4898,How to use AppCake - iOS 6 - Jailbreak - 2013 http://t.co/n1bCpWQblf,neutral
4900,@afiqesa i'm using ios 6.1.2. But its not here,positive
4928,Enter this code on your iOS Ninja Saga and receive Token together! &lt;977583308&gt;,neutral
4929,My SEQUOIA-P flying from London to Los Angeles in Pocket Planes for iOS! http://t.co/QR3pRt1sdO http://t.co/6LOjBfbO8Y,neutral
4955,PSA: Kindle iOS app users should not update to version 3.6.1 http://t.co/zLb3Ie1rdY via @zite,neutral
5022,@craiginwales the @Handheldconf site is looking a little off on iOS Safari atm. The content for workshops,positive
5047,@bengillam @theiBlog @jamesbrobinson not really. Most of the iOS apps are universal so work on an iPad. I?m not leaving iOS entirely.,neutral
5067,We want you iOS Developers! Where are you?? #iOS #developers #notissus @notissme,neutral
5108,Real Racing 3 is exactly the grindy  funless  cash-whoring EA bloatware you expected. The surprise is how grainy and ugly it looks. #iOS,neutral
5148,New jailbroken evasion 1.4 has been released with ios 6.1.2 in the community and new jailbreak released with hactivate screen,neutral
5149,Check out this wallpaper for your phone: http://zedge./w8936234?src=ios via @Zedge,positive
5188,Better than AppCake For Free AppStore Apps (iOS 6+) http://t.co/llA7XaY3es,neutral
5191,I've got Evasion jailbreak iOS 6.1.2  check YouTube: iCrackUriDevice  Vshare  Appcake  Appsync 6.0  iFile  3G Unrestrictor  Easy! Lol,neutral
5215,I've got Evasion jailbreak iOS 6.1.2  check YouTube: iCrackUriDevice  Vshare  Appcake  Appsync 6.0  iFile  3G Unrestrictor  Easy!! Lol,neutral
5244,Help! I?m stuck guessing this App. #bigappquiz. Play it FREE on iOS http://t.co/2kBhvjeVTL http://t.co/2kBhvjeVTL http://t.co/DHw0klQdCB,neutral
5264,@Gwimby re: last tweet. Looks like Adobe Revel provides a pretty compelling alternative to iOS photo album syncing for $60/yr.,neutral
5316,I just travelled 755 meters into the frantic mines of @RailRush on iOS! Can you top it?  http://t.co/29Go9NPFVq,neutral
5383,Tweetbot for iOS outs pirate users,neutral
5431,@Gwimby re: iOS album syncing. Sorta works if you create an unshared album in photostream  and are on OS X 10.8 / iPhoto 9.4 / iOS 6,neutral
5477,Eh I love the twitter thingy on iOS 6 :) don't even have to open the app lol,neutral
5588,&gt;Spotify on ios useless ,neutral
5636,What I?m #Playing - @realracing 3 ,neutral
5795,I've completely lost interest in iOS games. The objective in most is to collect coins. The only difference is how you collect them.,neutral
5797,I just stacked a $3.75 St. P21364in Sky Burger for iOS! http://t.co/UoMd83tInq,neutral
5818,Woaa. iOS 6.1.2 got panoramaaaaaaaaa ????????,neutral
6010,I'm listening to The Prisoner by Iron Maiden on Last.fm's Scrobbler for iOS. http://t.co/LOPPGQ8K9Z http://t.co/5w6tcVKd62,neutral
6013,i love dis ROCKIN' STUFF Via PicsArt #picsart #photography #ios @tltsn_metrox http://t.co/lwnXjeI6EL,neutral
6038,If this would make my phone slower I'll curse you iOs 6.1.2. http://t.co/1k6GCBaoe4,positive
6108,Check out my pieces of flair in Sky Burger for iOS!???? http://t.co/9OC6OL0tdR,neutral
6117,Check out my pieces of flair in Sky Burger for iOS! ???? http://t.co/tE4i7Lrw5D,neutral
6198,I just scored 3 640 points playing #StormTheTrain for iOS. http://t.co/Sb9usHPoIf,neutral
6256,Which is  your favorite tweak for ios 5.0?,neutral
6324,Real Racing 3 by Electronic Arts. The Best Racing Game on iOS is out &amp; it's free for now. (With in app purchases) https://t.co/JqxWfuSP8I,neutral
6349,@milligna what kind of phone do you have? NetBot is free for iOS.,negative
6355,I'm listening to Stomp-N-Grind by Quad City DJ's on Last.fm's Scrobbler for iOS. http://t.co/2P5AIDtKYP http://t.co/ooHGqjjDqa,neutral
6417,@PaladorBenjamin this might get me interested in converting from iOS. :-),negative
6503,I just scored 6 640 points playing #StormTheTrain for iOS. http://t.co/Sb9usHPoIf,neutral
6504,#lehavre #ios woot! Beat 4 other expert AI! http://t.co/7eWg8vSwar,neutral
6523,Enter this code on your iOS Ninja Saga and receive Token together! &lt;421879326&gt;,neutral
6599,@Nicky_Biscuits @matthewcurd ...iOS device to another device like a Apple TV or some makes of amps etc. uses your wifi,positive
6619,@KpopLoverAlways which ios?,neutral
6640,I just scored 1 240 points playing #StormTheTrain for iOS. http://t.co/Sb9usHPoIf,neutral
6662,Check out my new makeover with the Makeup iOS app.qggwhdeujetuywjwqwghqjjwxsu http://t.co/L1yOEIprRR,neutral
6690,Check out this image from imgur!,neutral
6736,Check out this image from imgur!,neutral
6737,I'm listening to The Lithium Stiffs by Tortoise on Last.fm's Scrobbler for iOS. http://t.co/gG4yhIycls http://t.co/ctV0qDtlza,negative
6792,Upgrade iOs gue dong:&lt;&lt;&lt;,neutral
6816,I'm using #TweetMusic #nowplaying #app for #iOS! Download it from the #AppStore and tweet with #nowplaying. http://t.co/sSpMWThNWj Retweet!,neutral
6863,my 4s just updated to iOS 6 wohooooooooooo haha #sengal,neutral
6864,Tweeting from iOS 5 By Tutorials! ,neutral
6923,Check out this image from imgur!,neutral
6949,#Apple #AppStore #App #iOS #iPhone #Photos ,neutral
6950,Follow me! iOS game 'Color Decode' is really funny! jb http://t.co/yx9jQFfSb3,neutral
7001,I am using MyScript Calculator for iOS. Try it out  it's amazing! http://t.co/AAeTyqDuS4 #HWR http://t.co/Za8YA2sCtu,neutral
7024,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7050,Funny BitBook post in Tiny Tower for iOS! http://t.co/T9em0zyYoV,neutral
7110,#Apple #AppStore #App #iOS #iPhone #Games ,positive
7140,Apple TV. Stream movies  TV shows and with AirPlay content from your iOS device. ??99 in store now #western #ipad http://t.co/7YbeCQWzvC,neutral
7141,Can you beat my Bike Baron level? Check it out! Level code: KJ3I #bikebaron #ios #game http://t.co/jehRcgfHci http://t.co/PqESyVyCWW,neutral
7166,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7218,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7243,??? I'm listening to ZERO by B'z with my Denon Audio iOS App. http://t.co/oYG3XuEdHv,neutral
7286,I'm watching Departure Ballad free on @Crackle for iOS http://t.co/jkzHmKocxb,neutral
7370,@Fuzzie_74 iOS app for sharing pics. Kinda like the most recent version of the drawsomething fad,positive
7372,Always get nervous when downloading new IOS updates..,neutral
7373,I just got 2411 Points in Endless Mode in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/reaRsyXySL,neutral
7401,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7407,The amount of ads in the newest version of FBs iOS app kills me.,neutral
7499,Updated to to iOS 6.1.2 to apparently fix battery issues and now my battery life is fucking awful. @AppleOfficiaI,neutral
7502,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7525,Great fun to learn iOS programming at http://t.co/K0HsDoMYFO! http://t.co/xOqLNgjqUq,neutral
7571,Someone please recommend best iOS apps to have. I've been downloading and deleting. Waste of time &amp; bundles.,neutral
7596,@Objective_Neo @christian_beer Appirater is one the worst things that happened to iOS  basta. ;),negative
7599,I just got 12790 Points in Monstropolis Rooftops 1 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/PQDN9HcJnM,neutral
7618,100 Educational iOS Apps http://t.co/9xjduBZoSY via @zite,neutral
7620,iOS has settings to avoid this issue. MT @MEF: #Apple sets 100MM over in-app purchases class lawsuit,negative
7668,Does hide clock for lockscreen work on ios 6?,neutral
7713,#Apple #AppStore #App #iOS #iPhone #Games ,neutral
7783,I just made this with #SpinArt+ for iOS! http://t.co/3PWUu70Mom,neutral
7809,Tweeting from iOS 5 By Tutorials! :) http://t.co/VcwxE2wWmt http://t.co/Sl5HmaquIY,neutral
7932,I just stacked a $8.26 Red Baron in Sky Burger for iOS!??????#@ http://t.co/WIevuctunr,neutral
7958,Real racing 3 per ios. Go go go,neutral
7981,I just made this with #SpinArt+ for iOS! http://t.co/uqscuzmovA,neutral
7982,So apple has a new update for iOS 6. Should I do it? I really want the full control to work on appradio. I am already on iOS 6,neutral
8023,@gpowerf I don't feel they've ever been particularly innovative on the software front except for look/feel in iOS. Will probably be hardware,neutral
8026,@cc2information Shadow Escaper is an amazing game  highly recommended but can we get iPhone 5 screen support? #shadowescaper #ios #iphone,neutral
8027,I'm playing Angry Gran Run on iOS! Get it at http://t.co/0cxbmIepBB  #AngryGran,neutral
8049,Finally played Temple Run. Hope no one looks at it and thinks ?oh that?s how you make an iOS game??,neutral
8050,I just made this with #SpinArt+ for iOS! http://t.co/C56BJN8vAz,neutral
8100,Yay! Update to @tweetbot for iOS restores the Your Tweets  Retweeted function. http://t.co/HM0OQbp4ab,positive
8101,@mikedecaro New update for iOS 6 is out. Should I do it? Wanting extensions full control to work. Already on iOS 6 and v. 2.0 on app radio.,neutral
8124,Twitter is removing Mobypicture uploads from its iOS app  are other video services to follow? http://t.co/fdgfSETli3 via @zite,neutral
8142,I'm listening to Sad Song by Lenka on Last.fm's Scrobbler for iOS. http://t.co/HIcrS8zkNC http://t.co/d5y3rmeLED,neutral
8208,I just travelled 56 meters into the frantic mines of @RailRush on iOS! Can you top it?  http://t.co/zKQEy2j4ce,neutral
8281,@xoxolj_ J  pag inupdate ba yung iOS madedelete photos and everything?,neutral
8301,@9VSKA don?t leave me alone with iOS. ;),positive
8303,@pod2g @MuscleNerd  I shifted from iOS 6.1 to 6.1.2 my iPhone4 is factory unlock why cellular saying 'no service' any idea why? @iH8sn0w,neutral
8332,Created in Volt for iOS: http://t.co/Ke6BK42zQH http://t.co/HhRjP3u7Rq,neutral
8333,Bloody hell. Another iOS update? Seriously - the last one was about 3 weeks ago.,neutral
8337,Created in Volt for iOS: http://t.co/Ke6BK42zQH???? http://t.co/AETq8Wf6us,neutral
8478,I'm listening to Brotherhood by Angagement on Last.fm's Scrobbler for iOS. http://t.co/WXCrJqVj6t http://t.co/k1AvzNg03y,neutral
8536,Found Shopping launching its iOS app today - Who doesnt like a great deal? #DesignIndaba2013 http://t.co/D9nsYOlgEl,neutral
8559,I'm watching Cheech &amp; Chong's Nice Dreams free on @Crackle for iOS http://t.co/wHApPAITQ5,neutral
8585,Our artic scene! #iOS #development http://t.co/3rNsnGIx8Z,neutral
8651,Theres 2 thing not updated. IOS 6.1.1 &amp; 6.1.2,neutral
8680,#Amazon Warns #iOS Users to Avoid #Kindle Update http://t.co/ldBmtpsJeG via @zite,neutral
8709,Want to see behind the scenes on the development of an iOS game? Follow @ConkaTheWorld &amp; receive info  sneak previews &amp; rewards! #conka,negative
8758,@yammer problems signing in with saml in the new version of iOS app. Is there a solution?,neutral
8877,Why not play the ios game legends its awesome i will make an guild for minecrafters,neutral
8920,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayappsAf@-??? http://t.co/r7eDUGexb0,neutral
8944,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayappsfded http://t.co/b6s1bstzZW,neutral
8947,Only 299 days  13 hours  6 mins  12 secs to #Christmas! Get Sleeps to Christmas for iOS: http://t.co/D9SVubmqxW http://t.co/5vwDjGrI66,neutral
8972,@TheRyanGoodman I know that but why no one sues them is a big question mark for me since iOS 5 beta 1,neutral
8973,@Shiva64 @samheartsuyw I have Dolphin on iOS (not my usual browser) so I just assumed you were using an iPhone lol,neutral
9033,@applenws this is not up to apple's quality. Toss in more rows on clunky phone? Upgrade the iOS and work out a plan for a cheaper model.,neutral
9080,?@allthingsd: Fix for Kindle iOS Bug Now Live in the App Store http://t.co/Z0FR6X5PkV?,neutral
9082,New twitter update IOS I liketh,neutral
9151,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayappsfdvbv http://t.co/kHQ6PbJBCU,neutral
9157,I'm watching Drunken Master free on @Crackle for iOS,neutral
9185,Made with Fingerpaint Magic iOS app. http://t.co/T7KkEplZfB,neutral
9232,@TheRealKling seems more and more that something critical is missing from iOS. The wow factor is fading as the OS becomes stale like XP was,neutral
9233,Almost updated my Kindle iOS app then I remembered that it has a bug that erases an entire library. I would have died!,neutral
9295,kinda pointless for IOS to have notifications if they aren't going to work half the time anyways.,negative
9325,185m active iOS &amp; Droid devices  147m China  25m uk - biggest growth in AsiaPac #GiG2013 67% of apps downloaded are games,neutral
9471,A few nice subtle UI changes to @spotify in their latest iOS update. Now playing bar at the bottom  offline icons etc http://t.co/RnOfwO9WFv,positive
9474,and here is your iOS game recco for the day. Yes  it's real. http://t.co/RYgEYIndRk,neutral
