,X,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
4426,4426,paolomassa,Fri  01 Mar 2013 23:01:49 +0000,Safari on iOS,0,The First ?€?E-Ink Android Smartphone?€? Unveiled  Offers 4 Weeks Battery-Life http://t.co/26DCpA3MYv,251,4287,8,192,iOS,Android
4509,4509,CameronDigital,Fri  01 Mar 2013 22:04:22 +0000,SkyGrid on iOS,0,"The New York Times Expands Flipboard Apps To Android &amp; Kindle Fire
http://t.co/DaraFeSwDa",1136,6667,12,2000,iOS,Android
4726,4726,Mariorq14,Fri  01 Mar 2013 20:57:35 +0000,TechCrunch on iOS,0,Sony Xperia C670X Specs Leak  Suggesting A New Android Flagship To Take On The HTC One  @TechCrunch http://t.co/7oa9LQyLGx,315,18496,3,701,iOS,Android
5612,5612,Dexwell_,Fri  01 Mar 2013 23:17:36 +0000,Tweebie for iPhone,0,@Will3942 Android is lame,560,32689,30,787,iOS,Android
6090,6090,neapel,Fri  01 Mar 2013 19:06:37 +0000,Tweetbot for iOS,0,on that note  let?€?s check in with the Android crowd *opens hatch*,251,16951,13,335,iOS,Android
6105,6105,jetsetsonic,Fri  01 Mar 2013 19:36:03 +0000,Tweetbot for iOS,0,Also trying to understand how RR3 looks better on my 4S than my Nexus 7. Oh  that?€?s right  cause big devs don?€?t give two shits about Android,27,1337,0,75,iOS,Android
6107,6107,jayeshb,Fri  01 Mar 2013 19:37:11 +0000,Tweetbot for iOS,0,"@weemundo @Harry_Jerry Mundo don?€?t make hipster emotes. :(

I miss emojis on android. That?€?s all btw. Everything else is pretty good.",414,45805,6,123,iOS,Android
6121,6121,jason_madsen,Fri  01 Mar 2013 19:59:48 +0000,Tweetbot for iOS,0,Found an android tablet on a bench. Found owners email. Sent email. Any other ideas on how to contact them? http://t.co/JaVYJcoF5R,403,1098,20,322,iOS,Android
6135,6135,chaensel,Fri  01 Mar 2013 20:16:38 +0000,Tweetbot for iOS,0,Honestly  the HTC One X feels cheap  and Android is  in my opinion  for kids. Anybody wants to trade his Lumia for my HTC One X? :P #asif,248,12913,10,53,iOS,Android
6144,6144,ricopenguin,Fri  01 Mar 2013 20:26:25 +0000,Tweetbot for iOS,0,@PrivateFC You are too nice so don't don't worry. I have planted an explosive surprise in her Android gingerbread sandwich #kAbLaMmO xD,79,718,1,83,iOS,Android
6147,6147,mattrosno,Fri  01 Mar 2013 20:35:11 +0000,Tweetbot for iOS,0,Didn?€?t know how emoji-dependent I was until texting an android user. HOW DO I EXPRESS MYSELF?,225,1221,8,173,iOS,Android
6167,6167,shawncase,Fri  01 Mar 2013 20:58:53 +0000,Tweetbot for iOS,0,Asana launches Android App! | Best project management software I've used! http://t.co/9Ca6gTjvs5,407,2443,6,485,iOS,Android
6172,6172,gerrit77,Fri  01 Mar 2013 21:05:33 +0000,Tweetbot for iOS,0,I don?€?t need fliers from a cremation service. I need a service that promises to put my brain into an android body so I can live forever.,57,1344,2,177,iOS,Android
6183,6183,Heinrich0711,Fri  01 Mar 2013 21:19:27 +0000,Tweetbot for iOS,0,@pierrefitch I love Android OS but worried about battery life &amp; long term durability,62,2982,0,255,iOS,Android
6184,6184,Heinrich0711,Fri  01 Mar 2013 21:19:27 +0000,Tweetbot for iOS,0,@pierrefitch I love Android OS but worried about battery life &amp; long term durability,62,2981,0,255,iOS,Android
6186,6186,DeanAJMaiden,Fri  01 Mar 2013 21:20:28 +0000,Tweetbot for iOS,0,@RobinSchrijvers have you tried 8tracks yet. It works on android and on the Internet.,262,9200,0,300,iOS,Android
6191,6191,AtomicPlayb0y,Fri  01 Mar 2013 21:32:11 +0000,Tweetbot for iOS,0,@DylanReeve @nzben @freitasm @billbennettnz RIM and android may as well be dead to business.,226,8076,8,527,iOS,Android
6199,6199,TwiPony,Fri  01 Mar 2013 21:45:37 +0000,Tweetbot for iOS,0,@vanillaooc android?,993,20815,12,129,iOS,Android
6219,6219,nachimir,Fri  01 Mar 2013 22:23:43 +0000,Tweetbot for iOS,0,@missdoda @Pyroka: @rossaluss sailed up to 27s on first go at hyper hexagonest on my ithing  after switching from android.,1234,14709,78,496,iOS,Android
6234,6234,TheRealBigMark,Fri  01 Mar 2013 22:57:13 +0000,Tweetbot for iOS,0,S4 gone have Android 4.3 and S3 gone be stuck on 4.1 lmaoooooo,118,11057,3,154,iOS,Android
6235,6235,TheRealBigMark,Fri  01 Mar 2013 22:58:35 +0000,Tweetbot for iOS,0,Best manufacturer of Android phones based off  OS upgrade support is HTC,118,11058,3,154,iOS,Android
6241,6241,emslj,Fri  01 Mar 2013 23:06:41 +0000,Tweetbot for iOS,0,@ollyk81 Congratulations  that has joined @lottiens?€? cow battery life indicator as the only things to ever make me wish I had an Android.,800,50237,32,312,iOS,Android
6249,6249,SpeckK,Fri  01 Mar 2013 23:16:47 +0000,Tweetbot for iOS,0,@elforesto @fruhwirth I pay ~$25 a month for an Android phone as long as I don't use much data https://t.co/QwLWBKKvrZ,202,6549,15,192,iOS,Android
6256,6256,OohCrystal,Fri  01 Mar 2013 23:20:23 +0000,Tweetbot for iOS,0,@SincerelyDavis I hate the android operating software so mehhhhhh,712,73600,57,396,iOS,Android
6264,6264,SessionBlogger,Fri  01 Mar 2013 23:33:45 +0000,Tweetbot for iOS,0,@bomaya Great choices. My Top 3 would have been 1. Paranoid Android  2. Let Down  3. Reckoner.,343,2279,7,535,iOS,Android
6428,6428,ouijella,Fri  01 Mar 2013 20:35:15 +0000,TweetCaster for iOS,0,I need an android tablet!,78,1316,2,169,iOS,Android
6431,6431,DistrictGalaxxy,Fri  01 Mar 2013 22:00:00 +0000,TweetCaster for iOS,0,@BassHeadMiguel shush up. Speaking that nonsense! Possessed by the android demons &amp; shit. Ahah,2504,35732,4,213,iOS,Android
6432,6432,JasinIsTrouble,Fri  01 Mar 2013 22:16:10 +0000,TweetCaster for iOS,0,Lol not for another 2 yrs grl RT @INYRMOUTH87: @JasinIsTrouble girl come back to android,288,21869,10,301,iOS,Android
6433,6433,LouDaddie_RDC,Fri  01 Mar 2013 22:21:52 +0000,TweetCaster for iOS,0,@leila_mob lmaoo I was playin that shit is long gone... It was back in my Android days,1374,59097,9,996,iOS,Android
6434,6434,LouDaddie_RDC,Fri  01 Mar 2013 22:24:40 +0000,TweetCaster for iOS,0,@leila_mob it means that my android phone saved it.. Like I said its in a dumpster somewhere gurl your body ain't that vicious,1374,59100,9,996,iOS,Android
6435,6435,ReadEm_ndWeep,Fri  01 Mar 2013 22:51:05 +0000,TweetCaster for iOS,0,Sorry android users all my tweets gonna have and emoji from now on #Team????,346,27877,3,303,iOS,Android
6437,6437,MaddDoggMiller,Fri  01 Mar 2013 23:29:18 +0000,TweetCaster for iOS,0,@LateCold the android version is coming out soon. It's totally worth the download.,286,6263,0,284,iOS,Android
6781,6781,Brol1kTheGreat,Fri  01 Mar 2013 22:39:00 +0000,Tweetings for  iPhone,0,@MrViZZiATO is it dropping for AT&amp;T? I'm actually looking for an android phone nexus or htc one X to toy with.,213,48579,3,158,iOS,Android
6782,6782,codedit,Fri  01 Mar 2013 22:54:03 +0000,Tweetings for  iPhone,0,@DojiSaber I don't know  I'm not an android developer... Ask on an android development forum.,1181,15473,30,202,iOS,Android
6789,6789,CashDADDY_,Fri  01 Mar 2013 23:20:14 +0000,TweetList!,0,@MauryRell_ I know ! Niggas wanna be on that bumass  android flow,312,43976,3,332,iOS,Android
9181,9182,emreaksoyGS,Fri  01 Mar 2013 19:09:47 +0000,Twitter for iPad,0,@zekikayahan Android,186,1537,0,254,iOS,Android
9200,9201,justicejr,Fri  01 Mar 2013 19:30:15 +0000,Twitter for iPad,0,@wacom's new tablet device will run Android. Just guessing.,522,7611,36,1540,iOS,Android
9224,9225,shadow3vil,Fri  01 Mar 2013 20:24:03 +0000,Twitter for iPad,0,Android is better than apple just because Android can watch Flash videos. Okay because Flash makes it all better. :P http://t.co/iuwmyeiRnx,3,206,0,35,iOS,Android
9234,9235,Ryanlight29,Fri  01 Mar 2013 20:36:57 +0000,Twitter for iPad,0,"@9to5Google Another day  another ""me too"" Android tablet. *Yawn*. Can't imagine it would sell really well.",20,288,0,171,iOS,Android
9236,9237,android_no,Fri  01 Mar 2013 20:40:04 +0000,Twitter for iPad,0,"Android tiene mucho LAG
http://t.co/ZWZ3Nb801e",1111,6833,23,1996,iOS,Android
9237,9238,Mariaaax_x,Fri  01 Mar 2013 20:41:20 +0000,Twitter for iPad,0,Touch pal keyboard on android is similar to swift key  but swift key is better.,583,3769,0,252,iOS,Android
9259,9260,razer_i7,Fri  01 Mar 2013 21:11:10 +0000,Twitter for iPad,0,@NerdyFTW @nickba lol android doesn't have it any more either,887,146075,8,529,iOS,Android
9266,9267,DjNezzyNezz,Fri  01 Mar 2013 21:18:44 +0000,Twitter for iPad,0,@android_andy bitch just text me. #chchbang,178,7694,0,157,iOS,Android
9275,9276,gadamak,Fri  01 Mar 2013 21:39:43 +0000,Twitter for iPad,0,The HP Slate 7 tablet with Android OS is a fully featured tablet that brings your world down to size.,242,1874,4,624,iOS,Android
9276,9277,codfather,Fri  01 Mar 2013 21:40:06 +0000,Twitter for iPad,0,Have to say after several weeks playing with Android 4.2   the Android devs have really nailed this OS. Fast  Usable and intuitive 10/10,1750,6725,37,1848,iOS,Android
9284,9285,mbrkbichi,Fri  01 Mar 2013 21:44:38 +0000,Twitter for iPad,0,?€?@LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA?€? haha,210,10521,0,223,iOS,Android
9289,9290,Aysha_muah,Fri  01 Mar 2013 21:50:05 +0000,Twitter for iPad,0,?€?@tHe_sMoOcHy: u r tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA?€?,550,2932,2,229,iOS,Android
9290,9291,Pietrosparks,Fri  01 Mar 2013 21:50:35 +0000,Twitter for iPad,0,K ?€?@fr3sh_ish: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA?€?,246,14235,0,163,iOS,Android
9293,9294,tjsynkral,Fri  01 Mar 2013 21:59:19 +0000,Twitter for iPad,0,@DraakSwifttail That's an Android problem. Any keyboard that doesn't have it is violating the Android IME requirements.,357,7902,7,399,iOS,Android
9300,9301,blomgren23,Fri  01 Mar 2013 22:10:19 +0000,Twitter for iPad,0,@droid_life: Final contest:  Win a Nexus 10 16GB from Droid Life! http://t.co/21ovoUTWrN #android,26,545,0,89,iOS,Android
9310,9311,springrose12,Fri  01 Mar 2013 22:16:15 +0000,Twitter for iPad,0,@Mruff221 But you are the most perfect android I've ever met. Technology is really improving:),875,24653,26,680,iOS,Android
9314,9315,perossmeisl,Fri  01 Mar 2013 22:24:08 +0000,Twitter for iPad,0,"?€?@pyle_sandy: Now It's Their Turn to Tighten Belts  http://t.co/aEjJW45JGb - Sent via the FOX News Android

AMEN!!! http://t.co/t0AeMhDs1y",504,2291,3,653,iOS,Android
9317,9318,AyoAshezSays,Fri  01 Mar 2013 22:27:45 +0000,Twitter for iPad,0,Went burger king yesterday for the first time ! Wid dawn .. We saw dutty android ... I wont even comment on the food i had :/,373,31094,2,373,iOS,Android
9331,9332,ZedKunda,Fri  01 Mar 2013 22:58:26 +0000,Twitter for iPad,0,The more I research the more I want an #XperiaZ it is stunning #android perfection,42,440,0,146,iOS,Android
9332,9333,Abuwalid9999,Fri  01 Mar 2013 23:00:27 +0000,Twitter for iPad,0,"???????????? ?????????????? 
I recommend you to use Salatuk v 1.3.4. 
Visit the links from your android phone. 
Salatuk v 1.3.4 {{http://t.co/ymDGSXx4qP",1012,22800,3,1268,iOS,Android
9336,9337,CentsNoCash,Fri  01 Mar 2013 23:09:21 +0000,Twitter for iPad,0,I don't think I want another android,324,21241,1,218,iOS,Android
9339,9340,LittlePrinceB,Fri  01 Mar 2013 23:13:44 +0000,Twitter for iPad,0,?€?@I_am_a_Leo: Sorry all my android froze :((?€?  put him in the microwave!!#defrost,793,21076,8,1015,iOS,Android
9344,9345,TweetinLegend_,Fri  01 Mar 2013 23:20:27 +0000,Twitter for iPad,0,?€?@RuckaRuckaAli: Romney would have known the difference between Star Trek and Star Wars... he's actually half android himself.?€?,731,25640,1,886,iOS,Android
9355,9356,___aNs,Fri  01 Mar 2013 18:39:58 +0000,Twitter for iPhone,0,@High_On_Android I'm thinking hot and spicy chicken!,2026,44990,2,1691,iOS,Android
9385,9386,TripScanners,Fri  01 Mar 2013 18:47:44 +0000,Twitter for iPhone,0,Have you downloaded our FREE android app? Access over 2 million hotels worldwide. Save up to 80% now.  #tripscanners,440,83,1,1813,iOS,Android
9421,9422,madrigalness408,Fri  01 Mar 2013 19:02:47 +0000,Twitter for iPhone,0,Hit my phone replace thank u apple for ur shitty phones again gotta switch to android,27,612,0,65,iOS,Android
9435,9436,odlew11,Fri  01 Mar 2013 19:05:19 +0000,Twitter for iPhone,0,@officialJROCKG @jdotdenmark23 it's on my android I'm upload it to the CPU and try to from there,1062,38738,2,1061,iOS,Android
9468,9469,MaticgotblapzWB,Fri  01 Mar 2013 19:11:36 +0000,Twitter for iPhone,0,?€?@DJBKnockin: Android sucks?€?fuck a Android da fuck is that,1094,72023,26,588,iOS,Android
9469,9470,Dear_Romeo__,Fri  01 Mar 2013 19:11:39 +0000,Twitter for iPhone,0,Super gay RT@aliciahurlz: if you have an android you're gay,77,8696,0,67,iOS,Android
9475,9476,TopFilmTip,Fri  01 Mar 2013 19:12:27 +0000,Twitter for iPhone,0,True story of how a robot led apocalypse was averted by a boy  his psychotic mum &amp; an Austrian android-TERMINATOR 2: JUDGEMENT DAY 2255 ITV2,3151,11608,38,239,iOS,Android
9490,9491,nathanbinding,Fri  01 Mar 2013 19:15:36 +0000,Twitter for iPhone,0,@commonblob I can only speculate but maybe if you have and android home phone you could use it so it rings on there when you're at home?,59,1088,1,213,iOS,Android
9494,9495,treaa_xoxo,Fri  01 Mar 2013 19:16:11 +0000,Twitter for iPhone,0,???? Kyron &amp; his stupid android ???? ugh,282,40229,1,288,iOS,Android
9498,9499,MadVillainVick,Fri  01 Mar 2013 19:17:10 +0000,Twitter for iPhone,0,Fuck all you android dorks,72,2858,1,58,iOS,Android
9515,9516,Potterhead1234,Fri  01 Mar 2013 19:20:07 +0000,Twitter for iPhone,0,@uSiriussss that's android for ya!,931,17337,8,699,iOS,Android
9532,9533,michelle_jung,Fri  01 Mar 2013 19:23:57 +0000,Twitter for iPhone,0,@YSPWNS4E Stick with the Android unless you want a draining battery and to lose the ability to customize everything  haha.,435,19350,15,112,iOS,Android
9544,9545,SAIW03,Fri  01 Mar 2013 19:25:53 +0000,Twitter for iPhone,0,Also read another SC Android app will be released next week. Great news as the current Android app  for lack of a better word-bites!,94,1431,0,73,iOS,Android
9554,9555,tc271,Fri  01 Mar 2013 19:29:02 +0000,Twitter for iPhone,0,@WCOdevon Josh is that an android or apple app?,125,257,4,219,iOS,Android
9564,9565,ArtMusicLife,Fri  01 Mar 2013 19:31:52 +0000,Twitter for iPhone,0,@Lancebowski Oh and the developer is very responsive.  An email might speed up the Android version.,524,14423,38,198,iOS,Android
9565,9566,TheBlotSays,Fri  01 Mar 2013 19:32:10 +0000,Twitter for iPhone,0,Gonna be killer! RT @deadzebra: Prepare to get lucky this month... #Android @shanejessup http://t.co/BAbBQJKcCu,1434,43475,53,475,iOS,Android
9580,9581,d0vahkiin_,Fri  01 Mar 2013 19:34:52 +0000,Twitter for iPhone,0,Haha sucks to have an android.,913,26308,3,493,iOS,Android
9590,9591,NadiaPariss,Fri  01 Mar 2013 19:36:42 +0000,Twitter for iPhone,0,Download it (Nadia Pariss wallpapers) for android only,17449,11089,144,5,iOS,Android
9597,9598,_dbaker1,Fri  01 Mar 2013 19:38:48 +0000,Twitter for iPhone,0,Trappin off my android,556,11930,1,533,iOS,Android
9598,9599,MMTA7W,Fri  01 Mar 2013 19:39:08 +0000,Twitter for iPhone,0,Dear android users  there's no buttons to the side of the home button on Apple devices  so stop acting like idiots,108,9480,0,66,iOS,Android
9604,9605,Letursiaaa_,Fri  01 Mar 2013 19:39:54 +0000,Twitter for iPhone,0,@SteadyRobbin still better than an android,91,895,0,175,iOS,Android
9608,9609,remembershiyah,Fri  01 Mar 2013 19:40:23 +0000,Twitter for iPhone,0,@StanleyFoster LOL neverrr   i had an android bud ..,242,14213,0,225,iOS,Android
9621,9622,lexii_danii,Fri  01 Mar 2013 19:51:28 +0000,Twitter for iPhone,0,Sorry Android  but I can see clearly now how bad you suck.,116,3909,0,113,iOS,Android
9625,9626,B_Easy08,Fri  01 Mar 2013 19:51:56 +0000,Twitter for iPhone,0,Android = Apple,219,10921,1,211,iOS,Android
9628,9629,DRinzauro,Fri  01 Mar 2013 19:52:46 +0000,Twitter for iPhone,0,The little green android dude is on 27th st. About 5ft tall!!!,106,7312,2,198,iOS,Android
9634,9635,ocitea,Fri  01 Mar 2013 19:53:28 +0000,Twitter for iPhone,0,The #ABC 's of #Android game development: User input http://t.co/TpWFny810y,172,1182,1,150,iOS,Android
9641,9642,young_carta_93,Fri  01 Mar 2013 19:54:47 +0000,Twitter for iPhone,0,@Kishaaa_ the DIRT.  If I ever get another cracked screen I swear I'll be rockn an android,1412,18141,1,1372,iOS,Android
9651,9652,itseddiexx,Fri  01 Mar 2013 19:57:34 +0000,Twitter for iPhone,0,@Emily_Christine I'm sure you could find it on google that's what I would do.  I never really used weather when I had android.,56,3773,0,176,iOS,Android
9662,9663,Dylan_Mooney,Fri  01 Mar 2013 19:59:40 +0000,Twitter for iPhone,0,@SeanHegarty5_ have ye not got a laptop or computer or a android tablet?,194,533,0,491,iOS,Android
9686,9687,Unfamous_Celeb,Fri  01 Mar 2013 20:05:27 +0000,Twitter for iPhone,0,Android needs to make an app compatible with iMessage.,3177,95300,94,1660,iOS,Android
9694,9695,AliBali6t7,Fri  01 Mar 2013 20:07:22 +0000,Twitter for iPhone,0,"@renzotiger got 1 email ref: Android Tablet. Unfortunately I'm receiving texts from all other family members.
#fartoomany",78,470,0,499,iOS,Android
9700,9701,dot1ne,Fri  01 Mar 2013 20:08:16 +0000,Twitter for iPhone,0,@barkerja_ not really  in my opinion only YouTube is tiny bit more polished  Gmail  Maps  G+  Current all perform and work better on Android,1680,13948,110,267,iOS,Android
9701,9702,HumzaHumour,Fri  01 Mar 2013 20:08:29 +0000,Twitter for iPhone,0,So I managed to get android apps working on my computer. So I had to give up the whole OS(WindowsAndroid) for just the apps(Blue stack),51,2274,0,70,iOS,Android
9703,9704,Im_Queen_Bee,Fri  01 Mar 2013 20:09:06 +0000,Twitter for iPhone,0,"My boss didn't know what a android was she was like ""the little green man right?""",439,10660,0,404,iOS,Android
9724,9725,ShanaySays_,Fri  01 Mar 2013 20:13:26 +0000,Twitter for iPhone,0,I need a charger for this phone! Anyone have a spare android charger?!,1045,24348,5,952,iOS,Android
9725,9726,PBand_Jaimie,Fri  01 Mar 2013 20:13:29 +0000,Twitter for iPhone,0,@sharing_iskaren this app you have that gives you money..they have it for android  too..it's hard to explain,284,21229,0,236,iOS,Android
9734,9735,Hate_on_MINES,Fri  01 Mar 2013 20:16:22 +0000,Twitter for iPhone,0,"???????????????? she said ""android users are like AKAs secretly hoping for a better way"" ????????????????????",1110,55784,2,810,iOS,Android
9756,9757,Zeke_Corleone,Fri  01 Mar 2013 20:20:52 +0000,Twitter for iPhone,0,@J_Vice32 @girlsgonekyle7 @ejadajasmine @blaze23_johnny lmfaoooo whn James first got his Android,658,22772,0,377,iOS,Android
9761,9762,Poker_Face28,Fri  01 Mar 2013 20:22:12 +0000,Twitter for iPhone,0,"?€?@Hate_on_MINES: ???????????????? she said ""android users are like AKAs secretly hoping for a better way"" ?????????????????????€? omg ????????????",812,38031,5,756,iOS,Android
9774,9775,AUUGHH,Fri  01 Mar 2013 20:24:27 +0000,Twitter for iPhone,0,Started from a android now we're here ???? ???????????????,1210,34722,3,736,iOS,Android
9780,9781,smsm747474,Fri  01 Mar 2013 20:26:11 +0000,Twitter for iPhone,0,"recommend you to use Qurani v 1.2.4. 
Visit the links from your android phone. 
Qurani v 1.2.4 ( http://t.co/ALSiFcZJtp",2130,15425,5,1287,iOS,Android
9804,9805,smsm747474,Fri  01 Mar 2013 20:32:06 +0000,Twitter for iPhone,0,")

I recommend you to use Thousand Sunnah v 1.3. 
Visit the links from your android phone. 
Thousand Sunnah v 1.( http://t.co/yhHAvhGBpy )",2130,15426,5,1287,iOS,Android
9814,9815,MrsTiiney___,Fri  01 Mar 2013 20:35:11 +0000,Twitter for iPhone,0,Fuck an Android ;),220,12580,0,191,iOS,Android
9827,9828,lonzie_range,Fri  01 Mar 2013 20:37:25 +0000,Twitter for iPhone,0,?€?@ay_2_fly7: @lonzie_range shiiii never that!!! Ima Android kinda guy lol?€? smh you gon learn someday!! *Kev Hart Voice*,498,16400,3,452,iOS,Android
9832,9833,KoraBlagden,Fri  01 Mar 2013 20:38:07 +0000,Twitter for iPhone,0,@davesargent @smiffysbar @barneybrazil @toryglenrangers @agentor73787152 Oops! ;) I'm sure it won't be long til it's on the android apps :),551,8809,5,620,iOS,Android
9839,9840,Trevar_Martin,Fri  01 Mar 2013 20:39:11 +0000,Twitter for iPhone,0,I ain't about that android life,256,1551,0,208,iOS,Android
9842,9843,geeivonne,Fri  01 Mar 2013 20:39:53 +0000,Twitter for iPhone,0,@Semaje_ ????semaje  you had an android thats why!,459,12647,1,197,iOS,Android
9859,9860,Semaje_,Fri  01 Mar 2013 20:43:00 +0000,Twitter for iPhone,0,I remember those days when i was team android. Started from the bottom now we here ????,2996,18319,9,1997,iOS,Android
9864,9865,BeardedBandittt,Fri  01 Mar 2013 20:45:03 +0000,Twitter for iPhone,0,But then again my SnapChat was messed up...now I can't get videos from Android users. You can never have the best of both worlds....,404,14339,2,314,iOS,Android
9887,9888,MademoiselleDez,Fri  01 Mar 2013 20:49:41 +0000,Twitter for iPhone,0,Android getting Instagram was THE biggest mistake.,551,36707,2,385,iOS,Android
9906,9907,jd010980,Fri  01 Mar 2013 20:53:07 +0000,Twitter for iPhone,0,Dominion Intrigue and Android: Netrunner. Need players. #games #bgg #yfc,144,4828,3,284,iOS,Android
9908,9909,BasedTacos,Fri  01 Mar 2013 20:53:33 +0000,Twitter for iPhone,0,The majin buu saga is the greatest then then the cell saga then the android saga then then frieza.,231,26260,0,211,iOS,Android
9911,9912,Tash_Solo,Fri  01 Mar 2013 20:54:03 +0000,Twitter for iPhone,0,@EfffinFabolous ???? I didn't even know android has auto correct too,445,11335,2,421,iOS,Android
9918,9919,Aye_yo_itsDee,Fri  01 Mar 2013 20:55:31 +0000,Twitter for iPhone,0,@imBeaming_ That's cute  cause I switched over to my android a month ago. ????????,340,30564,0,251,iOS,Android
9919,9920,cindystarks,Fri  01 Mar 2013 20:55:38 +0000,Twitter for iPhone,0,"RT @MaryamatHP: Meet the new HP Slate7  powered by Android. http://t.co/X32qp5Jg1b ""You had me at hello."" @AFinnie ;)",558,2923,17,774,iOS,Android
9920,9921,instawedapp,Fri  01 Mar 2013 20:55:38 +0000,Twitter for iPhone,0,Who has an android and wants to help out,3448,1041,8,1064,iOS,Android
9931,9932,brittanylc_,Fri  01 Mar 2013 20:57:29 +0000,Twitter for iPhone,0,@savannahpilates I can see ya android shit,261,6676,0,250,iOS,Android
9934,9935,callmebaldy,Fri  01 Mar 2013 20:58:25 +0000,Twitter for iPhone,0,Lord my nanny just bought an android???? she hasn't had a cell phone in 8 years,546,6212,0,440,iOS,Android
9942,9943,gingerninjadani,Fri  01 Mar 2013 21:01:06 +0000,Twitter for iPhone,0,Is avg antivirus fro android any good?,698,18695,18,1319,iOS,Android
9943,9944,DUBfromVA,Fri  01 Mar 2013 21:01:20 +0000,Twitter for iPhone,0,NEW APP  stream music whenever  wherever.. If you have a android thanks !  http://t.co/yaV1doIlSR,411,4353,14,253,iOS,Android
9948,9949,YeaRightDoee,Fri  01 Mar 2013 21:02:20 +0000,Twitter for iPhone,0,@natalicarmenn just get the app !! I have an android too lol,243,7396,0,132,iOS,Android
9954,9955,Edfor3,Fri  01 Mar 2013 21:03:34 +0000,Twitter for iPhone,0,Leander got the android dude out there twearking,345,17498,2,303,iOS,Android
9973,9974,PerfLoveLife,Fri  01 Mar 2013 21:07:53 +0000,Twitter for iPhone,0,@LifeOfAGFx it's an android app,5725,10501,3,2535,iOS,Android
