X,date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
18088,Fri  01 Mar 2013 21:00:06 +0000,0,3,0,u,0,iOS,iOS,9,iOS,vcepeda8,Apocalypse Max - The most amazing zombie shooter on iOS!!
 http://t.co/UnSPiGGnfw http://t.co/mWUvkHfuFv
18089,Fri  01 Mar 2013 21:01:01 +0000,5,56,0,u,0,iOS,iOS,7,iOS,mana_soso,tweeting directly from within iOS 5. http://t.co/NWrJ8SDvaQ
18092,Fri  01 Mar 2013 21:08:48 +0000,37,96,0,u,0,iOS,iOS,20,iOS,nora_a_e,I love Mad Chef on iOS
18094,Fri  01 Mar 2013 21:09:44 +0000,299,430,14,u,0,iOS,iOS,1581,iOS,gordonmattey,Created with @OhaiUnicorn's #ImaUnicorn free for iOS!hnhhj http://t.co/o33D6Oydds http://t.co/N153ZJeHqD
18096,Fri  01 Mar 2013 21:11:10 +0000,16,21,0,u,0,iOS,iOS,53,iOS,DMinorchange,Desde iOS 6 forma my iPad
18097,Fri  01 Mar 2013 21:15:41 +0000,945,2000,8,u,0,iOS,iOS,39619,iOS,HE_VALENCIA,Beautiful set of iOS icons  http://t.co/PDCC2oAr3w
18098,Fri  01 Mar 2013 21:16:01 +0000,108,371,0,u,0,iOS,iOS,2742,iOS,swervinerv82,Uh  this dude has an interesting technique for solving a Rubiks Cube...go ahead  give it a try!!!  from Wimp iOS app: http://t.co/p9nhC1p9kc
18099,Fri  01 Mar 2013 21:16:23 +0000,2,22,0,u,0,iOS,iOS,2,iOS,ryblyshyguy,Created in Volt for iOS: http://t.co/Z8dp4ctD9U http://t.co/OSyTPQ30d5
18100,Fri  01 Mar 2013 21:19:17 +0000,11,30,0,u,0,iOS,iOS,369,iOS,MohsenIPhone4,???????? ???????????? ?????????? ????????????  iOS 
TuneShell - Ultimate Music Downloader   Lyrics Finder and Player (FLAC/APE). by LI DONG
18101,Fri  01 Mar 2013 21:32:12 +0000,2,24,0,u,0,iOS,iOS,12,iOS,laura_equihua,Bat Quiz (Free App)
iOS:
http://t.co/LPtbZfaDL2 http://t.co/tX3cDvFLPT
18102,Fri  01 Mar 2013 21:33:25 +0000,197,73,0,u,0,iOS,iOS,2662,iOS,PhillMyKicks,Apocalypse Max - The most amazing zombie shooter on iOS!!
 http://t.co/cuMDzYEQHc http://t.co/y99rm9O8Zq
18103,Fri  01 Mar 2013 21:34:19 +0000,131,158,1,u,0,iOS,iOS,7288,iOS,Graning21,Anyone have the toy story smash it game for iOS?
18104,Fri  01 Mar 2013 21:35:21 +0000,528,1062,1,u,0,iOS,iOS,2019,iOS,_AnaOprea,This IOS App is free today: Dr. Seuss Camera - The Cat in the Hat Edition by Oceanhouse Media https://t.co/lScxblPHJM
18105,Fri  01 Mar 2013 21:36:10 +0000,319,626,5,u,0,iOS,iOS,2984,iOS,Bibisprou,Check out my new eyes with the Eye Color Studio iOS app. http://t.co/HXdNgeMktD
18107,Fri  01 Mar 2013 21:36:43 +0000,4,15,0,u,0,iOS,iOS,3,iOS,JohnBurrington1,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/cyu10ceMPO
18110,Fri  01 Mar 2013 21:41:26 +0000,121,175,0,u,0,iOS,iOS,1191,iOS,MF_Enany,Shared using Pakdata SalahClock iOS Application https://t.co/JcFHAGs0r7 http://t.co/yrLWcGaAzJ
18113,Fri  01 Mar 2013 21:46:55 +0000,108,371,0,u,0,iOS,iOS,2743,iOS,swervinerv82,#UW better get a letter off to this kid! #HuskyBasketball - Ridiculous skills !!.. &amp; 2 YEARS OLD! from Wimp iOS app: http://t.co/gRwX8QOHBq
18115,Fri  01 Mar 2013 21:52:09 +0000,2173,1673,29,u,0,iOS,iOS,16623,iOS,star_chronicles,It's not Mai Tai it's my Thai :) #foodshootr #foodie # app #toronto #iOS #yum http://t.co/sPCw8RDmcZ
18116,Fri  01 Mar 2013 21:52:48 +0000,74,100,0,u,0,iOS,iOS,1218,iOS,PresidentSaad,@saraletrick is reaching me the ways of iOS
18118,Fri  01 Mar 2013 21:56:24 +0000,147,616,4,n,0,iOS,iOS,951,iOS,mihaitabamburic,iOS is so freaking lame on the iPad that I can't figure out what actually made me buy an Apple tablet  useless apps and useless management.
18119,Fri  01 Mar 2013 21:59:23 +0000,26,1,0,p,0,iOS,iOS,6649,iOS,wantme_247,Winterboard &amp; SBSettings do seem to be working on iOS 6.1.2  might work with iOS 4  iOS 5  iOS 6.0.1  iOS 6.1.1 but not iOS 6.0.2??? Lol
18120,Fri  01 Mar 2013 21:59:24 +0000,438,393,9,u,0,iOS,iOS,9589,iOS,eddible,Whenever someone posts on Reddit about closing all their apps on iOS to save battery  it's important to down vote everyone who agrees.
18122,Fri  01 Mar 2013 22:03:26 +0000,25,46,0,u,0,iOS,iOS,129,iOS,44_vargas,I've just created a custom image with Wallpaper for iOS! http://t.co/GZelRndmG2 @kenshin316 http://t.co/NX4dB8dyGw
18123,Fri  01 Mar 2013 22:05:09 +0000,250,245,0,u,0,iOS,iOS,4095,iOS,TaylorPadilla6,Hunter is amazing. He updated me to iOS 6.1.2. #bitches
18124,Fri  01 Mar 2013 22:05:34 +0000,2,7,0,u,0,iOS,iOS,5,iOS,RssPatrick,My NAVIGATOR-P flying from Prague to Brussels in Pocket Planes for iOS! http://t.co/wusfgUdvjo
18127,Fri  01 Mar 2013 22:07:01 +0000,156,1457,0,u,0,iOS,iOS,60,iOS,abidsultani2,Shared using Pakdata SalahClock iOS Application https://t.co/XtCpQvfAeD http://t.co/0yF4N7g0Pe
18128,Fri  01 Mar 2013 22:07:40 +0000,694,937,33,u,0,iOS,iOS,15329,iOS,rickpumphrey,The Silent Age by House on Fire

This is the absolute best game on iOS! https://t.co/7duqu7XJ8e
18129,Fri  01 Mar 2013 22:07:43 +0000,25,46,0,u,0,iOS,iOS,130,iOS,44_vargas,I've just created a custom image with Wallpaper for iOS! http://t.co/GZelRndmG2 @kenshin316 http://t.co/KBrwH21TbK
18131,Fri  01 Mar 2013 22:09:38 +0000,321,537,16,u,0,iOS,iOS,15969,iOS,windycitymeikan,My AEROEAGLE-P flying from New York to Xi'an in Pocket Planes for iOS! http://t.co/z35ImAiKmQ
18132,Fri  01 Mar 2013 22:12:18 +0000,83,159,0,u,0,iOS,iOS,103,iOS,buddyroo2,Hey! Check out this interesting video from Wimp iOS app: http://t.co/vqVcjsfIOY
18133,Fri  01 Mar 2013 22:12:40 +0000,3,6,0,u,0,iOS,iOS,8,iOS,nikorvi,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/7jflwmBNWk
18135,Fri  01 Mar 2013 22:19:08 +0000,221,429,2,u,0,iOS,iOS,3955,iOS,EmilianoRojas,I'm playing @acerider_game for iOS. Join me! http://t.co/7rwfyZImcR
18137,Fri  01 Mar 2013 22:20:56 +0000,30,24,0,u,0,iOS,iOS,119,iOS,applemacaddict,Google drive is a good free word processing application for iOS! Check it out!
18139,Fri  01 Mar 2013 22:25:18 +0000,47,61,0,u,0,iOS,iOS,645,iOS,Arif_AZE,Playing #realracing3 amazing game!
#iOS #Apple #iPhone #games
18140,Fri  01 Mar 2013 22:31:09 +0000,152,240,6,u,0,iOS,iOS,485,iOS,GAMEChatham,Watch Defiance - Exclusive Multiplayer Trailer http://t.co/2BnrtsqZ9D via @GameTrailers iOS App http://t.co/NZhf5G57nh
18141,Fri  01 Mar 2013 22:31:28 +0000,174,174,1,u,0,iOS,iOS,155,iOS,hugglicious77,Check out this cool iOS app iTubeList (http://t.co/K31vXdkrPl) that plays safe YouTube playlists for kids.
18142,Fri  01 Mar 2013 22:32:20 +0000,152,240,6,u,0,iOS,iOS,486,iOS,GAMEChatham,Watch Real Racing 3 - Exclusive Launch Trailer http://t.co/y2MPnlekTk via @GameTrailers iOS App http://t.co/NZhf5G57nh
18143,Fri  01 Mar 2013 22:34:13 +0000,272,161,3,u,0,iOS,iOS,749,iOS,VFornasier,Sto guardando un video terrificante con ScaryVideo di #CrazyJokes! #iOS #iPhone #app http://t.co/3Yq8grcVGy http://t.co/TDHeopkh93
18145,Fri  01 Mar 2013 22:36:26 +0000,115,130,1,u,0,iOS,iOS,4868,iOS,tarooph,Now I'm just tweeting to annoy @CabSauvi with my twitter noise on iOS
18146,Fri  01 Mar 2013 22:41:28 +0000,47,133,0,u,0,iOS,iOS,124,iOS,SpaceT1me,Yay ! I was able to fix Siri theming problem on iOS 6.x !
18147,Fri  01 Mar 2013 22:42:00 +0000,69,372,0,u,0,iOS,iOS,208,iOS,huseyinyunusogl,Sanan Nasai?? Shared using Hadith iOS Application https://t.co/Hf6fnJyxuw http://t.co/cpN2Hj3z8p
18148,Fri  01 Mar 2013 22:42:10 +0000,272,161,3,u,0,iOS,iOS,750,iOS,VFornasier,Sto frustando @Bruny85  con iWhip di #CrazyJokes! #iOS #iPhone #app http://t.co/3Yq8grcVGy
18149,Fri  01 Mar 2013 22:43:55 +0000,216,203,0,u,0,iOS,iOS,294,iOS,0BeratYldrm,Apocalypse Max - The most amazing zombie shooter on iOS!!
 http://t.co/yAdv1NTwh7 http://t.co/Y6z9nFZg1X
18153,Fri  01 Mar 2013 22:45:28 +0000,133,65,2,u,0,iOS,iOS,127,iOS,rosey_23,My WALLABY-P flying from Toronto to Detroit in Pocket Planes for iOS! http://t.co/ayGzhKsiyX http://t.co/KshjT6b6Nq
18154,Fri  01 Mar 2013 22:46:24 +0000,1503,957,6,u,0,iOS,iOS,35448,iOS,__GetMeDoe,the iOS 7 is HARD !! frfr
18155,Fri  01 Mar 2013 22:46:59 +0000,1503,957,6,p,0,iOS,iOS,35449,iOS,__GetMeDoe,the iOS 7 is so hard  I will leave my phone unjailbroken forever !
18156,Fri  01 Mar 2013 22:49:35 +0000,164,171,0,u,0,iOS,iOS,823,iOS,Tete_Malaga,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/2f9jXdOmOq
18158,Fri  01 Mar 2013 22:50:49 +0000,95,103,4,u,0,iOS,iOS,1835,iOS,ebrandell,Drafter for iOS is now available!  http://t.co/bOM1dxiXVV
18159,Fri  01 Mar 2013 22:52:42 +0000,549,252,40,u,0,iOS,iOS,14473,iOS,saurabhg,Any good book recommendations for getting head into Kiwi for iOS? I bought @dimsumthinking?s iBook and it?s great.
18160,Fri  01 Mar 2013 22:53:23 +0000,116,199,0,u,0,iOS,iOS,879,iOS,MoneebYousif,Apocalypse Max - The most amazing zombie shooter on iOS!!
 http://t.co/hkSl0RvdNX
18161,Fri  01 Mar 2013 22:53:28 +0000,274,266,1,u,0,iOS,iOS,8243,iOS,Chelseakweg8,Try and beat my Texas 1 score of 12950 @BassProGames #KingofBucks #iOS Game  http://t.co/InHPsi3fTF Learn more at http://t.co/eQlmCiYIFq
18162,Fri  01 Mar 2013 22:54:00 +0000,580,507,2,n,0,iOS,iOS,57651,iOS,Rishawn_Will,iOS users download the new email mailbox app.. It's 10 times better than Mail
18163,Fri  01 Mar 2013 22:55:02 +0000,40,53,1,u,0,iOS,iOS,1593,iOS,LyndaJ44,Hey! Check out this interesting video from Wimp iOS app: http://t.co/gQ9vkuqKHr
18164,Fri  01 Mar 2013 23:07:44 +0000,645,1459,0,u,0,iOS,iOS,694,iOS,47_tinna,Created with You Doodle for iOS #YouDoodle JUSTIN 19 now I don't want to see 20  http://t.co/8Kvl1fpmjm http://t.co/RdSlbzTMd6
18165,Fri  01 Mar 2013 23:14:47 +0000,230,397,1,u,0,iOS,iOS,2007,iOS,CristtyLeft,I'm using the IOS app 'Paranormal Detector'
18166,Fri  01 Mar 2013 23:16:18 +0000,77,218,0,u,0,iOS,iOS,1777,iOS,Dr_nova23,Made with PokeStickers on iOS. http://t.co/EcMLjGXSVA http://t.co/sxG5l4lVnH
18168,Fri  01 Mar 2013 23:24:15 +0000,17,34,0,u,0,iOS,iOS,202,iOS,minecraftqnk,Creado con You Doodle para iOS #YouDoodle http://t.co/07B51jftsS http://t.co/MYGOs0kDRl
18170,Fri  01 Mar 2013 23:27:42 +0000,942,975,17,u,0,iOS,iOS,2550,iOS,mrgnw,iOS messages improvement #1: have a number pad entry method.
18171,Fri  01 Mar 2013 23:30:18 +0000,942,975,17,n,0,iOS,iOS,2552,iOS,mrgnw,iOS messages improvement #2: don't pull up people's home numbers when I'm searching for a contact to text.
18174,Fri  01 Mar 2013 23:34:42 +0000,329,240,0,u,0,iOS,iOS,5057,iOS,julioterrorista,My WALLABY-P flying from Munich to Berlin in Pocket Planes for iOS! http://t.co/yNkr3V5f3B
18175,Fri  01 Mar 2013 23:34:52 +0000,120,166,0,n,0,iOS,iOS,2105,iOS,X_NeeNee_20,Getting impatient waiting for this iOS 6.1.2 update to download! ????????
18176,Fri  01 Mar 2013 23:35:30 +0000,12,128,1,u,0,iOS,iOS,74,iOS,osagecove,My MOHAWK-M flying from San Diego to Nome in Pocket Planes for iOS! http://t.co/Wk0FjR6fqg http://t.co/GWj8FC3ybh
18177,Fri  01 Mar 2013 22:35:07 +0000,44956,29132,751,u,0,iPhone &amp; iPad Fans,iOS,10773,iOS,iPhoneiPadFans,Dark sci-fi point-and-clicker Gemini Rue slinks onto iOS this spring http://t.co/PmoXRsZwzo
18178,Fri  01 Mar 2013 19:24:59 +0000,3027,2811,99,u,0,iPhoneAppDeal,iOS,106078,iOS,iPhoneAppDeal,Wood Calculator #calculator #construction #wood #EMC #ios #iPhone #app http://t.co/UJuoFM46pc
18179,Fri  01 Mar 2013 20:43:40 +0000,3029,2811,99,u,0,iPhoneAppDeal,iOS,106099,iOS,iPhoneAppDeal,Bugs on the Windshield #app #iPhone #iOS #games #arcade #fun http://t.co/Yv1MKwmTpn
18193,Fri  01 Mar 2013 20:48:25 +0000,107,102,3,u,0,Jasmine - YouTube Client on iOS,iOS,12282,iOS,HoJin,Free call on iOS? cool! http://t.co/zYrPCBalVp
18194,Fri  01 Mar 2013 18:57:30 +0000,0,0,0,u,0,Jigsaw Puzzles! on iOS,iOS,1,iOS,LoredanaFilipi,I completed this puzzle in 3:58! (iOS: http://t.co/cwkaDBcGT0 #jigsawpuzzles) http://t.co/yRlaFrI4M4
18195,Fri  01 Mar 2013 21:03:48 +0000,393,329,2,u,0,Jigsaw Puzzles! on iOS,iOS,31305,iOS,Little__Indo,I completed this puzzle in 2:08! (iOS: http://t.co/CzTZqo0e1W #jigsawpuzzles) http://t.co/Vjs3bqSJTF
18196,Fri  01 Mar 2013 21:09:04 +0000,393,329,2,u,0,Jigsaw Puzzles! on iOS,iOS,31306,iOS,Little__Indo,I completed this puzzle in 2:10! (iOS: http://t.co/CzTZqo0e1W #jigsawpuzzles) http://t.co/G5io53okjJ
18197,Fri  01 Mar 2013 22:29:50 +0000,5,0,0,u,0,Jigsaw Puzzles! on iOS,iOS,2,iOS,charlesmazzuco,I completed this puzzle in 2:18! (iOS: http://t.co/HTDRFIflvw #jigsawpuzzles) http://t.co/RMu0QkPoGA
18258,Fri  01 Mar 2013 22:20:15 +0000,16,36,0,u,0,Listen on iOS,iOS,56,iOS,bonna97,Listening to Manian &amp; Dancetech - Ride On Time via @listen_app for iOS http://t.co/xW1KAdikaj
18279,Fri  01 Mar 2013 20:00:03 +0000,34,67,0,u,0,Mad Skills BMX on iOS,iOS,457,iOS,cbakken001,I just beat #stockholm with a time of 0:13.89 playing @madskillsbmx for iOS. Get this awesome game now! http://t.co/lHZ2D0t9BM
18280,Fri  01 Mar 2013 22:48:42 +0000,538,848,4,u,0,Mad Skills Motocross on iOS,iOS,11991,iOS,keithelliott1,I just won Silver in this week's @madskillsmx #iOS Tourney round. I'm ranked 9518 in the world! http://t.co/FhyWrlxmuu
18286,Fri  01 Mar 2013 23:17:12 +0000,14,52,0,u,0,MakeUp on iOS,iOS,37,iOS,MaggieMarinE,Check out my new makeover with the Makeup iOS app. http://t.co/2bnKQ1kUXW
18309,Fri  01 Mar 2013 23:16:44 +0000,411,1393,5,u,0,Mashable! on iOS,iOS,986,iOS,karinalhomme,YouTube Updates iOS App  Adds Send-to-TV Feature http://t.co/xh6uo5mUpe
18311,Fri  01 Mar 2013 20:24:06 +0000,169,54,1,u,0,McTube for YouTube on iOS,iOS,2202,iOS,Jaber5060,Watch Child of the 90s | Internet Explorer on McTube - YouTube Client &amp; Downloader on iOS https://t.co/jxUMoyPvwy
18312,Fri  01 Mar 2013 22:27:46 +0000,271,1010,4,u,0,McTube for YouTube on iOS,iOS,3088,iOS,Nephilim_2012,Animer - Animate iOS Notifications  Alerts  &amp; Multitasking Switcher on iPhone    

 https://t.co/Puu1cUBJtf
18315,Fri  01 Mar 2013 18:44:02 +0000,27,80,0,u,0,Mega Bee on iOS,iOS,50,iOS,MummyToMacy,Level %d passed on Mega Bee available now on iOS. Its a real buzz! http://t.co/RtE9or54AI http://t.co/I9doRyr0yM
18319,Fri  01 Mar 2013 21:58:13 +0000,16,53,0,u,0,Metronome: Tempo on iOS,iOS,12,iOS,caleblopez11,Check out this iOS metronome app! http://t.co/A4rqvzHyhA http://t.co/qDLZ6lNT60
18468,Fri  01 Mar 2013 19:02:12 +0000,325,279,0,u,0,"Monsters, Inc. Run on iOS",iOS,9619,iOS,_almaayoo,I just got 4256 Points in Endless Mode in Monsters  Inc. Run on iOS! Can you beat my score?bncnxxnxbx http://t.co/rkLfZCmTob
18469,Fri  01 Mar 2013 21:01:35 +0000,1110,1477,15,u,0,"Monsters, Inc. Run on iOS",iOS,666,iOS,mjarchitect,I just got 170 Points in Endless Mode in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/YOpoCw5oMM http://t.co/YOpoCw5oMM
18470,Fri  01 Mar 2013 21:36:23 +0000,257,631,0,u,0,"Monsters, Inc. Run on iOS",iOS,226,iOS,naomikillen45,I just got 1386 Points in Endless Mode in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/O6XHyQfCbD
18471,Fri  01 Mar 2013 22:13:01 +0000,325,147,0,u,0,"Monsters, Inc. Run on iOS",iOS,5860,iOS,daanizimermann,I just got 12265 Points in Monstropolis Rooftops 1 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/mCkeeX9zfO
18484,Fri  01 Mar 2013 21:11:01 +0000,81,95,1,u,0,Mr. Reader on iOS,iOS,1521,iOS,rvukovic,iOS Development Survival Guide for the .NET Guy (or Gal) http://t.co/hUIXo8GFGl
18535,Fri  01 Mar 2013 19:28:39 +0000,39,17,0,u,0,MyScript Calculator on iOS,iOS,348,iOS,yigitarica12,I am using MyScript Calculator for iOS. Try it out  it's amazing! http://t.co/zgZuTogzKn #HWR http://t.co/IsMkrptN9P
18576,Fri  01 Mar 2013 23:15:27 +0000,37,64,0,u,0,NDTV on iOS,iOS,392,iOS,VikramAtDell,YouTube for iOS updated with Smart TV  Xbox  PS3 pairing and Capture support http://t.co/mPjH7Yw9Th http://t.co/tVbsWIV6OT
18687,Fri  01 Mar 2013 19:06:42 +0000,1,2,0,u,0,Ninja Saga iOS,iOS,1,iOS,Qida715,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1090757060&gt;
18688,Fri  01 Mar 2013 19:37:08 +0000,31,58,0,u,0,Ninja Saga iOS,iOS,131,iOS,dr_aaa911,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1028076925&gt;
18689,Fri  01 Mar 2013 19:55:40 +0000,1,10,0,u,0,Ninja Saga iOS,iOS,2,iOS,Hecol20,Enter this code on your iOS Ninja Saga and receive Token together! &lt;620250687&gt;
18690,Fri  01 Mar 2013 20:17:13 +0000,314,295,6,u,0,Ninja Saga iOS,iOS,1588,iOS,PHItSparrow3_8,Enter this code on your iOS Ninja Saga and receive Token together! &lt;310474018&gt;
18691,Fri  01 Mar 2013 20:41:51 +0000,1,45,0,u,0,Ninja Saga iOS,iOS,4,iOS,PhiliFips,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1227458430&gt;
18692,Fri  01 Mar 2013 20:53:35 +0000,0,22,0,u,0,Ninja Saga iOS,iOS,1,iOS,shchin123,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1231408489&gt;
18693,Fri  01 Mar 2013 21:00:39 +0000,0,1,0,u,0,Ninja Saga iOS,iOS,1,iOS,NauafSH,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1231434175&gt;
18694,Fri  01 Mar 2013 21:08:34 +0000,1,3,0,u,0,Ninja Saga iOS,iOS,10,iOS,CXWING666,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1107368107&gt;
18695,Fri  01 Mar 2013 21:13:50 +0000,11,74,0,u,0,Ninja Saga iOS,iOS,249,iOS,Michael_Fayard,Enter this code on your iOS Ninja Saga and receive Token together! &lt;477458739&gt;
18696,Fri  01 Mar 2013 21:33:57 +0000,34,99,0,u,0,Ninja Saga iOS,iOS,506,iOS,GmzDaniilo,Enter this code on your iOS Ninja Saga and receive Token together! &lt;412599307&gt;
18697,Fri  01 Mar 2013 21:46:17 +0000,5,78,0,u,0,Ninja Saga iOS,iOS,22,iOS,luisfel24385003,Enter this code on your iOS Ninja Saga and receive Token together! &lt;520031139&gt;
18698,Fri  01 Mar 2013 21:52:44 +0000,1,7,0,u,0,Ninja Saga iOS,iOS,5,iOS,ibrahim_aqeel,Enter this code on your iOS Ninja Saga and receive Token together! &lt;783084835&gt;
18699,Fri  01 Mar 2013 22:02:51 +0000,72,74,0,u,0,Ninja Saga iOS,iOS,2,iOS,IBeen_AHipster,Enter this code on your iOS Ninja Saga and receive Token together! &lt;379957132&gt;
18700,Fri  01 Mar 2013 22:28:27 +0000,786,765,0,u,0,Ninja Saga iOS,iOS,27779,iOS,syatuwagapatma,Enter this code on your iOS Ninja Saga and receive Token together! &lt;577603543&gt;
18701,Fri  01 Mar 2013 22:41:49 +0000,15,81,0,u,0,Ninja Saga iOS,iOS,86,iOS,TashaN5_,Enter this code on your iOS Ninja Saga and receive Token together! &lt;523095264&gt;
18702,Fri  01 Mar 2013 22:47:26 +0000,0,30,0,u,0,Ninja Saga iOS,iOS,4,iOS,VaughnJohnson8,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1173325507&gt;
18703,Fri  01 Mar 2013 22:58:45 +0000,7,15,0,u,0,Ninja Saga iOS,iOS,4,iOS,ThomasB98,Enter this code on your iOS Ninja Saga and receive Token together! &lt;393472840&gt;
18704,Fri  01 Mar 2013 23:00:52 +0000,0,5,0,u,0,Ninja Saga iOS,iOS,1,iOS,Dada_King_619,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1231870046&gt;
18705,Fri  01 Mar 2013 23:02:29 +0000,146,217,0,u,0,Ninja Saga iOS,iOS,916,iOS,AleeBeCo,Enter this code on your iOS Ninja Saga and receive Token together! &lt;442166812&gt;
18706,Fri  01 Mar 2013 23:32:21 +0000,4,11,0,u,0,Ninja Saga iOS,iOS,11,iOS,RaymondMauldin,Enter this code on your iOS Ninja Saga and receive Token together! &lt;377658255&gt;
18743,Fri  01 Mar 2013 20:49:35 +0000,1648,745,9,u,0,Osfoora for iOS,iOS,73033,iOS,MsJuiicyK,@Cheeks_730 why does yours say oosfora for iOS?
18966,Fri  01 Mar 2013 20:04:15 +0000,59,88,1,u,0,Phase 10 Free on iOS,iOS,172,iOS,amy_jane_marsh,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/YUcZE30i4f
18967,Fri  01 Mar 2013 23:34:51 +0000,188,210,0,u,0,Phase 10 Free on iOS,iOS,8084,iOS,__LoveyMonroe,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/qQ1poIJYbF
18968,Fri  01 Mar 2013 23:38:15 +0000,185,91,1,u,0,Phase 10 Free on iOS,iOS,1296,iOS,King_Ant_Gizzle,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/Kw1rnkGAl2
18969,Fri  01 Mar 2013 19:01:28 +0000,86,288,1,u,0,Phase 10 on iOS,iOS,758,iOS,TH2U,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/jmxAxbEIhJ
18970,Fri  01 Mar 2013 20:05:32 +0000,16,51,0,u,0,Phase 10 on iOS,iOS,28,iOS,riverratz06,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/nqC52HISYZ
18971,Fri  01 Mar 2013 22:05:56 +0000,989,503,16,u,0,Phase 10 on iOS,iOS,34195,iOS,BedrockBeauty,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/u0EW8vD8mA
18972,Fri  01 Mar 2013 22:51:50 +0000,1257,2001,16,u,0,Phase 10 on iOS,iOS,321,iOS,SemperFiHosting,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/wq0jIRNxIN
18973,Fri  01 Mar 2013 23:39:48 +0000,59,221,0,u,0,Phase 10 on iOS,iOS,1034,iOS,ValleyBoi89,I?m playing #Phase10  a rummy-type card game with an exciting twist for iOS.  - Download: http://t.co/Y8j1wmxFOS
18975,Fri  01 Mar 2013 22:14:24 +0000,10498,2118,114,u,0,Philstar for iOS,iOS,4370,iOS,CVP1960,BIR issues guidelines to stop tax cheats | Philstar for iOS http://t.co/og7Y5hwYXl http://t.co/Rg5zhFM1ge
18979,Fri  01 Mar 2013 19:09:21 +0000,246,115,7,u,0,Photos on iOS,iOS,8979,iOS,vishnu_db9,huh  I'm pretty sure it's usually charged to 100% in less than couple of hours.. #iOS http://t.co/VpveHWVpO0
18983,Fri  01 Mar 2013 20:36:17 +0000,236,1090,8,u,0,Photos on iOS,iOS,885,iOS,LPwouter,Real Racing 3 is just... insane! #RR3 #iOS #Inspiration #Tip http://t.co/EpOLVY7j7e
18984,Fri  01 Mar 2013 21:02:25 +0000,72,58,3,u,0,Photos on iOS,iOS,1597,iOS,tonezone87,I found an Easter egg in the iOS app Raptr. http://t.co/YYepoRDXgf
18985,Fri  01 Mar 2013 21:03:02 +0000,72,58,3,u,0,Photos on iOS,iOS,1598,iOS,tonezone87,I also found this Easter egg in iOS app Speed Test lol http://t.co/U499u2CJ5t
18987,Fri  01 Mar 2013 21:18:03 +0000,437,1273,1,u,0,Photos on iOS,iOS,1706,iOS,pickframmenti,#ncsettings ios 6 http://t.co/b4hxjkakmk
18988,Fri  01 Mar 2013 21:55:34 +0000,278,237,11,u,0,Photos on iOS,iOS,22974,iOS,JDA81,Lol @EA wrote the iOS description for Real Racing 3 as if it were some impartial / Apple review http://t.co/5SFzMq0Jan
19088,Fri  01 Mar 2013 19:14:33 +0000,324,334,5,u,0,PicsArt Photo Studio on iOS,iOS,3197,iOS,hlane_love,Hello  Manteo  NC. #photography #ios #obx http://t.co/sRq4cI3Qef
19089,Fri  01 Mar 2013 21:36:29 +0000,1083,1121,0,u,0,PicsArt Photo Studio on iOS,iOS,14936,iOS,TeamLibra_,Via PicsArt #picsart #photography #ios me and Drew baby http://t.co/wVWPgHfqY8
19090,Fri  01 Mar 2013 21:38:34 +0000,109,117,0,u,0,PicsArt Photo Studio on iOS,iOS,163,iOS,tekis_ftmnr,Via PicsArt #picsart #photography #ios http://t.co/4mAO583K6j
19091,Fri  01 Mar 2013 22:43:41 +0000,445,439,7,u,0,PicsArt Photo Studio on iOS,iOS,7338,iOS,anthonymichael4,Via PicsArt #picsart #photography #ios who remember this http://t.co/t8vVPqBrKU
19092,Fri  01 Mar 2013 23:24:08 +0000,664,637,3,u,0,PicsArt Photo Studio on iOS,iOS,34404,iOS,idec24,Via PicsArt #picsart #photography #ios http://t.co/TEuiF6OaZC
19093,Fri  01 Mar 2013 23:24:33 +0000,664,637,3,u,0,PicsArt Photo Studio on iOS,iOS,34404,iOS,idec24,Via PicsArt #picsart #photography #ios http://t.co/hmMRMuyKPN
