id,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
9206,kiratomparker,Fri  01 Mar 2013 19:37:23 +0000,Twitter for iPad,0,getting a blackberry next week #finally,956,18780,0,875,iOS,Blackberry
9207,tiggerloos,Fri  01 Mar 2013 19:49:32 +0000,Twitter for iPad,0,Which might be a better job (yey again) and the best news of all is....... I've just bought a Blackberry Z10 * dances around the room*,369,8175,9,89,iOS,Blackberry
9208,JustSomeFUNfans,Fri  01 Mar 2013 19:51:28 +0000,Twitter for iPad,0,My blackberry is working yay,252,4578,4,144,iOS,Blackberry
9209,Khalid2060,Fri  01 Mar 2013 19:51:32 +0000,Twitter for iPad,0,@BlackBerry by next Month it will be in my hands..!!,344,3550,1,671,iOS,Blackberry
9210,Callum_Mckinney,Fri  01 Mar 2013 19:52:11 +0000,Twitter for iPad,0,Anyone want to buy my blackberry? Dm me if you or anyone you know wants to #futuredelboy,304,690,0,556,iOS,Blackberry
9213,jessika_elite,Fri  01 Mar 2013 19:54:23 +0000,Twitter for iPad,0,hate my blackberry now????,340,441,0,616,iOS,Blackberry
9214,JustSomeFUNfans,Fri  01 Mar 2013 19:57:46 +0000,Twitter for iPad,0,BBM  Facebook and twitter now work on my blackberry which is good,252,4581,4,144,iOS,Blackberry
9215,OriginalDeclan,Fri  01 Mar 2013 20:04:03 +0000,Twitter for iPad,0,you do not understand how badly I want any other phone that doesn't have the word blackberry written on it,148,393,0,137,iOS,Blackberry
9216,JustSomeFUNfans,Fri  01 Mar 2013 20:09:30 +0000,Twitter for iPad,0,I can tell downloading twitter onto my blackberry was a mistake,252,4590,4,144,iOS,Blackberry
9223,BrookeBabyWren,Fri  01 Mar 2013 20:24:03 +0000,Twitter for iPad,0,Need my BLACKBERRY back @asap,47,162,0,55,iOS,Blackberry
9226,DanniGray1,Fri  01 Mar 2013 20:27:54 +0000,Twitter for iPad,0,Don't want a blackberry anymore,426,3187,0,323,iOS,Blackberry
9227,SebastianPaz_,Fri  01 Mar 2013 20:30:30 +0000,Twitter for iPad,0,Aww the few hours I had on my blackberry are gone :'(,319,938,0,313,iOS,Blackberry
9228,livandjakesmama,Fri  01 Mar 2013 20:31:48 +0000,Twitter for iPad,0,@tide @downy Blackberry! #WhatDidIfindInTheWash,415,6320,2,1995,iOS,Blackberry
9230,racheeeldonaghy,Fri  01 Mar 2013 20:34:29 +0000,Twitter for iPad,0,Finally getting a new blackberry tomorrow!!!:D,679,18795,0,1171,iOS,Blackberry
9232,Tihauan,Fri  01 Mar 2013 20:36:17 +0000,Twitter for iPad,0,early BlackBerry looks simple  cute and smart http://t.co/1K4lGBmY07,82,443,7,61,iOS,Blackberry
9238,CarsonCagle,Fri  01 Mar 2013 20:41:48 +0000,Twitter for iPad,0,@BlackBerry no one cares.,139,1033,0,116,iOS,Blackberry
9241,B_leex3,Fri  01 Mar 2013 20:48:38 +0000,Twitter for iPad,0,@ShateriaM YES my blackberry was the best phone I ever had. Never died on me never gave me problems or anything and I dropped it a lot.,232,16617,0,187,iOS,Blackberry
9242,SophieStyles_1D,Fri  01 Mar 2013 20:49:59 +0000,Twitter for iPad,0,HOW DO YOU FIX A WATER DAMAGED BLACKBERRY???,875,10736,1,701,iOS,Blackberry
9244,ana_reem_1988,Fri  01 Mar 2013 20:51:51 +0000,Twitter for iPad,0,@BlackBerry How the expected price of the BlackBerry Q10 ,36,260,0,47,iOS,Blackberry
9245,ana_reem_1988,Fri  01 Mar 2013 20:52:02 +0000,Twitter for iPad,0,@BlackBerry Will come down at the beginning of April in the Middle East,36,260,0,47,iOS,Blackberry
9246,StevenCorpstein,Fri  01 Mar 2013 20:57:49 +0000,Twitter for iPad,0,@BlackBerry So could this replace Instgram?,2,8,0,5,iOS,Blackberry
9247,AlanJT26,Fri  01 Mar 2013 20:57:56 +0000,Twitter for iPad,0,@BlackBerry when is whatsapp coming for Bb10?,60,454,0,227,iOS,Blackberry
9248,CarlMorecroft,Fri  01 Mar 2013 20:59:19 +0000,Twitter for iPad,0,@uk_blackberry Vodafone have got their update out  but not Orange yet. Any idea when Orange are going to haull butt?,4,25,0,14,iOS,Blackberry
9251,HMC_Muenchen,Fri  01 Mar 2013 21:02:04 +0000,Twitter for iPad,0,@BlackBerry No answer! Okay you loose one more regular customer. Sorry!,1118,1081,21,2002,iOS,Blackberry
9252,9Stremayne,Fri  01 Mar 2013 21:02:05 +0000,Twitter for iPad,0,Switching on my blackberry  it's been months!,115,2880,0,205,iOS,Blackberry
9254,AmyMcDonnell9,Fri  01 Mar 2013 21:03:16 +0000,Twitter for iPad,0,@DaughterOfJolly haha my grandma doesn't have it so when I sleep I pray union j don't tweet coz I've got a blackberry and their crap!,274,3202,1,535,iOS,Blackberry
9255,Cruntchie,Fri  01 Mar 2013 21:07:10 +0000,Twitter for iPad,0,@alexmanns1 Be Bold  switch to Blackberry LOL,13,264,0,81,iOS,Blackberry
9256,CarlMorecroft,Fri  01 Mar 2013 21:08:06 +0000,Twitter for iPad,0,@blackberry Any idea when Orange UK is going to release the update? Vodafone have alreadynleased theirs and I'm getting jealous :-p,4,26,0,14,iOS,Blackberry
9258,itsdevii_s,Fri  01 Mar 2013 21:10:43 +0000,Twitter for iPad,0,?€?@GoolEl9dg: RT if you're a BlackBerry user. #GoolEl9dg?€?,290,16172,0,88,iOS,Blackberry
9260,JudiJaiPurse,Fri  01 Mar 2013 21:12:18 +0000,Twitter for iPad,0,I still have a blackberry phone  I should die,1682,12465,1,593,iOS,Blackberry
9264,Lewis_Karl,Fri  01 Mar 2013 21:18:15 +0000,Twitter for iPad,0,??499.99 for an unlocked #Blackberry Z10!!!!,119,977,1,182,iOS,Blackberry
9270,tmbtucker,Fri  01 Mar 2013 21:31:44 +0000,Twitter for iPad,0,Not only my iPad is being spazzy but also my blackberry is too #firstworldproblems,288,10747,0,544,iOS,Blackberry
9271,phamerwashere,Fri  01 Mar 2013 21:35:34 +0000,Twitter for iPad,0,@blackberry frustrated I can't make the Bridge work with my PlayBook. #bbfail.,42,190,0,158,iOS,Blackberry
9272,kaylamacht,Fri  01 Mar 2013 21:36:21 +0000,Twitter for iPad,0,@BrooklynAssels and now I'm stuck with a blackberry????????????????,305,8249,0,200,iOS,Blackberry
9274,JennaToulcher,Fri  01 Mar 2013 21:38:57 +0000,Twitter for iPad,0,@abbiedoylexx text me baby (blackberry number),250,4234,0,373,iOS,Blackberry
9278,alex_t_cookie,Fri  01 Mar 2013 21:41:37 +0000,Twitter for iPad,0,You can get blackberry cases that you can put your own picture on,51,1364,0,53,iOS,Blackberry
9280,TP_Pillay,Fri  01 Mar 2013 21:43:15 +0000,Twitter for iPad,0,When does the Blackberry ambassador search end? #Twoogle,903,18685,2,398,iOS,Blackberry
9282,DAYintheMAKING,Fri  01 Mar 2013 21:43:42 +0000,Twitter for iPad,0,@Meet_Stixx iPad &amp; blackberry.. Why wassup?,464,29120,9,378,iOS,Blackberry
9285,Diam0ndbullet_,Fri  01 Mar 2013 21:45:14 +0000,Twitter for iPad,0,@TR0PHYEYE5 I HAVE A BLACKBERRY SO NOT MUCH HAS CHANGED :)))))))))),1287,12882,1,1056,iOS,Blackberry
9286,CamStayDopee,Fri  01 Mar 2013 21:47:53 +0000,Twitter for iPad,0,@KarlaLeighan you have to turn your IMessage on &amp; text my FaceTime email NOT my phone. I have a blackberry but I face timed u from my iPad,352,16190,0,287,iOS,Blackberry
9288,_dotmatrix,Fri  01 Mar 2013 21:49:56 +0000,Twitter for iPad,0,BlackBerry 10 does not have whatsapp yet  that is crazy,109,19586,2,114,iOS,Blackberry
9291,ameliabambridge,Fri  01 Mar 2013 21:56:13 +0000,Twitter for iPad,0,I think my blackberry will die soon,426,7093,0,897,iOS,Blackberry
9292,ShaqBaron11,Fri  01 Mar 2013 21:56:53 +0000,Twitter for iPad,0,My blackberry is back and working so add me 26D4B09A,270,2675,1,689,iOS,Blackberry
9294,jodesohwell,Fri  01 Mar 2013 21:59:29 +0000,Twitter for iPad,0,embarrassed to say that ive missed my blackberry,453,1724,0,703,iOS,Blackberry
9295,stradfordheart,Fri  01 Mar 2013 22:00:14 +0000,Twitter for iPad,0,AMEN TO THAT!! RT?€?@SwaggySallyJb: El-BlackBerry Dah 3yezlo 5abtaa Fl 7eta Mo7taramaa 3shan Yemshy zay El alef?€?,1229,6797,3,2000,iOS,Blackberry
9296,KevinSemagin,Fri  01 Mar 2013 22:01:18 +0000,Twitter for iPad,0,The new @BlackBerry 10. 10 is the number that will break before you buy a real phone.,408,2297,16,411,iOS,Blackberry
9298,keegangary,Fri  01 Mar 2013 22:03:10 +0000,Twitter for iPad,0,@superjhooper @songza i am listening to smoke on the water out of the open window of a passing car.why? Cause i have a f ing blackberry,18,343,0,122,iOS,Blackberry
9306,Diam0ndbullet_,Fri  01 Mar 2013 22:13:55 +0000,Twitter for iPad,0,@TR0PHYEYE5 IDEK WHY I AKED FOR A BLACKBERRY I HAVE LIKE 1 YEAR LEFT ON CONTRACT WITHH IT CRY CRY,1288,12923,1,1056,iOS,Blackberry
9307,stewilliams,Fri  01 Mar 2013 22:14:01 +0000,Twitter for iPad,0,@wardiedj comes preloaded on my new phone blackberry. Looking forward to tomorrow going to be a good day,44,196,0,105,iOS,Blackberry
9312,JenySmith14,Fri  01 Mar 2013 22:17:37 +0000,Twitter for iPad,0,@Joannesmith1966 haha ino ull still av frank &amp; Jen mc hahah! Not got my sim yet &amp; only dun it coz my blackberry keeps playin up xxxx,107,583,0,96,iOS,Blackberry
9315,melmousheh,Fri  01 Mar 2013 22:25:08 +0000,Twitter for iPad,0,Wtf is wrong with my blackberry #fuckingcharge,341,12757,0,127,iOS,Blackberry
9319,juod_1994,Fri  01 Mar 2013 22:34:27 +0000,Twitter for iPad,0,?€?@BlackBerry: And so did this: BlackBerry Q10 is HERE. http://t.co/qJVFIMtgwQ  #BlackBerry10  ^MM?€? ???????????? ???????????? ???????,437,5241,0,312,iOS,Blackberry
9321,Awashii_,Fri  01 Mar 2013 22:39:50 +0000,Twitter for iPad,0,I need my blackberry I have nothing else to do :(,577,14973,0,414,iOS,Blackberry
9324,tunetojc,Fri  01 Mar 2013 22:48:12 +0000,Twitter for iPad,0,@ATT lemme get that blackberry ten next week!,934,12717,1,33,iOS,Blackberry
9325,bronaghlynchx,Fri  01 Mar 2013 22:49:29 +0000,Twitter for iPad,0,anyone know how to fix a blackberry scroller?,343,1189,0,715,iOS,Blackberry
9326,1D_Bang_me,Fri  01 Mar 2013 22:50:16 +0000,Twitter for iPad,0,Someone also threw their blackberry on stage and Louis mentioned it and kicked it to Paul,1728,9620,0,1045,iOS,Blackberry
9327,FattmaAK,Fri  01 Mar 2013 22:50:37 +0000,Twitter for iPad,0,@imxn_ I used both and honestly I think via iPad is much better than via BlackBerry!,643,28325,3,316,iOS,Blackberry
9330,kRaaghav,Fri  01 Mar 2013 22:56:04 +0000,Twitter for iPad,0,@San_abb Blackberry !!!... Will always be the worst smartphone or rather its just a phone ..!,13,30,0,160,iOS,Blackberry
9333,Elly_Wilson,Fri  01 Mar 2013 23:05:49 +0000,Twitter for iPad,0,@TiffyRoutledge Indeed they have! Can't trust a racking blackberry can ya!! Ok hoeee xx,302,513,0,306,iOS,Blackberry
9338,DanielaaCx,Fri  01 Mar 2013 23:10:49 +0000,Twitter for iPad,0,@ChloeJSullivan what blackberry would you get,128,537,0,66,iOS,Blackberry
9341,J_LouisePrincey,Fri  01 Mar 2013 23:18:22 +0000,Twitter for iPad,0,Looking at my chats on BBM  I don't even wanna reply. I'm so tired of a blackberry right now,321,7552,3,317,iOS,Blackberry
