date,followers,friends,id,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
Fri  01 Mar 2013 19:54:03 +0000,216,97,3022,3,neutral,0,iOS,iOS,7197,Blackberry,munozjose,I shaded #blackberry10 on twitter all day yesterday and today I received an email from Blackberry. Big Brother is watching.
Fri  01 Mar 2013 20:14:50 +0000,229,238,3031,0,negative,0,iOS,iOS,12891,Blackberry,Entityofvance,The blackberry zen looks pretty cool. I think it should have a keyboard still doe
Fri  01 Mar 2013 20:21:11 +0000,610,321,3034,0,neutral,0,iOS,iOS,14146,Blackberry,BaileyCarroll16,Just got an email for a blackberry.... They still make those? #shittiestphoneofmylife
Fri  01 Mar 2013 20:34:55 +0000,1067,628,3039,6,neutral,0,iOS,iOS,47299,Blackberry,kayaknox,never get a blackberry
Fri  01 Mar 2013 20:37:32 +0000,202,251,3041,0,neutral,0,iOS,iOS,8596,Blackberry,lilpennella,New blackberry comin out this bitch might become team blackberry again
Fri  01 Mar 2013 20:41:31 +0000,27,208,3042,0,negative,0,iOS,iOS,1001,Blackberry,COOLESTDUDE81,A lot of people these days have blackberry or apple phones and I just wanna know  are these phones or a fruit salad?! Thank you.
Fri  01 Mar 2013 20:53:23 +0000,346,247,3048,1,neutral,0,iOS,iOS,19322,Blackberry,Kaatyyy_,Just for an email from blackberry.. LOL. I haven't owned one of those I'm years!!! ????
Fri  01 Mar 2013 20:57:25 +0000,402,224,3049,6,negative,0,iOS,iOS,26100,Blackberry,DJSPRINTS,When this kid leaves his blackberry z10 on the bus and leaves to get off .. Damn right I took it !! JK gave it back to him #goodguy
Fri  01 Mar 2013 21:01:26 +0000,1665,1413,3055,5,neutral,0,iOS,iOS,55114,Blackberry,TelliahDonjelle,They got a new blackberry guys ! #Needit ????
Fri  01 Mar 2013 21:42:40 +0000,964,668,3076,43,neutral,0,iOS,iOS,5175,Blackberry,WillKennard,I can't wait for my new Blackberry 10! http://t.co/uCqOXYJpI8
Fri  01 Mar 2013 21:46:52 +0000,315,166,3077,0,neutral,0,iOS,iOS,6795,Blackberry,Tatuch_Me,Hmm I see BlackBerry is tryna make that come back
Fri  01 Mar 2013 21:47:18 +0000,98,273,3079,3,neutral,0,iOS,iOS,1287,Blackberry,jfiveresearch,Canadian Government Issues BlackBerry Security Warning http://t.co/7EOrlMjHVA
Fri  01 Mar 2013 22:09:20 +0000,238,144,3095,0,neutral,0,iOS,iOS,13481,Blackberry,JasmineSotoo,I want the blackberry 1O !!!! ????
Fri  01 Mar 2013 22:21:01 +0000,121,94,3102,2,neutral,0,iOS,iOS,2438,Blackberry,JoelPressuriZe,I want a blackberry  simply because I've never had it. Yes  just because of that lol.
Fri  01 Mar 2013 22:50:14 +0000,99,98,3120,1,neutral,0,iOS,iOS,2516,Blackberry,GregMacLennan,I'm actually still mad at the fact that my blackberry got stolen at my OWN party.
Fri  01 Mar 2013 23:26:53 +0000,245,29,3132,1,neutral,0,iOS,iOS,16632,Blackberry,mrvllshr,craving for this. BlackBerry Z10 Review | Engadget Hands On http://t.co/kszd5noq0i
Fri  01 Mar 2013 19:13:16 +0000,16,54,3519,0,neutral,0,NDTV on iOS,iOS,164,Blackberry,iDManzz,BlackBerry releases first OTA software update for BlackBerry 10. http://t.co/oUORPqWxG3 http://t.co/Zy6tdPh7bO
Fri  01 Mar 2013 23:15:04 +0000,37,64,3520,0,neutral,0,NDTV on iOS,iOS,391,Blackberry,VikramAtDell,BlackBerry releases first OTA software update for BlackBerry 10 http://t.co/QYDQ6oJkxe http://t.co/5HIOWg2Swj
Fri  01 Mar 2013 20:05:03 +0000,182,57,3671,20,neutral,0,Osfoora for iOS,iOS,18494,Blackberry,SNoriegaaa,Damn blackberry outdid itself with this Z10
Fri  01 Mar 2013 18:23:00 +0000,48,88,3906,0,neutral,0,Photos on iOS,iOS,96,Blackberry,skasyap,Testing Blackberry Z10.... Blackberry completely lost the game on how to design a new OS for Touch UI http://t.co/ytSzYlp5JF
Fri  01 Mar 2013 19:31:13 +0000,524,115,3909,4,negative,0,Photos on iOS,iOS,13682,Blackberry,popularjap,@artathepoptarta I hate my parents because they won't get me a blackberry http://t.co/eqWAnnqeZi
Fri  01 Mar 2013 20:19:22 +0000,100,402,3910,1,neutral,0,Photos on iOS,iOS,89,Blackberry,yack_yack_yack,G-free blackberry &amp; blueberry cobbler in the oven!  Yum!! http://t.co/ODoSQpswuc
Fri  01 Mar 2013 20:21:27 +0000,217,172,3911,2,neutral,0,Photos on iOS,iOS,3523,Blackberry,LuluAlMulhim,Blackberry q10   Amazing ???? http://t.co/8r1fjKzZe3
Fri  01 Mar 2013 21:12:07 +0000,1052,808,3915,3,neutral,0,Photos on iOS,iOS,25845,Blackberry,SmoshyShora,OMG BlackBerry Days ! *2011 Good Old Days :( http://t.co/Uo0NjWdtSo
Fri  01 Mar 2013 21:59:47 +0000,60,116,3918,0,neutral,0,Photos on iOS,iOS,465,Blackberry,ColeSpehar,RIP blackberry http://t.co/wNv5h1Gslh
Fri  01 Mar 2013 19:51:27 +0000,3029,64,4342,124,negative,0,Reeder on iOS,iOS,62261,Blackberry,drbuk,Nokia CEO issues warning to BlackBerry: ?I?m very interested in BlackBerry customers?....yawn http://t.co/YZxz5VJnUH
Fri  01 Mar 2013 22:00:16 +0000,51,330,4425,2,neutral,0,Safari on iOS,iOS,60,Blackberry,jamesonvacation,Blackberry 10!!! http://t.co/1WHX9MlL6Z
Fri  01 Mar 2013 22:41:35 +0000,12,25,4510,0,neutral,0,SkyGrid on iOS,iOS,510,Blackberry,Ed_A_Gonzalez,BlackBerry 10 Software Updated Before U.S. Users See First Draft
http://t.co/EelHydJpzH,,,,,,,,,,,,
Fri  01 Mar 2013 23:08:18 +0000,12,25,4511,0,neutral,0,SkyGrid on iOS,iOS,512,Blackberry,Ed_A_Gonzalez,BlackBerry 10 software update with better battery life for Z10 rolling out
http://t.co/gZwygy93nT,,,,,,,,,,,,
Fri  01 Mar 2013 20:43:36 +0000,118,201,5495,1,neutral,0,The Verge??? on iOS,iOS,3707,Blackberry,micah_ek,BlackBerry pushes out first BB10 software update with performance  camera improvements http://t.co/uugj9JsUcM
Fri  01 Mar 2013 18:56:49 +0000,88,82,6082,3,negative,0,Tweetbot for iOS,iOS,2057,Blackberry,panc88,@TesTeq I was more referring to the number of developers  blackberry is not attractive hence is DOOMED
Fri  01 Mar 2013 19:27:07 +0000,1464,881,6098,8,neutral,0,Tweetbot for iOS,iOS,46784,Blackberry,SenorSuave_,The new blackberry look sick AF
Fri  01 Mar 2013 19:30:41 +0000,569,853,6102,0,neutral,0,Tweetbot for iOS,iOS,31902,Blackberry,will_VS_chris,Wait did that shit say tweeted from blackberry?. Wtf
Fri  01 Mar 2013 19:55:34 +0000,378,329,6117,1,neutral,0,Tweetbot for iOS,iOS,17600,Blackberry,uCanCallMeTuks,"hahahahaha!! ? @wati_: So its BAPS? RT @Chanel_kt: MTN officially has the ""Blackberry Absolute Plan Service"" instead of BIS?"
Fri  01 Mar 2013 20:05:37 +0000,269,123,6127,3,negative,0,Tweetbot for iOS,iOS,7375,Blackberry,sterli,I?ve Blackberry but I never remind my pin !!!
Fri  01 Mar 2013 20:07:21 +0000,269,123,6129,3,neutral,0,Tweetbot for iOS,iOS,7375,Blackberry,sterli,I?ve BlackBerry but I?ll never remind my PIN !
Fri  01 Mar 2013 20:52:28 +0000,1207,220,6158,61,neutral,0,Tweetbot for iOS,iOS,160083,Blackberry,pettybooshwah,@_shireenahmed_ It?s really not about winning or losing  Blackberry?s incapable of shaking off past failures with Zed10. Insufficient. Dead.
Fri  01 Mar 2013 21:03:15 +0000,64,370,6169,0,neutral,0,Tweetbot for iOS,iOS,1251,Blackberry,ace7774,@Vodacom4u @BlackBerry_ZA #4UFRIDAY #Z10 #Q10 Slimshock
Fri  01 Mar 2013 21:09:31 +0000,65,68,6173,5,neutral,0,Tweetbot for iOS,iOS,1479,Blackberry,stwoball,@acoyne In Deadline  the Blackberry was on the bumper of a cab.
Fri  01 Mar 2013 21:10:14 +0000,469,776,6174,6,neutral,0,Tweetbot for iOS,iOS,11342,Blackberry,Kage_99,@NHL_BlackBerry ketchup chips! :-)
Fri  01 Mar 2013 21:12:33 +0000,61,421,6175,1,neutral,0,Tweetbot for iOS,iOS,1250,Blackberry,shan98654218,@Vodacom4u @BlackBerry_ZA #4UFRIDAY #Z10 #Q10 Berrylicious
Fri  01 Mar 2013 21:17:38 +0000,61,378,6181,0,neutral,0,Tweetbot for iOS,iOS,1176,Blackberry,honeypot1009,@Vodacom4u @BlackBerry_ZA #4UFRIDAY #Z10 #Q10 Blaze
Fri  01 Mar 2013 21:40:30 +0000,377,709,6195,13,neutral,0,Tweetbot for iOS,iOS,4203,Blackberry,SSBhogal,Has anyone bought the new #Blackberry? Thoughts? #BB10
Fri  01 Mar 2013 22:04:17 +0000,4552,29,6208,243,negative,0,Tweetbot for iOS,iOS,12511,Blackberry,SammyWalrusIV,None of this money talk matters though if the ?story? doesn?t change. ?Apple is the new Blackberry? is trumping ?look at Apple?s cash?.
Fri  01 Mar 2013 22:14:48 +0000,1204,947,6210,12,neutral,0,Tweetbot for iOS,iOS,25540,Blackberry,JussieHay,I really want a blackberry z10
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
To throw at a wall..,,,,,,,,,,,,
Fri  01 Mar 2013 23:00:15 +0000,276,232,6237,16,neutral,0,Tweetbot for iOS,iOS,485,Blackberry,frankgerhardt,@DuncanEvemy hey  we want somebody from Blackberry to talk at @MobileForumStuttgart. can you help? http://t.co/ISyVIkSS5M
Fri  01 Mar 2013 23:02:26 +0000,1596,1419,6240,61,negative,0,Tweetbot for iOS,iOS,26169,Blackberry,imogenbirley,@upulie will be attempting to make myself go blackberry picking today. Then jam &amp; @diva_ex_machina blackberry pie #motivation
Fri  01 Mar 2013 23:22:59 +0000,264,115,6259,6,neutral,0,Tweetbot for iOS,iOS,7037,Blackberry,pederson,Latest BlackBerry Z10 update made the fluidity and stability of the overall operating system much better. Update if you got ?em!
Fri  01 Mar 2013 23:27:00 +0000,1169,601,6263,12,neutral,0,Tweetbot for iOS,iOS,53030,Blackberry,AsianBarbie345,???????????? made this off ya blackberry! Aww  RT @Selfmade345: @AsianBarbie345 @shireneaintshit @theonlykingofgt @_kareemjr http://t.co/H2nJQlT9DN
Fri  01 Mar 2013 23:36:53 +0000,114,74,6267,2,neutral,0,Tweetbot for iOS,iOS,19856,Blackberry,_MzMichelle,@cori_smith23 it?s cause you have a blackberry
Fri  01 Mar 2013 19:10:44 +0000,44,80,6423,2,neutral,0,TweetCaster for iOS,iOS,3611,Blackberry,pattyeludwig,@drkapprentice wow  how many of you are going? I'd hate to be Blackberry when you start asking questions
Fri  01 Mar 2013 19:18:51 +0000,112,109,6424,0,neutral,0,TweetCaster for iOS,iOS,1556,Blackberry,GreasyyChoirboy,RIP shitty Blackberry ????
Fri  01 Mar 2013 17:39:23 +0000,193,139,9169,1,neutral,0,Twitter for iPad,iOS,36907,Blackberry,LeeRender,@gatesheadgeek Managed to rescues old blackberry by the os is a bid dogy
Fri  01 Mar 2013 18:43:21 +0000,896,840,9171,0,neutral,0,Twitter for iPad,iOS,22378,Blackberry,siobhanleee,Omg turned my blackberry on for the first time in ages
Fri  01 Mar 2013 18:57:40 +0000,240,429,9176,0,negative,0,Twitter for iPad,iOS,794,Blackberry,tomtomroussel,I can't believe I'm saying this but I kinda miss my blackberry
Fri  01 Mar 2013 19:02:23 +0000,118,104,9177,0,neutral,0,Twitter for iPad,iOS,341,Blackberry,JFShaw9,Great got no phone  shitty blackberry! ????
Fri  01 Mar 2013 19:02:32 +0000,209,157,9178,0,neutral,0,Twitter for iPad,iOS,1447,Blackberry,Butterboy_CLE,She just said u should finish her blackberry
Fri  01 Mar 2013 19:07:33 +0000,1718,1408,9180,1,neutral,0,Twitter for iPad,iOS,3627,Blackberry,james__hawkins,@Milffy3 blackberry wanker aren't I?;)
Fri  01 Mar 2013 19:10:58 +0000,640,574,9182,1,neutral,0,Twitter for iPad,iOS,26783,Blackberry,stay_Au79,They got a new blackberry! It's sexy ????
Fri  01 Mar 2013 19:11:40 +0000,44,84,9183,0,neutral,0,Twitter for iPad,iOS,22,Blackberry,beccamckernan,Hey  hey blackberry? KNIFE'. http://t.co/BXqOIwSuMO
Fri  01 Mar 2013 19:12:06 +0000,98,75,9184,0,negative,0,Twitter for iPad,iOS,9879,Blackberry,YaraOtaibii,I just had to update my blackberry :) !!
Fri  01 Mar 2013 19:14:02 +0000,717,623,9186,0,negative,0,Twitter for iPad,iOS,5724,Blackberry,issyyxo,So pissed off  why is someone low enough to keep my blackberry curve #desperate
Fri  01 Mar 2013 19:20:31 +0000,112,162,9190,0,negative,0,Twitter for iPad,iOS,185,Blackberry,Mackkkers,My shit-berry blackberry stresses me out
Fri  01 Mar 2013 19:24:56 +0000,1514,1629,9193,0,negative,0,Twitter for iPad,iOS,1752,Blackberry,ItsMyBieberLove,My phone isn't working  omg hate blackberry's
Fri  01 Mar 2013 19:25:28 +0000,903,428,9194,1,neutral,0,Twitter for iPad,iOS,63819,Blackberry,babycuzima_THUG,ohkaaaaaay Blackberry . @_Dseay @_Ford11 ???????? http://t.co/p39h8uDOhW
Fri  01 Mar 2013 19:26:54 +0000,176,404,9197,0,neutral,0,Twitter for iPad,iOS,368,Blackberry,Jess_Fenn_x,@amybradley_xox haha you still have the other blackberry people ????
Fri  01 Mar 2013 19:26:59 +0000,144,119,9198,0,neutral,0,Twitter for iPad,iOS,318,Blackberry,ailishwtf,I hate my blackberry more than anything in the world
Fri  01 Mar 2013 19:27:49 +0000,89,287,9199,0,neutral,0,Twitter for iPad,iOS,625,Blackberry,scotlandy8,@Barrymc5 @johngtrainor my blackberry is on orange ..... http://t.co/nh5qg41Cqc
Fri  01 Mar 2013 19:32:47 +0000,889,415,9201,3,neutral,0,Twitter for iPad,iOS,17606,Blackberry,survivor17,Sigh. I've had it with all these freaky blackberry phones. Gosh.
Fri  01 Mar 2013 19:35:13 +0000,16,39,9202,0,negative,0,Twitter for iPad,iOS,12,Blackberry,AbbynAndre,@UK_BlackBerry can someone tell me how to delete an event from my calendar on Z10??
Fri  01 Mar 2013 19:35:28 +0000,447,768,9203,0,neutral,0,Twitter for iPad,iOS,1894,Blackberry,ames_bell,Might get a blackberry #newphone
Fri  01 Mar 2013 19:37:23 +0000,956,875,9206,0,neutral,0,Twitter for iPad,iOS,18780,Blackberry,kiratomparker,getting a blackberry next week #finally
Fri  01 Mar 2013 19:49:32 +0000,369,89,9207,9,negative,0,Twitter for iPad,iOS,8175,Blackberry,tiggerloos,Which might be a better job (yey again) and the best news of all is....... I've just bought a Blackberry Z10 * dances around the room*
Fri  01 Mar 2013 19:51:28 +0000,252,144,9208,4,negative,0,Twitter for iPad,iOS,4578,Blackberry,JustSomeFUNfans,My blackberry is working yay
Fri  01 Mar 2013 19:51:32 +0000,344,671,9209,1,neutral,0,Twitter for iPad,iOS,3550,Blackberry,Khalid2060,@BlackBerry by next Month it will be in my hands..!!
Fri  01 Mar 2013 19:52:11 +0000,304,556,9210,0,neutral,0,Twitter for iPad,iOS,690,Blackberry,Callum_Mckinney,Anyone want to buy my blackberry? Dm me if you or anyone you know wants to #futuredelboy
Fri  01 Mar 2013 19:54:23 +0000,340,616,9213,0,neutral,0,Twitter for iPad,iOS,441,Blackberry,jessika_elite,hate my blackberry now????
Fri  01 Mar 2013 19:57:46 +0000,252,144,9214,4,neutral,0,Twitter for iPad,iOS,4581,Blackberry,JustSomeFUNfans,BBM  Facebook and twitter now work on my blackberry which is good
Fri  01 Mar 2013 20:04:03 +0000,148,137,9215,0,neutral,0,Twitter for iPad,iOS,393,Blackberry,OriginalDeclan,you do not understand how badly I want any other phone that doesn't have the word blackberry written on it
Fri  01 Mar 2013 20:09:30 +0000,252,144,9216,4,neutral,0,Twitter for iPad,iOS,4590,Blackberry,JustSomeFUNfans,I can tell downloading twitter onto my blackberry was a mistake
Fri  01 Mar 2013 20:24:03 +0000,47,55,9223,0,neutral,0,Twitter for iPad,iOS,162,Blackberry,BrookeBabyWren,Need my BLACKBERRY back @asap
Fri  01 Mar 2013 20:27:54 +0000,426,323,9226,0,neutral,0,Twitter for iPad,iOS,3187,Blackberry,DanniGray1,Don't want a blackberry anymore
Fri  01 Mar 2013 20:30:30 +0000,319,313,9227,0,neutral,0,Twitter for iPad,iOS,938,Blackberry,SebastianPaz_,Aww the few hours I had on my blackberry are gone :'(
Fri  01 Mar 2013 20:31:48 +0000,415,1995,9228,2,neutral,0,Twitter for iPad,iOS,6320,Blackberry,livandjakesmama,@tide @downy Blackberry! #WhatDidIfindInTheWash
Fri  01 Mar 2013 20:34:29 +0000,679,1171,9230,0,neutral,0,Twitter for iPad,iOS,18795,Blackberry,racheeeldonaghy,Finally getting a new blackberry tomorrow!!!:D
Fri  01 Mar 2013 20:36:17 +0000,82,61,9232,7,neutral,0,Twitter for iPad,iOS,443,Blackberry,Tihauan,early BlackBerry looks simple  cute and smart http://t.co/1K4lGBmY07
Fri  01 Mar 2013 20:41:48 +0000,139,116,9238,0,neutral,0,Twitter for iPad,iOS,1033,Blackberry,CarsonCagle,@BlackBerry no one cares.
Fri  01 Mar 2013 20:48:38 +0000,232,187,9241,0,neutral,0,Twitter for iPad,iOS,16617,Blackberry,B_leex3,@ShateriaM YES my blackberry was the best phone I ever had. Never died on me never gave me problems or anything and I dropped it a lot.
Fri  01 Mar 2013 20:49:59 +0000,875,701,9242,1,neutral,0,Twitter for iPad,iOS,10736,Blackberry,SophieStyles_1D,HOW DO YOU FIX A WATER DAMAGED BLACKBERRY???
Fri  01 Mar 2013 20:51:51 +0000,36,47,9244,0,neutral,0,Twitter for iPad,iOS,260,Blackberry,ana_reem_1988,@BlackBerry How the expected price of the BlackBerry Q10 
Fri  01 Mar 2013 20:52:02 +0000,36,47,9245,0,neutral,0,Twitter for iPad,iOS,260,Blackberry,ana_reem_1988,@BlackBerry Will come down at the beginning of April in the Middle East
Fri  01 Mar 2013 20:57:49 +0000,2,5,9246,0,neutral,0,Twitter for iPad,iOS,8,Blackberry,StevenCorpstein,@BlackBerry So could this replace Instgram?
Fri  01 Mar 2013 20:57:56 +0000,60,227,9247,0,neutral,0,Twitter for iPad,iOS,454,Blackberry,AlanJT26,@BlackBerry when is whatsapp coming for Bb10?
Fri  01 Mar 2013 20:59:19 +0000,4,14,9248,0,negative,0,Twitter for iPad,iOS,25,Blackberry,CarlMorecroft,@uk_blackberry Vodafone have got their update out  but not Orange yet. Any idea when Orange are going to haull butt?
Fri  01 Mar 2013 21:02:04 +0000,1118,2002,9251,21,neutral,0,Twitter for iPad,iOS,1081,Blackberry,HMC_Muenchen,@BlackBerry No answer! Okay you loose one more regular customer. Sorry!
Fri  01 Mar 2013 21:02:05 +0000,115,205,9252,0,neutral,0,Twitter for iPad,iOS,2880,Blackberry,9Stremayne,Switching on my blackberry  it's been months!
Fri  01 Mar 2013 21:03:16 +0000,274,535,9254,1,neutral,0,Twitter for iPad,iOS,3202,Blackberry,AmyMcDonnell9,@DaughterOfJolly haha my grandma doesn't have it so when I sleep I pray union j don't tweet coz I've got a blackberry and their crap!
Fri  01 Mar 2013 21:07:10 +0000,13,81,9255,0,neutral,0,Twitter for iPad,iOS,264,Blackberry,Cruntchie,@alexmanns1 Be Bold  switch to Blackberry LOL
Fri  01 Mar 2013 21:08:06 +0000,4,14,9256,0,negative,0,Twitter for iPad,iOS,26,Blackberry,CarlMorecroft,@blackberry Any idea when Orange UK is going to release the update? Vodafone have alreadynleased theirs and I'm getting jealous :-p
Fri  01 Mar 2013 21:10:43 +0000,290,88,9258,0,neutral,0,Twitter for iPad,iOS,16172,Blackberry,itsdevii_s,?@GoolEl9dg: RT if you're a BlackBerry user. #GoolEl9dg?
Fri  01 Mar 2013 21:12:18 +0000,1682,593,9260,1,neutral,0,Twitter for iPad,iOS,12465,Blackberry,JudiJaiPurse,I still have a blackberry phone  I should die
Fri  01 Mar 2013 21:18:15 +0000,119,182,9264,1,neutral,0,Twitter for iPad,iOS,977,Blackberry,Lewis_Karl,??499.99 for an unlocked #Blackberry Z10!!!!
Fri  01 Mar 2013 21:31:44 +0000,288,544,9270,0,negative,0,Twitter for iPad,iOS,10747,Blackberry,tmbtucker,Not only my iPad is being spazzy but also my blackberry is too #firstworldproblems
Fri  01 Mar 2013 21:35:34 +0000,42,158,9271,0,neutral,0,Twitter for iPad,iOS,190,Blackberry,phamerwashere,@blackberry frustrated I can't make the Bridge work with my PlayBook. #bbfail.
Fri  01 Mar 2013 21:36:21 +0000,305,200,9272,0,neutral,0,Twitter for iPad,iOS,8249,Blackberry,kaylamacht,@BrooklynAssels and now I'm stuck with a blackberry????????????????
Fri  01 Mar 2013 21:38:57 +0000,250,373,9274,0,neutral,0,Twitter for iPad,iOS,4234,Blackberry,JennaToulcher,@abbiedoylexx text me baby (blackberry number)
Fri  01 Mar 2013 21:41:37 +0000,51,53,9278,0,negative,0,Twitter for iPad,iOS,1364,Blackberry,alex_t_cookie,You can get blackberry cases that you can put your own picture on
Fri  01 Mar 2013 21:43:15 +0000,903,398,9280,2,neutral,0,Twitter for iPad,iOS,18685,Blackberry,TP_Pillay,When does the Blackberry ambassador search end? #Twoogle
Fri  01 Mar 2013 21:43:42 +0000,464,378,9282,9,neutral,0,Twitter for iPad,iOS,29120,Blackberry,DAYintheMAKING,@Meet_Stixx iPad &amp; blackberry.. Why wassup?
Fri  01 Mar 2013 21:45:14 +0000,1287,1056,9285,1,neutral,0,Twitter for iPad,iOS,12882,Blackberry,Diam0ndbullet_,@TR0PHYEYE5 I HAVE A BLACKBERRY SO NOT MUCH HAS CHANGED :))))))))))
Fri  01 Mar 2013 21:47:53 +0000,352,287,9286,0,negative,0,Twitter for iPad,iOS,16190,Blackberry,CamStayDopee,@KarlaLeighan you have to turn your IMessage on &amp; text my FaceTime email NOT my phone. I have a blackberry but I face timed u from my iPad
Fri  01 Mar 2013 21:49:56 +0000,109,114,9288,2,negative,0,Twitter for iPad,iOS,19586,Blackberry,_dotmatrix,BlackBerry 10 does not have whatsapp yet  that is crazy
Fri  01 Mar 2013 21:56:13 +0000,426,897,9291,0,neutral,0,Twitter for iPad,iOS,7093,Blackberry,ameliabambridge,I think my blackberry will die soon
Fri  01 Mar 2013 21:56:53 +0000,270,689,9292,1,negative,0,Twitter for iPad,iOS,2675,Blackberry,ShaqBaron11,My blackberry is back and working so add me 26D4B09A
Fri  01 Mar 2013 21:59:29 +0000,453,703,9294,0,neutral,0,Twitter for iPad,iOS,1724,Blackberry,jodesohwell,embarrassed to say that ive missed my blackberry
Fri  01 Mar 2013 22:00:14 +0000,1229,2000,9295,3,neutral,0,Twitter for iPad,iOS,6797,Blackberry,stradfordheart,AMEN TO THAT!! RT?@SwaggySallyJb: El-BlackBerry Dah 3yezlo 5abtaa Fl 7eta Mo7taramaa 3shan Yemshy zay El alef?
Fri  01 Mar 2013 22:01:18 +0000,408,411,9296,16,neutral,0,Twitter for iPad,iOS,2297,Blackberry,KevinSemagin,The new @BlackBerry 10. 10 is the number that will break before you buy a real phone.
Fri  01 Mar 2013 22:03:10 +0000,18,122,9298,0,neutral,0,Twitter for iPad,iOS,343,Blackberry,keegangary,@superjhooper @songza i am listening to smoke on the water out of the open window of a passing car.why? Cause i have a f ing blackberry
Fri  01 Mar 2013 22:13:55 +0000,1288,1056,9306,1,neutral,0,Twitter for iPad,iOS,12923,Blackberry,Diam0ndbullet_,@TR0PHYEYE5 IDEK WHY I AKED FOR A BLACKBERRY I HAVE LIKE 1 YEAR LEFT ON CONTRACT WITHH IT CRY CRY
Fri  01 Mar 2013 22:14:01 +0000,44,105,9307,0,negative,0,Twitter for iPad,iOS,196,Blackberry,stewilliams,@wardiedj comes preloaded on my new phone blackberry. Looking forward to tomorrow going to be a good day
Fri  01 Mar 2013 22:17:37 +0000,107,96,9312,0,negative,0,Twitter for iPad,iOS,583,Blackberry,JenySmith14,@Joannesmith1966 haha ino ull still av frank &amp; Jen mc hahah! Not got my sim yet &amp; only dun it coz my blackberry keeps playin up xxxx
Fri  01 Mar 2013 22:25:08 +0000,341,127,9315,0,neutral,0,Twitter for iPad,iOS,12757,Blackberry,melmousheh,Wtf is wrong with my blackberry #fuckingcharge
Fri  01 Mar 2013 22:34:27 +0000,437,312,9319,0,neutral,0,Twitter for iPad,iOS,5241,Blackberry,juod_1994,?@BlackBerry: And so did this: BlackBerry Q10 is HERE. http://t.co/qJVFIMtgwQ  #BlackBerry10  ^MM? ???????????? ???????????? ???????
Fri  01 Mar 2013 22:39:50 +0000,577,414,9321,0,negative,0,Twitter for iPad,iOS,14973,Blackberry,Awashii_,I need my blackberry I have nothing else to do :(
Fri  01 Mar 2013 22:48:12 +0000,934,33,9324,1,neutral,0,Twitter for iPad,iOS,12717,Blackberry,tunetojc,@ATT lemme get that blackberry ten next week!
Fri  01 Mar 2013 22:49:29 +0000,343,715,9325,0,neutral,0,Twitter for iPad,iOS,1189,Blackberry,bronaghlynchx,anyone know how to fix a blackberry scroller?
