,Essential,IdeaPad,ThinkPad,negative_total,positive_total,text,time
279,2,14,10,1,46,SEに支持されているラップトップはThinkPadか？雑感,Tue Mar 05 08:45:10 +0000 2013
280,2,14,10,1,46,@DiscordianKitty the mercer/mustek/lenovo tablets are reasonably priced. A friend uses them at his school. They have a shop in town.,Tue Mar 05 08:45:56 +0000 2013
281,2,14,10,1,46,Lenovo could become largest PC maker in EMEA region by 2014 http://t.co/KWwOl8dfjD,Tue Mar 05 08:45:57 +0000 2013
282,2,14,10,1,46,RT @lenovo: Yoga is cool but RT this if you think #ThinkPad #Twist is way underrated.  http://t.co/PBDHrMCYzr,Tue Mar 05 08:46:00 +0000 2013
283,2,14,10,1,46,How much is it to fix power system for a lenovo??? Plz help,Tue Mar 05 08:46:42 +0000 2013
284,2,14,10,1,46,@lenovo ...any news regarding the availability of the #lenovo #helix for #windows8,Tue Mar 05 08:47:51 +0000 2013
285,2,14,10,1,46,MWC 2013 : découvrons le smartphone Lenovo IdeaPhone K900 http://t.co/jFxVCU6bRJ #LesNumériques,Tue Mar 05 08:48:01 +0000 2013
286,2,14,10,1,46,"Ini dia si bungsu Lenovo A690, dual GSM android 4"" harganya cuma Rp.1.149.000 http://t.co/kFot5xCJfA",Tue Mar 05 08:48:09 +0000 2013
287,2,14,10,1,46,"Tök gáz, hogy a Lenovo billen a Shift, ""."" és a ""9"" egy dróton van és kizárja az együttes leütést. Nem lehet gyorsan smileyt írni.",Tue Mar 05 08:48:18 +0000 2013
288,2,14,10,1,46,Lenovo E530 Gaming Laptop QuadCore i7-3612QM USB3 HDMI BT FPR Win7 HP 3259XF8 http://t.co/mZl0JB4vQ8,Tue Mar 05 08:49:00 +0000 2013
289,2,14,10,1,46,"Tudo bem que é um All-in-One da Lenovo, mas, se parar para analisar as peças dele, não é grande coisa...",Tue Mar 05 08:49:23 +0000 2013
290,2,14,10,1,46,▽タブレットPCで一番ほしい物リストに追加されている商品▽ 5位 Lenovo IdeaPad Tablet A1 シリーズ 7.0型ワイドHD液晶 2GB カーボンブラック 2228-3CJ http://t.co/mK1dWNHT3q,Tue Mar 05 08:49:32 +0000 2013
291,2,14,10,1,46,@lenovo 's thinvantage rescue and recovery. #Winning,Tue Mar 05 08:49:38 +0000 2013
292,2,14,10,1,46,あと1週間でThinkPad Edge E135ちゃん届く,Tue Mar 05 08:50:18 +0000 2013
293,2,14,10,1,46,IBMはレノボに買収されたけどlenovoはLinuxとの互換性をサポートしてたりはします...: IBMはレノボに買収されたけどlenovoはLinuxとの互換性をサポートしてたりはしますか 他にもリナックスとの互換性... http://t.co/JC9AX0OHOT,Tue Mar 05 08:51:03 +0000 2013
294,2,14,10,1,46,#Sale NEW AC Power Adapter for IBM Lenovo 3000 C100 N100 V100: High Quality. Specially for more convenient and... http://t.co/kzacvdyE51,Tue Mar 05 08:51:05 +0000 2013
295,2,14,10,1,46,"Lenovo IBM Thinkpad T60 1956 Battery 80Wh, 7200mAh: 9 Cell Lenovo IBM Thinkpad T60 1956 11.1V 7200mAh LiIon La... http://t.co/BQLNdCKAEH",Tue Mar 05 08:51:31 +0000 2013
296,2,14,10,1,46,RT @dudodu: Green Durable Neoprene Sleeve Carrying Case for Lenovo K1 Ideapad 130422U 10.1-Inch Tablet: Product Details Se... http://t.c ...,Tue Mar 05 08:52:09 +0000 2013
297,2,14,10,1,46,"Lenovo, pelo incrível que pareça, bate de frente com a Apple em questões de qualidade de construção. Mas vale considerar também Dell e HP...",Tue Mar 05 08:52:58 +0000 2013
298,2,14,10,1,46,"@DiscordianKitty @Floorlibrarian pretty sure I have a Lenovo, all I need it for is reading and sometimes watching vids, so it works for me,",Tue Mar 05 08:53:03 +0000 2013
299,2,14,10,1,46,MWC 2013 : découvrons le smartphone Lenovo IdeaPhone K900 http://t.co/H4o4Gz3FvO via @lesnums,Tue Mar 05 08:53:09 +0000 2013
300,2,14,11,1,46,ThinkPad Tablet2がやっと届いた,Tue Mar 05 08:53:13 +0000 2013
301,2,14,11,1,46,10 PCS CPU Cooling Fan For LEVONO IBM THINKPAD R60 R60E Fan Part Number UDQFRPH31FAR (Thermal Paste Grease Inc... http://t.co/HBGbnTWeEv,Tue Mar 05 08:53:35 +0000 2013
302,2,14,11,1,46,"#TakeCareComesWith Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/FRERaUny4w",Tue Mar 05 08:53:56 +0000 2013
303,2,14,11,1,46,"#TakeCareComesWith Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/c4nMvO0Aqv",Tue Mar 05 08:53:58 +0000 2013
304,2,14,11,1,46,"#TakeCareComesWith Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/905Gr1O01q",Tue Mar 05 08:54:00 +0000 2013
305,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/RLIAqaQ4wR",Tue Mar 05 08:54:02 +0000 2013
306,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/cnjP38hWNn",Tue Mar 05 08:54:04 +0000 2013
307,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/ijiqDHnRIw",Tue Mar 05 08:54:07 +0000 2013
308,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/XoLyjHH1ca",Tue Mar 05 08:54:09 +0000 2013
309,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/LCnrGPtR0m",Tue Mar 05 08:54:11 +0000 2013
310,2,14,11,1,46,"Battery 42T5263 for IBM/Lenovo (58 Whr, DENAQ): [...] http://t.co/v5JUImPSpR",Tue Mar 05 08:54:12 +0000 2013
311,2,14,11,1,46,Lenovo/レノボ 15.6型ノートPC Lenovo G580 26897LJ＋カスペルスキー 2012 マルチプ… http://t.co/sJtsKJ2uxA #r_blog,Tue Mar 05 08:54:31 +0000 2013
312,2,14,11,1,46,thinkpad早く届かないかな( ＾∀＾),Tue Mar 05 08:54:34 +0000 2013
313,2,14,11,1,46,"TIL: ""sudo dmidecode --type 17"" to get the part number, ... of my Thinkpad W520 RAM without opening the machine. #fb",Tue Mar 05 08:54:50 +0000 2013
314,2,14,11,1,46,test du 5.5 pouces avec Atom Pas 4g #SuX de Lenovo http://t.co/9c8LGfJs53,Tue Mar 05 08:55:05 +0000 2013
315,2,14,11,1,46,Lenovo/レノボ 15.6型ノートPC Lenovo G580 26897LJ＋カスペルスキー 2012 マルチプ… http://t.co/cvzEtAZDuu #r_blog,Tue Mar 05 08:55:34 +0000 2013
316,2,14,11,1,46,@hellioncat It's not a Lenovo. @DiscordianKitty @Floorlibrarian,Tue Mar 05 08:55:44 +0000 2013
317,2,14,11,1,47,パソコンとかthinkpad以外使う気ないし、使いたくないな( ＾∀＾) 一瞬MacBookほしかったけど(笑),Tue Mar 05 08:55:52 +0000 2013
318,2,14,11,1,47,Hi-Capacity Equivalent of LENOVO - IBM THINKPAD T61 7659 Battery: 10.8-Volt 84.24-Watt Laptops Main.Rectagular... http://t.co/T3N6bxsUkP,Tue Mar 05 08:55:55 +0000 2013
319,2,14,11,1,47,"A nice offer I found: Call Lenovo on 877-890-5075 and get upto 40% off on ThinkPad and IdeaPad laptops, ThinkCenter, desktops, accessories",Tue Mar 05 08:56:49 +0000 2013
320,2,14,11,1,48,"Lenovo G580 (59344049) Notebook Intel Core i3 3110M(2.40GHz) 15.6"" 4GB Memory DDR3 1600 500GB HDD 5400rpm... http://t.co/l2B18Doqh5",Tue Mar 05 08:58:18 +0000 2013
321,2,14,11,1,48,Скачать видео драйвер для lenovo b560 http://t.co/obUqVXmyc6,Tue Mar 05 08:58:20 +0000 2013
322,2,14,11,1,48,Join the Lenovo Street Hunt! Complete the missions and stand to win attractive prizes.  http://t.co/v9ZCeNt1PK #StreetHuntMY,Tue Mar 05 08:59:09 +0000 2013
323,2,14,11,1,48,I regretted changing my work laptop to a Fujitsu. I miss my Lenovo ThinkPad. *stabs*,Tue Mar 05 08:59:17 +0000 2013
324,2,14,11,1,48,Grace Khoo Ai-Li ranks #29 in the Lenovo Street Hunt! Join and stand to win prizes!  http://t.co/v9ZCeNt1PK #StreetHuntMY,Tue Mar 05 08:59:45 +0000 2013
325,2,14,11,1,48,画像： ishida: wiwam: ThinkPadの操作をさらに快適に トラックポイント・ビッグバージョン | prototype http://t.co/QcnHNiiaGT,Tue Mar 05 09:00:00 +0000 2013
326,2,14,11,1,48,#technos MWC 2013 : découvrons le smartphone Lenovo IdeaPhone K900 http://t.co/BqlrejXGDK,Tue Mar 05 09:00:04 +0000 2013
327,2,14,11,1,48,Condensed version in connection with lenovo u877 group 69-776978: .zMx http://t.co/TGLIN8PfJ6,Tue Mar 05 09:00:11 +0000 2013
328,2,14,11,1,48,"In China, the rate of sales of Apple iPhone Lost by Lenovo Smartphone - http://t.co/kL4pNf0lKQ http://t.co/SX60ZgznwW",Tue Mar 05 09:00:23 +0000 2013
329,2,14,11,1,48,"この冬、一番人気のLenovo G580。Windows8搭載シリーズを一覧表にまとめました。4万円台のPCでは最強でしょう。 

http://t.co/jHluWPuDDn",Tue Mar 05 09:00:43 +0000 2013
330,2,14,11,1,48,第8位 Lenovo G580(Corei5-3210M/8G/500GB/15.6/AP無/Win8(64bit)) グロッシーブラウン 2689-MFJ http://t.co/5oTFSyOvRm,Tue Mar 05 09:00:56 +0000 2013
331,2,14,11,1,48,第7位 Lenovo G580(Celeron B830/4G/320GB/15.6/AP無/Win8(64bit)) グロッシーブラウン 2689-MGJ http://t.co/GWFZt9yNHo,Tue Mar 05 09:00:56 +0000 2013
332,2,14,11,1,48,第4位 Lenovo Uシリーズ IdeaPad U310 13インチ グラファイトグレー 4375-4BJ http://t.co/Pnl8pKA5wd,Tue Mar 05 09:00:58 +0000 2013
333,2,14,11,1,48,RT @amzn_note: 第4位 Lenovo Uシリーズ IdeaPad U310 13インチ グラファイトグレー 4375-4BJ http://t.co/Pnl8pKA5wd,Tue Mar 05 09:01:22 +0000 2013
334,2,14,12,1,48,Lenovo ThinkPad T430 Black Laptop Computer - 2344BPU - 2.90GHz With Turbo Boost Technology Up To 3.60GHz Intel... http://t.co/bCbFWL5tWI,Tue Mar 05 09:01:53 +0000 2013
335,2,14,12,1,48,Lenovo ThinkCentre M57e Desktop http://t.co/54qsRqdCgD,Tue Mar 05 09:02:05 +0000 2013
336,2,14,12,1,48,Skeleton in reference to lenovo ideapad-b474g 41-081506: .tNv http://t.co/wxW2789bch,Tue Mar 05 09:02:34 +0000 2013
337,2,14,12,1,48,[11번가] [11번가와 Lenovo가 준비한 신개념 노트북] 나를 감동시긴 S노트북 Lenovo의 업계 최초 단독 런칭 이벤트도 참여하시고 구매혜택도 받으세요! http://t.co/Dz3dYL2YcC,Tue Mar 05 09:02:55 +0000 2013
338,2,14,12,1,48,Piece of shit Lenovo. I hate you.,Tue Mar 05 09:03:14 +0000 2013
339,2,15,12,1,48,『lenovo ideapad S シリーズ 対応のキーボード防塵カバー PKB-LEN1の購入』ideapad格安通販｜http://t.co/8p1Ojiz0g7,Tue Mar 05 09:03:38 +0000 2013
340,3,15,12,1,48,"Portatil 15.6"" Lenovo Essential B590 con windows 8 por sólo 343.06€ #oferta. http://t.co/6un10iWa34 http://t.co/A3ATJI6Zod",Tue Mar 05 09:05:06 +0000 2013
341,3,15,12,1,48,MWC 2013 : découvrons le smartphone Lenovo IdeaPhone K900 - Les Numériques http://t.co/fZebCuVx1z,Tue Mar 05 09:05:11 +0000 2013
342,3,15,12,1,48,G135 9431-57u laptop exception taken of lenovo: .qnP http://t.co/BKU149Y8rH,Tue Mar 05 09:05:45 +0000 2013
343,3,15,12,1,49,#notebook Lenovo thinpad X220i Used/refurb:  AU $289.00 (0 Bids)End Date: Wednesday Mar-6-2013 12:33:40 ESTBuy... http://t.co/ExIxcCOnrx,Tue Mar 05 09:06:09 +0000 2013
344,3,15,12,1,49,Join the Lenovo Street Hunt! Complete the missions and stand to win attractive prizes.  http://t.co/DcKRkwyWaf #StreetHuntMY,Tue Mar 05 09:06:11 +0000 2013
345,3,15,12,1,49,Скачать lenovo easy camera драйвер http://t.co/hs3YLHzU34,Tue Mar 05 09:06:29 +0000 2013
346,3,15,12,1,49,Belinda Wong Mei Ling ranks #36 in the Lenovo Street Hunt! Join and stand to win prizes!  http://t.co/DcKRkwyWaf #StreetHuntMY,Tue Mar 05 09:06:44 +0000 2013
347,3,15,12,1,50,Lenovo Ibm 08K8197 Replacement Laptop/Notebook Battery 4500mAh (Replacement): Lenovo Ibm 08K8197 Replacement L... http://t.co/bcGkGy2QSs,Tue Mar 05 09:06:54 +0000 2013
348,3,15,13,1,50,親戚の不幸に続き、またまた仕事が激務。なんだかね。ThinkPad Twistか、Nexus7が欲しい（＾◇＾）,Tue Mar 05 09:07:03 +0000 2013
349,3,15,13,1,50,Lenovo ThinkCentre 6072-A5U Intel Core 2 Duo 2.33GHz Desktop Computer PC http://t.co/1HKGMv4Prc,Tue Mar 05 09:08:39 +0000 2013
350,3,15,13,1,50,[11번가] [11번가와 Lenovo가 준비한 신개념 노트북] 나를 감동시긴 S노트북 Lenovo의 업계 최초 단독 런칭 이벤트도 참여하시고 구매혜택도 받으세요! http://t.co/FQM99VFoek,Tue Mar 05 09:09:54 +0000 2013
351,3,15,13,1,50,@swaldman My laptop (also a Lenovo) had keyboard issues after a while. Likely not the pad itself but pressure on that whole hand rest area.,Tue Mar 05 09:09:54 +0000 2013
352,3,15,13,1,50,Скачать lenovo ideapad s10 3 драйвера http://t.co/A6u7TNNtng,Tue Mar 05 09:10:25 +0000 2013
353,3,15,13,1,50,[11번가] [11번가와 Lenovo가 준비한 신개념 노트북] 나를 감동시긴 S노트북 Lenovo의 업계 최초 단독 런칭 이벤트도 참여하시고 구매혜택도 받으세요! http://t.co/yQI35jvbI4,Tue Mar 05 09:10:31 +0000 2013
354,3,15,13,1,50,レノボ/Lenovo Lenovo G570　43347FJ　(ダークブラウン) [2011年秋冬モデル]のレビューと評価： 高性能低価格PC [商品レビュー] http://t.co/2YszzYqH5b,Tue Mar 05 09:10:51 +0000 2013
355,3,15,13,1,50,Lenovo H505s(AMD デュアルコア・プロセッサE-450/4G/500GB(7200rpm)/DVDスーパーマルチドライブ/APなし/Win8(64bit)) ブラック 3230-1AJ: http://t.co/cNL2bSABa4 #Amazon #PC,Tue Mar 05 09:11:00 +0000 2013
356,3,15,13,1,50,[11번가] [11번가와 Lenovo가 준비한 신개념 노트북] 나를 감동시긴 S노트북 Lenovo의 업계 최초 단독 런칭 이벤트도 참여하시고 구매혜택도 받으세요! http://t.co/eUrzqGoZr5,Tue Mar 05 09:11:10 +0000 2013
357,3,15,13,1,50,http://t.co/k2UT2BwlCA Lenovo g580 20157 драйвера,Tue Mar 05 09:12:28 +0000 2013
358,3,15,13,1,50,http://t.co/db202ptmBu Драйвера для ноутбуков lenovo y550,Tue Mar 05 09:12:28 +0000 2013
359,3,15,13,1,50,http://t.co/0A97MN24f1 Драйвера lenovo для windows 8,Tue Mar 05 09:12:30 +0000 2013
360,3,15,13,1,50,"Windows8 セットアップ手順の動画できました。

https://t.co/XIb40xwc7S

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:12:45 +0000 2013
361,3,15,13,1,50,http://t.co/prmjaLLiFZ Скачать драйвера lenovo s 110,Tue Mar 05 09:13:11 +0000 2013
362,3,15,13,1,50,"That guy was so funny. He was suppose to promote the Lenovo lappy but instead he asked dad ""Cik belum makan eh?"" Hahaha!",Tue Mar 05 09:13:13 +0000 2013
363,3,15,13,1,50,http://t.co/H1Gbt9qKFx Lenovo g580 20157 драйвера,Tue Mar 05 09:13:20 +0000 2013
364,3,15,13,1,50,http://t.co/L0ccEKfV8M Драйвера для ноутбуков lenovo y550,Tue Mar 05 09:13:26 +0000 2013
365,3,15,13,1,50,http://t.co/n8FQHILITy Скачать драйвера для леново в570е,Tue Mar 05 09:13:38 +0000 2013
366,3,15,13,1,50,http://t.co/jOj6cjiw8z Драйвера для ноутбуков lenovo y550,Tue Mar 05 09:13:46 +0000 2013
367,3,15,13,1,50,http://t.co/LAWCW2Re45 Драйвера lenovo для windows 8,Tue Mar 05 09:13:48 +0000 2013
368,3,15,13,1,50,http://t.co/C2Xri3t1Z1 Lenovo g580 20157 драйвера,Tue Mar 05 09:13:51 +0000 2013
369,3,15,13,1,51,"Canada deals: Comp [CC] YMMV Lenovo IdeaPad U300s Ultrabook i5, 128gb ssd $ 549.88|also U310 $ 549.88 http://t.co/ccuoWQMTOM",Tue Mar 05 09:14:12 +0000 2013
370,3,15,13,1,51,"windows8初期化の方法の動画できました。

https://t.co/Wr834Do499

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:15:25 +0000 2013
371,3,15,13,1,51,Tabletă Lenovo IdeaPad A1 - eDanco.ro http://t.co/NabLz0LMoI,Tue Mar 05 09:16:12 +0000 2013
372,3,15,13,1,51,Lenovo H505s(AMD デュアルコア・プロセッサE-450/4G/500GB(7200rpm)/DVDスーパーマルチドライブ/APなし/Win8(64bit)) ブラック 3230-1AJ: http://t.co/AF7tgja1Hp #Amazon #PC,Tue Mar 05 09:16:26 +0000 2013
373,3,15,13,1,51,Join the Lenovo Street Hunt! Complete the missions and stand to win attractive prizes.  http://t.co/Cgg7CQTXnh #StreetHuntMY,Tue Mar 05 09:16:33 +0000 2013
374,3,15,13,1,51,I am now so irritated by the service brought by Lenovo...  it's been more than a week!,Tue Mar 05 09:16:42 +0000 2013
375,3,15,13,1,51,"NEW 500GB 2.5"" SATA HDD Hard Disk Drive for IBM Thinkpad T60-1952 T60-1953 T60-1954 T60-1955 T60-1956 T60-2007... http://t.co/no1AI7SHTx",Tue Mar 05 09:16:56 +0000 2013
376,3,15,13,1,51,Ng Mei Lin ranks #24 in the Lenovo Street Hunt! Join and stand to win prizes!  http://t.co/Cgg7CQTXnh #StreetHuntMY,Tue Mar 05 09:17:15 +0000 2013
377,3,15,13,1,51,"windows8初期化の方法の動画

https://t.co/Omf5VN4xQ6

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:18:11 +0000 2013
378,3,15,13,1,51,"windows8初期化の方法の動画

https://t.co/5AzdbxtZCa

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:18:11 +0000 2013
379,3,15,13,1,51,Lenovo IdeaCentre C540 23-Inch All-in-One Desktop (Black/Brushed Aluminum) - http://t.co/rpNaetbVlR,Tue Mar 05 09:18:33 +0000 2013
380,3,15,13,1,51,"Прикол - виявила, що при підключенні до ослабленого сигналу роутера адаптер ноута Lenovo забиває нафіг адаптер... http://t.co/IJHRo6qU2r",Tue Mar 05 09:18:51 +0000 2013
381,3,15,13,1,51,Sealed Burners – Lenovo Ultrabay DVD-WriterTP ULT DVD 9.5MM SLIM DRIVEIII: Lenovo Ultrabay DVD-WriterTP ULT DV... http://t.co/Jin7BgQMt5,Tue Mar 05 09:19:02 +0000 2013
382,3,15,13,1,51,Sealed Burners – Lenovo Ultrabay DVD-WriterTP ULT DVD 9.5MM SLIM DRIVEIII: Lenovo Ultrabay DVD-WriterTP ULT DV... http://t.co/tdnPG8GMTB,Tue Mar 05 09:19:03 +0000 2013
383,3,15,13,1,51,このThinkPad液晶の状態が良すぎる,Tue Mar 05 09:19:47 +0000 2013
384,3,15,14,1,51,ThinkPad Tabletが起動しました at 18:20:06,Tue Mar 05 09:20:08 +0000 2013
385,3,15,14,1,51,RT @teziwymyq: драйвера lenovo g410 http://t.co/5UbnA9ACzT,Tue Mar 05 09:20:22 +0000 2013
386,3,15,14,1,51,Скачать lenovo b460e драйвера http://t.co/gpjECNpF6j,Tue Mar 05 09:20:24 +0000 2013
387,3,15,14,1,51,скачать драйвера для lenovo z570 http://t.co/vDdJagUjIw,Tue Mar 05 09:21:58 +0000 2013
388,3,15,14,1,51,Lenovo - Ibm Thinkpad R61-7736 Ac Adapter 0mAh (Replacement): Lenovo - Ibm Thinkpad R61-7736 Ac Adapter (Repla... http://t.co/69wn3ti7OR,Tue Mar 05 09:22:12 +0000 2013
389,3,15,14,1,51,Join the Lenovo Street Hunt! Complete the missions and stand to win attractive prizes.  http://t.co/58kJfrK9tI #StreetHuntMY,Tue Mar 05 09:22:17 +0000 2013
390,3,15,14,1,51,ThinkPad奴電池の持ち悪すぎでは,Tue Mar 05 09:22:24 +0000 2013
391,3,15,14,1,51,Ilyana Abu Bakar found all 18 lines in the Lenovo Street Hunt! Join and stand to win prizes!  http://t.co/58kJfrK9tI #StreetHuntMY,Tue Mar 05 09:23:12 +0000 2013
392,3,15,14,1,51,Ilyana Abu Bakar ranks #25 in the Lenovo Street Hunt! Join and stand to win prizes!  http://t.co/58kJfrK9tI #StreetHuntMY,Tue Mar 05 09:23:42 +0000 2013
393,3,15,14,1,51,"@TylerHarned It was the ""Weekly Deal"" for the Ideapad Y580. Regularly $1199, got it for $999. I love it so far!",Tue Mar 05 09:23:53 +0000 2013
394,3,15,14,1,51,Lenovo izbacuje nove modele Android tableta http://t.co/fSQj7buxEa,Tue Mar 05 09:23:54 +0000 2013
395,3,15,14,1,51,"Bagi kamu yg ingin mendapat Free PowerBank dr pembelian Lenovo S880 namun berada di area yg tdk termasuk promo,... http://t.co/IpXu0DSkrO",Tue Mar 05 09:24:46 +0000 2013
396,3,15,14,1,51,"ノートパソコン Lenovo G560（0679） Windows7/Corei3 ジャンク ￥15,500 残り5日5時間 入札40 http://t.co/3zG5jrHA6F  ■ ノートパソコン Lenovo G560（0679）ジャンク ■携帯電話からではすべての画像…",Tue Mar 05 09:26:10 +0000 2013
397,3,15,14,1,51,"windows8初期化の方法の動画

https://t.co/W58YuobRMe

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:26:56 +0000 2013
398,3,15,14,1,51,IBM - LCD Lenovo 3000 N100 (1280 x 800) WXGA 15.4: LCD Lenovo 3000 N100 (1280 x 800) WXGA 15.4 http://t.co/0zYu8bqteu,Tue Mar 05 09:27:55 +0000 2013
399,3,15,14,1,52,"Comp [CC] YMMV Lenovo IdeaPad U300s Ultrabook i5, 128gb ssd $ 549.88|also U310 $ 549.88: Lenovo IdeaPad U300s ... http://t.co/34fLq3w9jg",Tue Mar 05 09:28:10 +0000 2013
400,3,15,14,1,53,"Comp [CC] YMMV Lenovo IdeaPad U300s Ultrabook i5, 128gb ssd $ 549.88|also U310 $ 549.88: Lenovo IdeaPad U300s ... http://t.co/4IlWAVM1rp",Tue Mar 05 09:28:10 +0000 2013
401,3,15,14,1,53,"windows8 Setup セットアップの動画

https://t.co/E2MBGnCLEi

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:28:30 +0000 2013
402,3,15,14,1,53,"windows8 Setup セットアップの動画

https://t.co/WSyXu3Ry0z

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:28:30 +0000 2013
403,3,15,14,1,53,"windows8 Setup セットアップの動画

https://t.co/2VUWep9bOl

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:28:30 +0000 2013
404,3,15,14,1,53,"windows8 Setup セットアップの動画

https://t.co/xHOlNpS8WJ

 #followmeJP  #lenovojp #ThinkPad　",Tue Mar 05 09:28:31 +0000 2013
405,3,15,14,1,53,Скачать lenovo b 560 драйвер видео http://t.co/NUtuRwKBTR,Tue Mar 05 09:28:32 +0000 2013
406,3,15,14,1,53,意外なことに、Let's note赤ぽちがあるThinkPadをマトモに触るの初めてだったな。二代のマシン並べているけど、キー配列がスゲー違うので使い難いことこの上ない。,Tue Mar 05 09:28:48 +0000 2013
407,3,15,14,1,53,"12.10: Webcam stopped working after update: I'm using Ubuntu 12.10 64 bits, on a Lenovo Ideapad U410. I've bee... http://t.co/8wcLbsGsWo",Tue Mar 05 09:28:49 +0000 2013
408,3,15,14,1,53,Απόλυτη φορητότητα με Lenovo IdeaTab A2107 http://t.co/Ic47kVGLXj,Tue Mar 05 09:29:31 +0000 2013
409,3,15,14,1,53,lenovo,Tue Mar 05 09:29:34 +0000 2013
410,3,15,14,1,53,Thinkpad R51e 用にLibO4 をダウンロード中…ダウンロード遅い（汗）夜中まで待てばよかった（汗）,Tue Mar 05 09:29:59 +0000 2013
411,3,15,14,1,53,Lenovo H505s(AMD デュアルコア・プロセッサE-450/4G/500GB(7200rpm)/DVDスーパーマルチドライブ/APなし/Win8(64bit)) ブラック 3230-1AJ: http://t.co/8bT71yRs1W #Amazon #PC,Tue Mar 05 09:30:36 +0000 2013
412,3,15,14,1,53,great  lenovo,Tue Mar 05 09:30:49 +0000 2013
413,4,15,14,1,53,RT @PuntxarxaOnline: #Lenovo Essential B580 i3-2328/4GB/500GB/15.6 http://t.co/OosQIaLfVj @vallesreds @rebelmouse #bcn #madrid #valencia ...,Tue Mar 05 09:31:18 +0000 2013
414,5,15,14,1,53,RT @PuntxarxaOnline: #Lenovo Essential B590 i5-3210/4GB/500GB/15.6 http://t.co/RYtEFGsbgo @rebelmouse #bcn #madrid @vallesreds #valencia ...,Tue Mar 05 09:31:24 +0000 2013
415,5,15,14,1,53,Smartphone Terbaru Lenovo Hadir di Mega Bazaar Computer 2013 http://t.co/jNvUvZniJw,Tue Mar 05 09:31:56 +0000 2013
416,5,15,14,1,53,Скачать lenovo 15303 драйвера http://t.co/Hjya15zwnM,Tue Mar 05 09:32:21 +0000 2013
417,5,15,14,1,53,ThinkPadちゃん買いました、来週届く。SSD搭載してくれる人募集中,Tue Mar 05 09:33:06 +0000 2013
418,5,15,14,1,53,Скачать lenovo b550 драйвера xp http://t.co/RWDcu0C0WE,Tue Mar 05 09:33:12 +0000 2013
419,5,15,15,1,53,ThinkPad Tablet2ほしいなぁ…BluetoothのThinkpadキーボードかっこよすぎる,Tue Mar 05 09:34:06 +0000 2013
420,5,15,15,1,53,Αντικατάσταση πληκτρολογίου σε LENOVO B580 http://t.co/bp6LllKUKQ #ADSL,Tue Mar 05 09:35:04 +0000 2013
421,5,15,15,1,53,Αντικατάσταση πληκτρολογίου σε LENOVO B580: Μετά από ένα ατύχημα που είχα με το λαπτοπ παραμορ... http://t.co/UXyL3o2GN7 #adsl #gr #news,Tue Mar 05 09:35:05 +0000 2013
422,5,15,15,1,53,Beli ponsel Lenovo S880 Dapat Power Bank Gratis Di @OkeShop #InfoHG #DiskonHG #Harigini - http://t.co/OAH5kzJjd4,Tue Mar 05 09:35:12 +0000 2013
423,5,15,15,1,53,@Matanuki 10.8以降に限るのかな？ 10.6はそんなに親切ではない。とりあえず、サポートが親切すぐるから（最近のLenovo比 not IBM）、まだApple製品買おう♥,Tue Mar 05 09:35:22 +0000 2013
424,5,15,15,1,53,IBM ThinkPad A31 2653-AUU 1GB Memory Ram Kit (2x512MB) (A-Tech Brand): 1GB DDR-266 (PC2100) SO-DIMM Kit (2x512... http://t.co/yCOHzzsF29,Tue Mar 05 09:35:22 +0000 2013
425,5,15,15,1,54,@Davaakhuu9 lenovo netbook,Tue Mar 05 09:35:22 +0000 2013
426,5,15,15,1,55,"@oaldemir artik IBM yok ki, Lenovo satin aldi, dolayisiyla IBM sadece pazarlama yapiyor :)",Tue Mar 05 09:35:36 +0000 2013
427,5,15,15,1,55,Lenovo - IBM Thinkpad T42 2378 Laptop Battery (Replacement) http://t.co/9zzr74xKEj,Tue Mar 05 09:35:37 +0000 2013
428,5,15,15,1,55,Lenovo - IBM Thinkpad T42 2378 Laptop Battery (Replacement) http://t.co/DE5PzDqmmN,Tue Mar 05 09:35:54 +0000 2013
